Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Reilly, Kathleen",Sr,L/DS,5-5,112,,112,28,,3,1,8,0.25,110.0,19.0,36.0,601.0,33.0,,,1.0,22.0,1.0,0.0
9,"Bontrager, Rachel",Jr,OH,5-11,112,,112,28,,414,145,1081,0.249,31.0,14.0,39.0,245.0,25.0,12.0,48.0,9.0,464.0,,0.0
4,"Duffy, Rose",Fr,S,5-10,111,,111,28,,33,7,90,0.289,678.0,10.0,13.0,229.0,1.0,,7.0,2.0,46.5,30.0,0.0
16,"Andrews, Charley",So,MB,5-11,109,,109,28,,146,61,423,0.201,8.0,12.0,16.0,48.0,,6.0,51.0,10.0,189.5,,0.0
19,"King, Maggie",Fr,OH,5-10,107,,107,28,,266,123,813,0.17600000000000002,17.0,22.0,43.0,168.0,20.0,,26.0,1.0,301.0,1.0,0.0
11,"Phillips, Meredith",So,OH,5-11,98,,98,28,,235,112,634,0.19399999999999998,6.0,3.0,3.0,72.0,2.0,5.0,32.0,1.0,259.0,,0.0
6,"Smith, Kaley",Jr,L,5-5,97,,97,27,,1,1,2,0.0,25.0,9.0,22.0,164.0,16.0,,,,10.0,,0.0
13,"Williams, Janell",Jr,MB,6-2,94,,94,24,,146,54,402,0.22899999999999998,7.0,,,18.0,,30.0,82.0,5.0,217.0,,0.0
2,"Martin, Willow",Sr,OH,5-11,90,,90,26,,131,54,368,0.209,4.0,,,26.0,1.0,2.0,23.0,1.0,144.5,,0.0
5,"Marzo, Mary",Jr,S,5-10,74,,74,20,,14,3,39,0.282,435.0,21.0,28.0,144.0,,,7.0,1.0,38.5,9.0,0.0
20,"Potts, Kennedy",Sr,DS,5-3,32,,32,11,,0,0,0,,1.0,4.0,6.0,9.0,,,,,4.0,,0.0
8,"Carey, Kate",Sr,RS,6-2,18,,18,9,,19,11,50,0.16,,,,1.0,,2.0,4.0,,23.0,,0.0
14,"Smigiel, Cassandra",Jr,MB,6-0,17,,17,10,,11,9,44,0.045,2.0,,2.0,3.0,,,4.0,1.0,13.0,,0.0
7,"Torres, Alyssa",Fr,OH,5-10,12,,12,6,,8,6,36,0.055999999999999994,,,,1.0,,2.0,6.0,,13.0,,
-,TEAM,-,-,-,-,-,3,2,,0,0,0,,,,,,15.0,,,,,,0.0
-,Totals,-,-,-,-,-,112,9,,1427,587,3990,0.21100000000000002,1324.0,114.0,208.0,1729.0,113.0,59.0,290.0,32.0,1745.0,41.0,9.0
-,Opponent Totals,-,-,-,-,-,112,9,,1396,538,3932,0.218,1290.0,113.0,213.0,1711.0,114.0,77.0,262.0,25.0,1717.0,18.0,9.0
