Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Guisti, Marisa",Fr,MB,6-1,110,,110,29,,185,64,516,0.23399999999999999,5.0,1.0,3.0,25.0,,7.0,74.0,6.0,230.0,,0.0
17,"Hess, Rachel",Fr,DS,5-8,110,,110,29,,8,8,33,0.0,68.0,29.0,32.0,471.0,41.0,,,1.0,37.0,1.0,0.0
7,"Graver, Samantha",Jr,OH,5-10,110,,110,29,,402,175,1136,0.2,49.0,24.0,50.0,406.0,25.0,,26.0,1.0,439.0,1.0,1.0
14,"Edgington, Catherine",Sr,MB,6-0,110,,110,29,,264,96,602,0.27899999999999997,6.0,17.0,36.0,59.0,1.0,12.0,61.0,15.0,323.5,1.0,0.0
3,"Wood, Kathryn",Sr,S,5-10,109,,109,29,,44,10,123,0.276,1162.0,27.0,62.0,308.0,1.0,,21.0,3.0,81.5,29.0,0.0
13,"Corah, Devin",Sr,OH,5-9,102,,102,27,,288,101,872,0.214,3.0,,14.0,42.0,3.0,2.0,55.0,6.0,317.5,,0.0
4,"Nahas, Sarah",So,S,5-9,100,,100,26,,5,1,18,0.222,77.0,27.0,26.0,205.0,,,,,32.0,3.0,0.0
2,"Laucella, Allison",Jr,DS,5-5,97,,97,28,,0,3,6,-0.5,25.0,17.0,43.0,139.0,25.0,,,,17.0,,0.0
11,"Osborn, Elizabeth",So,OH,6-0,81,,81,24,,229,132,650,0.149,8.0,17.0,11.0,93.0,11.0,1.0,21.0,,257.5,,0.0
12,"Lowe, Reilly",Jr,MB,6-2,57,,57,21,,62,18,139,0.317,2.0,,1.0,7.0,,1.0,23.0,6.0,74.5,,0.0
10,"Edwards, Jennifer",Sr,OH,5-10,28,,28,10,,1,0,2,0.5,3.0,5.0,10.0,19.0,2.0,,,,6.0,,0.0
8,"Stone, Sydney",Fr,OH,6-0,21,,21,10,,9,10,45,-0.022000000000000002,2.0,2.0,6.0,9.0,,,4.0,1.0,13.0,,0.0
9,"McCann, Emily",Sr,DS,5-9,17,,17,12,,0,0,0,,2.0,1.0,1.0,4.0,,,,,1.0,,0.0
16,"Nagle, Jenna",Jr,DS,5-5,5,,5,4,,0,0,0,,,,2.0,,,,,,,,
-,TEAM,-,-,-,-,-,14,11,,0,0,0,,,,,,14.0,,,,,,0.0
-,Totals,-,-,-,-,-,110,7,,1497,618,4142,0.212,1412.0,167.0,297.0,1787.0,123.0,23.0,285.0,39.0,1603.5,35.0,7.0
-,Opponent Totals,-,-,-,-,-,110,7,,1288,503,3851,0.204,1185.0,123.0,224.0,1664.0,167.0,57.0,448.0,50.0,1484.0,21.0,7.0
