Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Koop, Rachel",Sr,S,5-9,129,,129,35,,89,26,225,0.28,1458.0,28.0,23.0,318.0,1.0,3.0,21.0,3.0,130.0,11.0,0
18,"Staack, Abbi",Sr,DS,5-8,129,,129,35,,3,0,16,0.188,118.0,25.0,35.0,642.0,31.0,,1.0,,28.5,4.0,0
12,"Busswitz, Kate",Jr,MH,6-2,129,,129,35,,368,140,990,0.23,6.0,9.0,25.0,72.0,,19.0,57.0,14.0,424.5,2.0,0
8,"Petersen, Baylee",So,OH,5-8,129,,129,35,,4,5,33,-0.03,33.0,30.0,32.0,316.0,27.0,,,,34.0,,0
20,"Hedges, Taylor",Jr,DS,5-7,129,,129,35,,0,0,6,0.0,44.0,2.0,10.0,273.0,25.0,,,,2.0,4.0,0
13,"Rotto, Inga",So,MB,6-1,125,,125,35,,246,92,654,0.235,14.0,2.0,10.0,49.0,,12.0,83.0,,301.5,1.0,0
11,"Taylor, Karlie",Sr,OH,5-11,124,,124,34,,565,250,1543,0.204,37.0,22.0,53.0,440.0,26.0,18.0,33.0,7.0,621.5,2.0,0
10,"Holterhaus, Emily",Fr,MH,6-1,111,,111,35,,197,72,639,0.196,4.0,18.0,16.0,72.0,6.0,16.0,53.0,9.0,257.5,1.0,0
17,"Arndorfer, Kaylissa",Fr,OH,6-1,109,,109,35,,277,88,613,0.308,3.0,29.0,59.0,58.0,,6.0,76.0,3.0,349.5,3.0,0
16,"Seehase, Jaydlin",Jr,OH,6-1,51,,51,23,,86,44,292,0.14400000000000002,2.0,,3.0,42.0,2.0,4.0,10.0,2.0,95.0,,0
15,"Spies, Carly",So,MB,6-3,37,,37,18,,22,9,61,0.213,1.0,,6.0,8.0,1.0,1.0,10.0,1.0,28.0,,0
4,"Schmidt, Emma",Fr,OH,6-1,4,,4,2,,3,5,9,-0.222,,,,4.0,1.0,,,,3.0,,0
22,"Barr, Kat",So,MB,6-2,2,,2,2,,2,0,4,0.5,,,,,,,,,2.0,1.0,0
-,TEAM,-,-,-,-,-,8,5,,0,0,0,,,,,,14.0,,,,,,0
-,Totals,-,-,-,-,-,129,18,,1862,731,5085,0.222,1720.0,165.0,272.0,2294.0,134.0,79.0,344.0,39.0,2278.0,29.0,18
-,Opponent Totals,-,-,-,-,-,129,18,,1521,674,4791,0.177,1446.0,134.0,193.0,2154.0,165.0,40.0,411.0,59.0,1900.5,30.0,18
