Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"White, Kendall",Sr,DS,5-5,117,,117,33,,4,1,14,0.214,109.0,22.0,19.0,474.0,13.0,,,,26.0,,0.0
13,"Blossom, Gabby",So,S,5-9,117,,117,33,,54,13,140,0.293,1332.0,25.0,14.0,273.0,1.0,4.0,34.0,3.0,100.0,3.0,0.0
9,"Parker, Jonni",So,OH,6-1,117,,117,33,,413,130,1070,0.264,13.0,42.0,88.0,195.0,9.0,3.0,70.0,5.0,493.0,2.0,0.0
23,"Hord, Kaitlyn",So,MB,6-4,117,,117,33,,310,44,605,0.44,5.0,,,18.0,,22.0,127.0,3.0,395.5,,0.0
16,"Gray, Serena",So,MB,6-2,117,,117,33,,317,77,628,0.382,4.0,34.0,54.0,60.0,1.0,17.0,75.0,10.0,405.5,2.0,0.0
11,"Gorrell, Tori",Sr,RS,6-2,115,,115,33,,278,99,653,0.27399999999999997,5.0,11.0,26.0,45.0,3.0,11.0,62.0,10.0,331.0,1.0,0.0
15,"Hampton, Jenna",So,DS,5-7,114,,114,32,,1,2,7,-0.14300000000000002,24.0,,,183.0,21.0,,,,1.0,,0.0
12,"Holcomb, Keeton",Sr,DS,5-5,109,,109,33,,0,0,1,0.0,19.0,9.0,22.0,165.0,31.0,,,,9.0,,0.0
22,"Cathey, Allyson",So,OH,6-1,93,,93,27,,186,110,571,0.133,3.0,2.0,4.0,57.0,2.0,9.0,27.0,2.0,210.5,,0.0
2,"Sciorra, Emily",Sr,DS,5-4,69,,69,33,,0,1,2,-0.5,3.0,6.0,6.0,32.0,4.0,,,,6.0,,0.0
21,"Peed, Macall",Fr,DS,5-7,44,,44,25,,0,0,1,0.0,4.0,6.0,10.0,29.0,4.0,,,,6.0,,0.0
1,"Clark, Lauren",Fr,OH,6-0,40,,40,21,,44,28,137,0.11699999999999999,,3.0,7.0,16.0,1.0,2.0,12.0,,55.0,,0.0
14,"Krause, Kristin",Sr,DS,5-7,13,,13,12,,0,0,0,,,,3.0,4.0,,,,,,1.0,0.0
8,"Hill, Brooklynn",So,DS,5-8,11,,11,7,,0,0,0,,,3.0,1.0,3.0,,,,,3.0,,0.0
7,"Phegley, Amanda",So,OH,6-4,5,,5,5,,6,2,12,0.33299999999999996,,,1.0,,,,2.0,1.0,6.5,,0.0
17,"Russell, Molly",Fr,DS,5-10,5,,5,5,,0,0,0,,,,,3.0,,,,,,,0.0
19,"Oerther, Emily",Fr,S,5-10,3,,3,3,,0,1,2,-0.5,7.0,,1.0,,,,2.0,,1.0,,
4,"Bailey, Gabi",Fr,OH,6-1,3,,3,3,,4,4,10,0.0,,,,1.0,1.0,,,,4.0,,0.0
6,"Walls, Sophie",So,S,5-11,1,,1,1,,0,0,0,,,1.0,,,,,,,1.0,,
-,TEAM,-,-,-,-,-,2,2,,0,0,0,,,,,,,,,,,,0.0
-,Totals,-,-,-,-,-,117,7,,1617,512,3853,0.287,1528.0,164.0,256.0,1558.0,91.0,68.0,411.0,34.0,2054.5,9.0,7.0
-,Opponent Totals,-,-,-,-,-,117,7,,1401,665,3862,0.191,1321.0,91.0,220.0,1479.0,164.0,22.0,365.0,52.0,1696.5,30.0,7.0
