Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
7,"Shupe, Samantha",Jr,S,5-10,108,,108,29,,33,11,94,0.23399999999999999,865.0,36.0,28.0,232.0,,,17.0,,77.5,18.0,0.0
10,"Shollin, Natalie",Sr,MB,6-1,108,,108,29,,265,74,549,0.348,5.0,19.0,39.0,68.0,1.0,17.0,76.0,7.0,339.0,1.0,0.0
13,"Lund, Clare",Sr,S,5-9,108,,108,29,,4,0,8,0.5,61.0,30.0,24.0,385.0,17.0,,,,34.0,1.0,0.0
6,"Jenkins, Nailah",Fr,MB,6-0,106,,106,29,,171,75,396,0.242,4.0,,,17.0,1.0,22.0,57.0,5.0,221.5,1.0,0.0
12,"Gonzalez, Evelyn",Fr,OH,-,100,,100,29,,192,84,616,0.175,14.0,30.0,38.0,149.0,37.0,1.0,19.0,6.0,232.5,,0.0
9,"Staunton, Erica",Fr,OH,6-0,94,,94,27,,240,108,703,0.188,3.0,4.0,6.0,55.0,10.0,4.0,29.0,11.0,262.5,1.0,0.0
18,"Ardilla, Athena",Jr,OH,5-11,92,,92,25,,264,127,706,0.19399999999999998,14.0,14.0,13.0,155.0,28.0,2.0,30.0,2.0,295.0,1.0,0.0
3,"Martin, Kayla",Fr,DS,-,91,,91,25,,1,2,7,-0.14300000000000002,33.0,16.0,33.0,214.0,24.0,,,,17.0,,0.0
4,"Carroll, Liz",Fr,S,6-2,78,,78,24,,2,0,16,0.125,299.0,15.0,28.0,94.0,,,,,17.0,5.0,0.0
2,"Magbanua, Nicole",Sr,DS,5-1,71,,71,23,,0,1,1,-1.0,20.0,6.0,18.0,163.0,15.0,,,,6.0,1.0,0.0
8,"Tschannen, Gabrielle",Jr,MB,6-3,64,,64,24,,99,46,283,0.187,4.0,,,14.0,,1.0,27.0,3.0,113.5,,0.0
16,"Daphnis, Brianna",So,MB,5-10,62,,62,19,,147,61,335,0.257,5.0,,,25.0,,2.0,20.0,3.0,159.0,,0.0
19,"Holly, Bridget",So,S,5-9,3,,3,3,,0,0,1,0.0,1.0,,,2.0,,,,,,,
1,"Korbut, Anya",Fr,MB,6-3,1,,1,1,,0,0,0,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,18,10,,0,0,0,,,,,,19.0,,,,,,0.0
-,Totals,-,-,-,-,-,108,6,,1418,589,3715,0.223,1328.0,170.0,228.0,1573.0,152.0,49.0,275.0,37.0,1774.5,29.0,6.0
-,Opponent Totals,-,-,-,-,-,108,6,,1299,525,3638,0.213,1197.0,152.0,224.0,1433.0,169.0,52.0,388.0,38.0,1697.0,29.0,6.0
