Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
13,"Parker, Sterling",Fr,MB,6-2,106,,106,30,,253,87,614,0.27,2.0,,,38.0,1.0,7.0,80.0,10.0,300.0,1.0,0
4,"Ewert, Jenna",So,S,5-10,106,,106,30,,92,30,232,0.267,1010.0,8.0,22.0,272.0,2.0,5.0,51.0,8.0,130.5,10.0,0
21,"Hart, Meegan",So,MB,6-2,106,,106,30,,206,59,463,0.317,7.0,18.0,22.0,39.0,,8.0,87.0,14.0,275.5,2.0,0
8,"Spann, Justine",Sr,OH,5-8,106,,106,30,,378,195,1097,0.16699999999999998,14.0,30.0,29.0,209.0,55.0,14.0,30.0,3.0,437.0,1.0,0
12,"Whipple, Rachel",Sr,L/DS,5-7,106,,106,30,,2,1,14,0.071,85.0,9.0,20.0,417.0,29.0,,1.0,,11.0,,0
6,"Price, Danielle",So,MB,6-4,93,,93,26,,74,32,179,0.235,2.0,,,11.0,1.0,5.0,78.0,8.0,118.0,,0
31,"Schneggenburger, Jill",Fr,OH,6-0,91,,91,26,,120,64,388,0.14400000000000002,10.0,19.0,33.0,162.0,20.0,5.0,17.0,4.0,152.0,1.0,0
11,"Alcantara, Elissa",Fr,OH,6-2,75,,75,27,,153,72,438,0.185,1.0,,,17.0,,4.0,16.0,1.0,164.5,,0
7,"Perry, Savannah",Fr,L/DS,5-6,71,,71,23,,2,0,2,1.0,4.0,11.0,21.0,44.0,1.0,1.0,,,14.0,,0
5,"Neverdowski, Zoe",So,OH,5-10,56,,56,19,,0,0,1,0.0,7.0,6.0,29.0,86.0,13.0,,,,6.0,,0
1,"Lougeay, Katie",Fr,L/DS,5-10,51,,51,14,,0,0,2,0.0,10.0,10.0,12.0,80.0,10.0,,,,10.0,,0
16,"Klemmer, Lillie",Sr,MB,5-11,27,,27,13,,12,7,35,0.14300000000000002,,,,4.0,,1.0,19.0,6.0,21.5,,0
2,"DeMure, Emily",Jr,OPP,6-1,13,,13,9,,0,0,2,0.0,9.0,3.0,,2.0,,,,,3.0,,0
3,"deProsse, Taylor",So,OPP,5-5,11,,11,7,,0,0,0,,,,2.0,1.0,,,,,,,0
20,"Levaggi, Kelley",Fr,OH,5-11,7,,7,5,,1,1,6,0.0,1.0,,,,,,,,1.0,,0
-,TEAM,-,-,-,-,-,3,2,,0,0,0,,,,,,14.0,,,,,,0
-,Totals,-,-,-,-,-,106,26,,1293,548,3473,0.215,1162.0,114.0,190.0,1382.0,146.0,50.0,379.0,54.0,1483.5,15.0,26
-,Opponent Totals,-,-,-,-,-,106,26,,1427,577,3614,0.235,1290.0,146.0,253.0,1353.0,114.0,64.0,388.0,37.0,1681.5,20.0,26
