Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"LaBue, Elizabeth",So,L/DS,5-7,115,,115,30,,0,0,5,0.0,77.0,27.0,25.0,541.0,37.0,,,,27.0,,0
12,"Gregory, Brooke",Sr,OH,6-4,115,,115,30,,283,114,677,0.25,3.0,21.0,33.0,62.0,,16.0,92.0,7.0,366.0,,0
9,"Logan, Anna",Sr,OH,6-0,115,,115,30,,302,142,1091,0.147,31.0,29.0,39.0,352.0,35.0,6.0,70.0,6.0,372.0,3.0,0
16,"Davidson, Melody",So,MB,6-2,115,,115,30,,215,66,544,0.27399999999999997,4.0,,,17.0,1.0,19.0,115.0,13.0,291.5,1.0,0
4,"Ramseyer, Megan",Sr,S,5-11,111,,111,29,,46,25,180,0.11699999999999999,920.0,19.0,23.0,224.0,1.0,,29.0,5.0,79.5,26.0,0
15,"Milstead, Emma",Sr,L/DS,5-7,95,,95,27,,2,0,7,0.28600000000000003,17.0,9.0,19.0,192.0,16.0,,,,11.0,1.0,0
18,"Horn, Shanice",Jr,OH,6-0,95,,95,29,,207,83,651,0.19,2.0,5.0,14.0,68.0,14.0,3.0,29.0,2.0,229.5,,0
13,"Sheridan, Megan",Fr,OH,6-1,94,,94,28,,155,71,424,0.198,2.0,3.0,8.0,86.0,1.0,,43.0,1.0,179.5,1.0,0
3,"Ziemba, Jillian",So,L/DS,5-8,91,,91,29,,4,14,37,-0.27,15.0,20.0,29.0,153.0,17.0,,,,24.0,1.0,0
7,"Robinson, Brittany",Fr,OH,6-1,84,,84,27,,129,82,473,0.099,1.0,2.0,10.0,71.0,16.0,2.0,34.0,,150.0,,0
2,"Schorr, Maria",So,S,5-9,51,,51,23,,10,0,15,0.667,183.0,4.0,16.0,46.0,1.0,,1.0,,14.5,10.0,0
17,"Dennis, Rillian",Sr,MB,6-0,36,,36,20,,15,10,40,0.125,1.0,3.0,6.0,5.0,,1.0,10.0,1.0,24.0,2.0,0
10,"Oladapo, Funmi",Fr,MB,6-0,12,,12,8,,1,1,5,0.0,,,,2.0,,,4.0,,3.0,,0
-,TEAM,-,-,-,-,-,6,4,,0,0,0,,,,,,25.0,,,,,,0
-,Totals,-,-,-,-,-,115,18,,1369,608,4149,0.183,1256.0,142.0,222.0,1819.0,164.0,47.0,427.0,35.0,1684.5,45.0,18
-,Opponent Totals,-,-,-,-,-,115,18,,1438,648,4259,0.185,1344.0,166.0,197.0,1985.0,141.0,49.0,272.0,55.0,1710.0,31.0,18
