Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"King, Mellanie",Jr,OH,-,111,,111,30,,296,151,1009,0.14400000000000002,34.0,25.0,49.0,294.0,52.0,5.0,21.0,2.0,336.5,1.0,0.0
9,"Fuhr, Megan",Jr,S,5-7,110,,110,30,,78,29,238,0.20600000000000002,966.0,23.0,36.0,252.0,1.0,4.0,24.0,19.0,117.0,23.0,0.0
25,"Cardenas, Maddy",Fr,MB,6-2,106,,106,30,,185,69,444,0.261,6.0,31.0,36.0,46.0,5.0,11.0,48.0,7.0,251.0,,0.0
21,"Kellerman, Kenzie",Fr,L,4-11,104,,104,29,,0,2,14,-0.14300000000000002,58.0,20.0,35.0,379.0,47.0,,,,20.0,,0.0
16,"Dobrich, Sarah",Sr,MH,6-1,103,,103,28,,136,72,375,0.171,2.0,5.0,15.0,21.0,1.0,28.0,48.0,17.0,193.0,,0.0
4,"Middleton, MAkaya",Fr,OPP,5-9,101,,101,28,,196,106,642,0.14,11.0,9.0,6.0,123.0,2.0,1.0,37.0,11.0,224.5,,0.0
11,"Jesus, Sharlissa",Jr,OH,5-9,97,,97,26,,310,173,914,0.15,36.0,43.0,69.0,260.0,37.0,6.0,25.0,7.0,371.5,,0.0
8,"Rodriguez, Caricia",Sr,L,5-5,95,,95,26,,1,1,5,0.0,27.0,17.0,23.0,180.0,17.0,,,,18.0,,0.0
10,"Delancey, Gina",Fr,MB,6-2,51,,51,21,,51,23,164,0.171,1.0,,,8.0,,6.0,26.0,9.0,70.0,,0.0
20,"Kuhlmann, Laura",Fr,OH,6-0,24,,24,12,,39,35,150,0.027000000000000003,1.0,,,11.0,5.0,2.0,3.0,1.0,42.5,,0.0
7,"Strong, Emma",Jr,L/DS,5-9,18,,18,6,,0,0,1,0.0,11.0,,1.0,44.0,4.0,,,,,,0.0
17,"Justice, Faith",So,L/DS,5-6,15,,15,6,,0,0,0,,1.0,5.0,,9.0,1.0,,,,5.0,,0.0
5,"Greene, Amie",Fr,S,5-9,11,,11,7,,14,7,31,0.226,57.0,3.0,2.0,22.0,,,1.0,,17.5,,0.0
6,"Elassal, Maya",So,MH,6-0,9,,9,5,,4,4,16,0.0,,,,1.0,,,3.0,1.0,5.5,,0.0
3,"Roberts, Alicia",So,MH,6-1,2,,2,1,,4,1,5,0.6,,,,1.0,,,,,4.0,,
22,"Simmons, Camille",Fr,L,5-10,1,,1,2,,0,0,0,,,,,,,,,,,,0.0
15,"Barbot, Jen",Sr,RS,5-10,1,,1,1,,0,0,0,,,,,,,,,,,,0.0
-,TEAM,-,-,-,-,-,13,8,,0,0,0,,,,1.0,,18.0,,,,,,0.0
-,Totals,-,-,-,-,-,115,9,,1314,673,4008,0.16,1211.0,181.0,273.0,1651.0,190.0,63.0,236.0,74.0,1676.0,24.0,9.0
-,Opponent Totals,-,-,-,-,-,115,9,,1364,563,3821,0.21,1276.0,190.0,239.0,1733.0,180.0,63.0,340.0,54.0,1787.0,32.0,9.0
