Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Morey, Alexia",Sr,MB,6-3,116,,116,31,,207,84,517,0.23800000000000002,5.0,,,20.0,,29.0,65.0,35.0,268.5,,0
14,"Major, Brittany",So,OH,5-10,116,,116,31,,292,159,817,0.163,20.0,18.0,56.0,207.0,2.0,11.0,44.0,13.0,343.0,6.0,0
9,"Karle, Annie",So,OH,5-11,115,,115,31,,323,146,939,0.188,24.0,38.0,26.0,241.0,56.0,7.0,20.0,4.0,378.0,3.0,0
27,"Howell, Jaida",Fr,MB,5-11,113,,113,30,,264,96,556,0.302,7.0,,,25.0,2.0,24.0,74.0,16.0,325.0,1.0,0
2,"Smith, Megan",Jr,L/DS,5-6,105,,105,29,,1,1,28,0.0,55.0,20.0,54.0,366.0,39.0,,,,21.0,2.0,0
13,"Gibson, Amber",Sr,OH,5-9,98,,98,28,,12,6,63,0.095,10.0,24.0,47.0,77.0,7.0,,3.0,,37.5,,0
7,"Todd, Roberta",Jr,OH,5-11,98,,98,27,,256,139,684,0.171,11.0,19.0,63.0,190.0,23.0,6.0,29.0,10.0,295.5,1.0,0
24,"Wissmach, Emilee",Jr,L/DS,5-6,97,,97,30,,3,1,13,0.154,44.0,23.0,31.0,155.0,24.0,,,,26.0,,0
15,"Randolph, Malia",Fr,S,5-7,81,,81,22,,61,18,160,0.26899999999999996,523.0,7.0,17.0,92.0,,2.0,24.0,7.0,82.0,27.0,0
11,"Steele, Nya",Fr,S,5-8,80,,80,24,,27,14,91,0.14300000000000002,674.0,10.0,25.0,137.0,,4.0,15.0,8.0,48.0,15.0,0
10,"Uhrhan, Lexi",Fr,L/DS,5-6,56,,56,22,,1,0,2,0.5,2.0,13.0,15.0,16.0,1.0,1.0,,,15.0,,0
3,"Babin, Jovana",Fr,OH,6-2,24,,24,8,,28,16,78,0.154,1.0,,,11.0,2.0,1.0,5.0,1.0,31.5,,0
20,"Williams, Nadya",Fr,MB,6-3,3,,3,2,,3,1,6,0.33299999999999996,,,,,,1.0,,,4.0,,0
-,TEAM,-,-,-,-,-,11,5,,0,0,0,,,,,,26.0,,,,,,0
-,Totals,-,-,-,-,-,118,23,,1478,681,3956,0.201,1382.0,172.0,334.0,1538.0,182.0,86.0,279.0,94.0,1818.5,55.0,23
-,Opponent Totals,-,-,-,-,-,118,23,,1273,581,3639,0.19,1157.0,182.0,230.0,1480.0,172.0,90.0,311.0,59.0,1675.5,40.0,22
