Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Davis, Sarah",Sr,OH,5-10,130,,130,32,,542,217,1711,0.19,21.0,50.0,69.0,289.0,46.0,6.0,38.0,2.0,617.0,1.0,0
2,"Andrews, Cianna",Jr,MH,5-10,130,,130,32,,296,119,635,0.27899999999999997,6.0,,,54.0,3.0,22.0,116.0,18.0,376.0,,0
10,"Olin, Ashtin",So,S,5-11,129,,129,32,,63,18,181,0.249,1205.0,39.0,48.0,332.0,1.0,7.0,59.0,14.0,138.5,17.0,0
13,"Taynton, Michelle",Jr,DS,5-3,128,,128,32,,2,1,12,0.083,80.0,13.0,20.0,423.0,37.0,,1.0,,15.0,1.0,0
6,"Subbert, Kayla",Fr,OH,6-1,128,,128,32,,224,134,656,0.13699999999999998,1.0,22.0,47.0,80.0,,1.0,67.0,9.0,280.5,,0
3,"Hayden, Macey",Jr,OH,5-11,127,,127,32,,277,165,935,0.12,16.0,18.0,25.0,338.0,44.0,3.0,43.0,7.0,319.5,,0
11,"Swinney, Paige",Jr,L,5-11,110,,110,30,,3,1,8,0.25,42.0,4.0,11.0,298.0,40.0,,,,7.0,2.0,0
1,"Smith, Mckenna",Fr,S,5-9,101,,101,29,,10,5,31,0.161,106.0,16.0,28.0,130.0,1.0,,1.0,1.0,26.5,3.0,0
14,"Falk, Sarah",So,MB,6-1,101,,101,31,,106,32,271,0.273,7.0,,1.0,12.0,1.0,8.0,65.0,7.0,146.5,,0
17,"Kamba-Griffin, Tiyanane",Fr,MB,5-11,68,,68,25,,67,22,177,0.254,3.0,,1.0,20.0,,4.0,39.0,10.0,90.0,1.0,0
5,"Calvin, Paige",So,DS,5-7,51,,51,19,,0,1,2,-0.5,1.0,9.0,6.0,23.0,3.0,,,,9.0,,0
7,"Cordano, Caty",Fr,DS,5-3,36,,36,14,,1,1,2,0.0,1.0,1.0,10.0,17.0,1.0,,,,2.0,,0
15,"Wilson, Claudia",So,OH,6-2,28,,28,19,,25,21,98,0.040999999999999995,1.0,5.0,6.0,17.0,5.0,,2.0,1.0,30.5,,0
9,"Soderberg, Karlee",Fr,OPP,6-3,10,,10,8,,3,5,14,-0.14300000000000002,,,,2.0,,,1.0,2.0,3.5,,0
4,"Walker, Alona",Fr,OPP,5-11,1,,1,1,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,13,8,,0,0,0,,,,,,15.0,,,,,,0
-,Totals,-,-,-,-,-,130,13,,1619,742,4733,0.185,1490.0,177.0,272.0,2035.0,197.0,51.0,432.0,71.0,2063.0,25.0,13
-,Opponent Totals,-,-,-,-,-,130,13,,1526,616,4524,0.201,1415.0,197.0,234.0,2028.0,175.0,39.0,474.0,47.0,1999.0,43.0,13
