Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"Price, Kanani",Jr,DS,5-2,114,,114,30,,2,0,5,0.4,59.0,16.0,37.0,423.0,24.0,,,,18.0,1.0,0
9,"Minshew, Callie",Fr,OH,5-11,114,,114,30,,255,175,1026,0.078,15.0,28.0,39.0,268.0,32.0,9.0,21.0,4.0,302.5,1.0,0
8,"Waden, Gabby",So,MB,5-10,113,,113,30,,343,124,807,0.271,5.0,1.0,3.0,52.0,,9.0,50.0,1.0,378.0,,0
13,"Robinson, Deja",So,MB,6-1,111,,111,30,,225,81,516,0.27899999999999997,13.0,12.0,6.0,58.0,1.0,24.0,83.0,9.0,302.5,1.0,0
7,"Stamatis, Alleah",Sr,S,5-10,111,,111,29,,68,25,238,0.18100000000000002,1009.0,26.0,10.0,294.0,,5.0,39.0,5.0,118.5,11.0,0
1,"Cooks, Amarrah",Sr,MB,5-10,109,,109,30,,232,58,547,0.318,2.0,,,23.0,1.0,27.0,64.0,4.0,291.0,,0
12,"Shaw, Paige",So,OH,6-0,107,,107,30,,160,130,632,0.047,12.0,13.0,39.0,175.0,51.0,15.0,47.0,5.0,211.5,,0
23,"Jordan, Makenzie",Fr,OH,5-10,107,,107,30,,24,21,105,0.028999999999999998,49.0,17.0,13.0,261.0,23.0,1.0,2.0,,43.0,,0
17,"Smith, Kate",Fr,DS,5-3,56,,56,23,,1,0,3,0.33299999999999996,2.0,5.0,5.0,40.0,4.0,,,,6.0,,0
21,"Culumovic, Katie",Fr,S,5-5,24,,24,15,,1,0,6,0.16699999999999998,39.0,3.0,6.0,30.0,,,,1.0,4.0,1.0,0
14,"Walters, Burgundy",Fr,MB,6-0,16,,16,10,,10,2,24,0.33299999999999996,1.0,1.0,5.0,2.0,,2.0,8.0,,17.0,,0
5,"Lochner, Brooklyn",Jr,RS,6-1,12,,12,10,,5,1,8,0.5,,,,,,,4.0,1.0,7.0,,0
3,"Zgunda, Gabby",Jr,L/DS,5-6,12,,12,3,,0,0,0,,18.0,2.0,1.0,42.0,6.0,,,,2.0,,0
6,"Murr, Kendall",Jr,L/DS,5-8,1,,1,1,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,9,5,,0,0,0,,,,,,20.0,,,,,,0
-,Totals,-,-,-,-,-,114,19,,1326,617,3917,0.18100000000000002,1224.0,124.0,164.0,1668.0,162.0,92.0,318.0,30.0,1578.0,15.0,19
-,Opponent Totals,-,-,-,-,-,114,19,,1541,656,4167,0.212,1394.0,162.0,241.0,1730.0,126.0,44.0,293.0,48.0,1797.5,30.0,19
