Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Rooks, Ansley",Sr,RS,5-9,90,,90,26,,235,83,847,0.179,20.0,33.0,22.0,263.0,23.0,2.0,11.0,,275.5,1.0,0
16,"West, Kasey",Jr,DS,5-3,90,,90,26,,4,4,37,0.0,43.0,14.0,22.0,338.0,21.0,,,,18.0,,0
12,"Borges, Julia",Sr,RS,5-11,89,,89,26,,264,103,708,0.22699999999999998,16.0,15.0,16.0,248.0,1.0,19.0,47.0,1.0,321.5,1.0,0
1,"Hackett, Kailey",Sr,DS,5-10,89,,89,26,,58,18,165,0.242,580.0,8.0,17.0,130.0,,4.0,16.0,3.0,78.0,4.0,0
4,"Stack, Cecilia",Jr,MB,6-1,89,,89,26,,130,43,314,0.27699999999999997,4.0,1.0,1.0,31.0,1.0,12.0,48.0,2.0,167.0,,0
11,"Hackett, Molly",So,OH,-,86,,86,26,,202,129,610,0.12,11.0,10.0,28.0,136.0,17.0,1.0,20.0,1.0,223.0,,0
7,"Loveday, Julia",Sr,MB,5-11,64,,64,19,,96,24,217,0.332,13.0,6.0,8.0,63.0,1.0,9.0,37.0,4.0,129.5,,0
17,"Volk, Grace",So,S,5-9,57,,57,22,,7,3,46,0.087,229.0,10.0,3.0,103.0,,,1.0,,17.5,10.0,0
2,"Skryd, Anna",So,L,5-4,47,,47,20,,0,2,9,-0.222,15.0,9.0,4.0,63.0,5.0,,,,9.0,,0
9,"Cole, Lexy",Fr,MB,-,33,,33,14,,25,10,59,0.254,,,,7.0,,,13.0,3.0,31.5,,0
10,"Tatum, Tearra",Sr,OH,5-10,27,,27,13,,0,1,3,-0.33299999999999996,,5.0,3.0,18.0,3.0,,,,5.0,,0
8,"McClinton, Peyton",So,OH,5-9,24,,24,16,,20,15,79,0.063,3.0,,3.0,19.0,6.0,,2.0,,21.0,,0
6,"Kennedy, Carter",Sr,S,5-7,22,,22,13,,4,1,8,0.375,31.0,2.0,2.0,25.0,,,,,6.0,,0
3,"Middleton, Harley",Fr,OH,-,16,,16,12,,3,2,24,0.042,,2.0,2.0,5.0,,2.0,4.0,,9.0,,0
13,"Spicer, Hannah",So,OH,5-11,14,,14,10,,10,9,30,0.033,1.0,,,5.0,,,1.0,,10.5,,0
-,TEAM,-,-,-,-,-,12,5,,0,0,0,,,,,,38.0,,,,,,0
-,Totals,-,-,-,-,-,90,18,,1058,447,3156,0.19399999999999998,966.0,115.0,131.0,1454.0,116.0,49.0,200.0,14.0,1284.0,16.0,18
-,Opponent Totals,-,-,-,-,-,90,18,,1157,509,3338,0.19399999999999998,1069.0,116.0,179.0,1446.0,115.0,45.0,291.0,15.0,1425.5,38.0,18
