Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Downing, Bailey",Jr,OPP,6-0,106,,106,30,,169,89,536,0.149,6.0,3.0,2.0,45.0,1.0,15.0,111.0,3.0,242.5,1.0,0
21,"Larsen, Corinne",So,MB,6-3,104,,104,30,,146,60,418,0.20600000000000002,4.0,14.0,27.0,29.0,2.0,10.0,105.0,,222.5,,0
2,"Carpenter, Heidi",Sr,S,5-9,104,,104,30,,10,2,42,0.19,539.0,26.0,31.0,177.0,1.0,2.0,16.0,,46.0,17.0,0
7,"Packard, Ally",Sr,DS,6-0,98,,98,30,,45,18,232,0.11599999999999999,11.0,10.0,16.0,164.0,37.0,,11.0,,60.5,,0
1,"Belnap, Izzie",Sr,OPP,6-2,92,,92,28,,142,61,462,0.175,5.0,,,69.0,1.0,6.0,57.0,3.0,176.5,1.0,0
4,"DuBay, Grace",Fr,DS,5-8,81,,81,22,,2,1,12,0.083,41.0,13.0,17.0,254.0,28.0,,,,15.0,,0
8,"Olson-Shepherd, Madi",Jr,L/DS,5-6,77,,77,27,,0,0,4,0.0,20.0,10.0,13.0,144.0,18.0,,,1.0,10.0,,0
11,"Solosabal, Whitney",So,OH,5-10,76,,76,26,,133,78,547,0.10099999999999999,3.0,7.0,9.0,77.0,22.0,4.0,30.0,3.0,159.0,1.0,0
10,"Vaivai, Kalena",Fr,S,5-10,73,,73,23,,2,2,10,0.0,272.0,20.0,26.0,104.0,1.0,,4.0,,23.5,4.0,0
14,"Cuff, Hailey",Fr,OH,6-0,70,,70,25,,147,114,486,0.068,4.0,8.0,11.0,76.0,27.0,1.0,27.0,1.0,169.0,2.0,0
12,"Brunatti, Madi",Fr,OH,5-11,44,,44,13,,92,55,335,0.11,4.0,6.0,4.0,82.0,26.0,2.0,14.0,1.0,107.0,,0
3,"Call, Kelee",Jr,MB,6-0,40,,40,14,,15,7,47,0.17,,,2.0,5.0,1.0,1.0,46.0,2.0,38.5,,0
5,"Spafford, Autumn",So,MB,6-3,35,,35,11,,20,11,59,0.153,1.0,,,7.0,1.0,5.0,37.0,3.0,43.5,1.0,0
39,"Shumway, Gabbi",Jr,OH,5-11,19,,19,6,,47,28,158,0.12,2.0,2.0,2.0,13.0,12.0,,5.0,,51.5,,0
17,"DuBose, Cassandra",Fr,DS,5-6,14,,14,8,,0,0,0,,,,,8.0,1.0,,,,,,0
6,"Nesbitt, Elle",So,S,6-1,8,,8,6,,1,0,2,0.5,1.0,,,2.0,,,,,1.0,5.0,0
-,TEAM,-,-,-,-,-,6,3,,0,0,0,,,,,,36.0,,,,,,0
-,Totals,-,-,-,-,-,108,22,,975,527,3361,0.133,913.0,119.0,160.0,1259.0,215.0,46.0,466.0,17.0,1278.0,32.0,21
-,Opponent Totals,-,-,-,-,-,108,22,,1561,655,3765,0.24100000000000002,1481.0,214.0,222.0,1616.0,119.0,47.0,386.0,11.0,1895.0,40.0,22
