Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
1,"Holt, Alexus",Jr,,-,82,,82,26,,248,178,731,0.096,12.0,19.0,28.0,163.0,50.0,4.0,18.0,2.0,280.0,1.0,0.0
16,"Walker, Desiree",Sr,,-,81,,81,26,,72,39,251,0.131,,1.0,5.0,19.0,3.0,4.0,27.0,9.0,90.5,,0.0
3,"BURGESS, T'Meyah",So,,-,76,,76,24,,33,45,118,-0.102,48.0,10.0,33.0,199.0,56.0,,9.0,,47.5,3.0,0.0
2,"King, Jenai",Jr,,-,73,,73,23,,13,11,98,0.02,458.0,23.0,32.0,120.0,4.0,1.0,7.0,2.0,40.5,15.0,0.0
17,"Andrea, Boyland",,,-,67,,67,21,,135,117,496,0.036000000000000004,17.0,19.0,31.0,107.0,29.0,4.0,20.0,5.0,168.0,1.0,0.0
13,"ROBINSON, Asha",Sr,,-,64,,64,22,,41,47,208,-0.028999999999999998,1.0,5.0,13.0,57.0,20.0,,3.0,3.0,47.5,1.0,0.0
5,"BELL, Daivez",Fr,,-,46,,46,14,,64,44,180,0.111,,3.0,17.0,23.0,5.0,5.0,17.0,2.0,80.5,1.0,0.0
--,"MARSHALL, Kyra",So,,-,21,,21,7,,9,13,46,-0.087,1.0,,9.0,4.0,,4.0,8.0,1.0,17.0,,0.0
9,"Hundley, Erin",Jr,,-,20,,20,6,,1,0,6,0.16699999999999998,7.0,12.0,5.0,47.0,6.0,,,,13.0,,0.0
15,"CHRISTOFF, Jayden",,,-,18,,18,6,,2,2,11,0.0,,,,,,2.0,4.0,,6.0,,
---,"Rooks, Kashunyna",Sr,MH,5-8,12,,12,8,,14,16,68,-0.028999999999999998,,3.0,4.0,15.0,3.0,,4.0,1.0,19.0,1.0,0.0
--,"Tyler, Ars'Breana",Sr,OH,5-6,12,,12,4,,2,3,13,-0.077,39.0,3.0,1.0,12.0,,,4.0,2.0,7.0,1.0,0.0
--,"Peeples, Tia",Sr,DS,5-4,6,,6,4,,0,0,3,0.0,1.0,,3.0,13.0,4.0,,,,,,0.0
4,"Tyler, Brianna",,,-,6,,6,2,,0,2,6,-0.33299999999999996,,,4.0,3.0,,,1.0,,0.5,1.0,
--,"Brayboy, Annissa",Sr,DS,5-4,3,,3,1,,0,1,18,-0.055999999999999994,,,1.0,6.0,2.0,1.0,1.0,,1.5,1.0,0.0
--,"Smart, Taylor",Jr,S,5-6,3,,3,2,,1,0,1,1.0,,,1.0,4.0,8.0,,,,1.0,,0.0
10,"BEANARD, Jessica",So,,-,3,,3,2,,0,0,2,0.0,,,,,,,,,,,0.0
11,"Morgan, Brigham",,,-,1,,1,1,,0,0,1,0.0,,,,,,,,,,,0.0
-,TEAM,-,-,-,-,-,28,12,,0,0,0,,,,,,32.0,,,,,,0.0
-,Totals,-,-,-,-,-,82,8,,635,525,2257,0.049,584.0,98.0,187.0,792.0,222.0,25.0,123.0,27.0,765.5,26.0,8.0
-,Opponent Totals,-,-,-,-,-,82,8,,1034,315,2270,0.317,925.0,224.0,182.0,962.0,98.0,44.0,265.0,24.0,1331.5,14.0,8.0
