Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
13,"Hagge, Sarah",Jr,OPP,6-0,114,,114.0,30,,214.0,61.0,593.0,0.258,8.0,14.0,15.0,85.0,,3.0,65.0,5.0,263.5,1.0,0
2,"Mitchell, Klaire",Fr,S,5-7,113,,113.0,29,,101.0,18.0,227.0,0.366,1085.0,15.0,19.0,306.0,,6.0,57.0,10.0,150.5,28.0,0
15,"Murillo, Yeny",Jr,OH,6-0,112,,112.0,30,,324.0,153.0,953.0,0.179,7.0,,4.0,68.0,10.0,19.0,37.0,6.0,361.5,,0
11,"Horton, Melody",Sr,OH,5-10,107,,107.0,29,,269.0,114.0,866.0,0.179,27.0,18.0,7.0,286.0,29.0,9.0,30.0,2.0,310.5,1.0,0
16,"Moss, Kaira",So,MB,6-1,105,,105.0,28,,248.0,62.0,547.0,0.34,4.0,,,31.0,,22.0,94.0,6.0,316.5,1.0,0
3,"DeFalco, Teagan",Jr,L,5-8,105,,105.0,27,,4.0,1.0,20.0,0.15,113.0,26.0,35.0,480.0,15.0,,,,30.0,,0
9,"Ahern, Emma",Sr,L,5-9,97,,97.0,29,,2.0,0.0,8.0,0.25,20.0,10.0,31.0,135.0,9.0,,1.0,,12.5,1.0,0
7,"Kubinski, Annabelle",So,MB,6-0,90,,90.0,26,,191.0,39.0,386.0,0.39399999999999996,6.0,18.0,28.0,32.0,,9.0,68.0,14.0,252.0,,0
10,"Adams, KJ",So,OH,6-0,90,,90.0,28,,29.0,18.0,141.0,0.078,14.0,15.0,32.0,178.0,11.0,,3.0,,45.5,,0
5,"Chisholm, Alyssa",Sr,L,5-4,79,,79.0,22,,1.0,0.0,5.0,0.2,12.0,8.0,20.0,93.0,12.0,,,,9.0,,0
8,"Matthews, Kayla",So,OH,5-11,50,,50.0,19,,24.0,16.0,116.0,0.069,4.0,16.0,11.0,62.0,12.0,1.0,3.0,,42.5,,0
14,"Eskes, Hannah",Fr,MB,6-1,44,,44.0,18,,50.0,13.0,142.0,0.261,2.0,4.0,9.0,29.0,,3.0,31.0,4.0,71.5,1.0,0
1,"Redfield, Kayla",Sr,S,5-10,24,,24.0,16,,1.0,0.0,2.0,0.5,67.0,3.0,2.0,9.0,,,,,4.0,2.0,0
12,"Adams, Maria",Sr,MB,6-1,15,,15.0,9,,9.0,5.0,27.0,0.14800000000000002,1.0,3.0,1.0,1.0,,2.0,6.0,,16.5,1.0,0
17,"Trapp, Kailey",Fr,MB,6-1,6,,6.0,5,,8.0,0.0,15.0,0.5329999999999999,,,,1.0,,1.0,3.0,2.0,10.5,,0
-,TEAM,-,-,-,-,-,,0,,,,,,,,,,25.0,,,,,,0
-,Totals,-,-,-,-,-,116.0,30,,1489.0,505.0,4089.0,0.24100000000000002,1372.0,151.0,217.0,1805.0,124.0,77.0,401.0,49.0,1703.5,36.0,30
-,Opponent Totals,-,-,-,-,-,116.0,30,,1524.0,680.0,4337.0,0.195,1422.0,125.0,304.0,1729.0,151.0,53.0,302.0,42.0,1638.5,46.0,30
