Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
27,"Hubbard, Amanda",Sr,S,5-10,104,,104,29,,37,17,150,0.133,850.0,5.0,17.0,186.0,,1.0,31.0,4.0,57.0,23.0,0
12,"Nova, Karolina",Fr,OH,5-10,99,,99,28,,292,130,819,0.198,18.0,36.0,25.0,226.0,30.0,10.0,20.0,8.0,348.0,2.0,0
3,"Strongman, Miranda",Fr,MB,6-1,97,,97,29,,148,65,386,0.215,3.0,11.0,17.0,32.0,,9.0,48.0,5.0,192.0,2.0,0
6,"Schaberl, Kora",Sr,OH,6-0,97,,97,27,,365,161,974,0.209,23.0,27.0,50.0,207.0,33.0,8.0,34.0,18.0,417.0,1.0,0
10,"Scott, Anastasia",So,L/DS,5-5,90,,90,27,,1,1,12,0.0,62.0,22.0,19.0,347.0,18.0,,,1.0,23.0,2.0,0
7,"Mamic, Kristina",Jr,MB,6-3,63,,63,20,,31,15,104,0.154,,,,5.0,1.0,2.0,39.0,6.0,52.5,,0
8,"Zirojevic, Masa",Jr,OH,5-11,63,,63,18,,115,48,359,0.187,13.0,10.0,22.0,127.0,17.0,3.0,12.0,6.0,134.0,1.0,0
16,"Hoskova, Barbora",Fr,OH,5-9,63,,63,26,,99,63,324,0.111,9.0,13.0,14.0,109.0,1.0,1.0,13.0,3.0,119.5,2.0,0
15,"Dixon, Darragh",Fr,S,5-10,56,,56,26,,12,3,31,0.29,175.0,5.0,6.0,43.0,,,1.0,1.0,17.5,5.0,0
4,"Wiersma, Fleur",Fr,MB,6-2,47,,47,15,,73,25,170,0.282,3.0,7.0,7.0,23.0,,11.0,23.0,7.0,102.5,,0
14,"Rivera, Natalia",Sr,L,5-4,44,,44,14,,1,0,4,0.25,25.0,6.0,7.0,158.0,13.0,,,,7.0,1.0,0
18,"Stekovic, Jovana",Jr,OPP,6-0,33,,33,12,,70,54,232,0.069,5.0,4.0,6.0,47.0,1.0,,9.0,3.0,78.5,,0
1,"Harding, Maria",Fr,OH,5-10,19,,19,12,,13,5,46,0.174,1.0,1.0,3.0,13.0,1.0,,8.0,4.0,18.0,1.0,0
-,TEAM,-,-,-,-,-,4,4,,0,0,0,,,,,,11.0,,,,,,0
-,Totals,-,-,-,-,-,105,11,,1257,589,3611,0.185,1187.0,147.0,193.0,1523.0,126.0,45.0,238.0,66.0,1494.0,40.0,11
-,Opponent Totals,-,-,-,-,-,105,11,,1298,507,3554,0.223,1203.0,126.0,219.0,1511.0,147.0,39.0,370.0,53.0,1545.0,35.0,11
