Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
4,"Khouri, Helena",Sr,L,5-7,133,,133,35,,1,0,9,0.111,85.0,32.0,25.0,500.0,25.0,,,,33.0,,0.0
19,"Power, Ashlyn",Jr,S,5-8,133,,133,35,,36,14,97,0.22699999999999998,1459.0,36.0,42.0,365.0,,5.0,32.0,2.0,92.5,28.0,0.0
1,"Roberts, Rylin",Jr,OH,5-9,133,,133,35,,317,117,1056,0.18899999999999997,19.0,34.0,33.0,387.0,31.0,7.0,49.0,1.0,382.5,3.0,0.0
8,"Gneiting, Megan",Sr,OH,6-0,133,,133,35,,380,128,1050,0.24,9.0,38.0,44.0,300.0,1.0,7.0,124.0,6.0,487.0,,0.0
3,"Erwin, Katelyn",Sr,L,5-7,132,,132,35,,2,1,5,0.2,29.0,10.0,15.0,381.0,25.0,,,,12.0,,0.0
11,"DeYoung, Hannah",Sr,MB,6-2,128,,128,35,,151,37,339,0.336,3.0,8.0,11.0,26.0,2.0,11.0,127.0,8.0,233.5,,0.0
15,"Schiess, Sam",Jr,MB,6-1,126,,126,35,,125,46,288,0.27399999999999997,1.0,,,19.0,,5.0,75.0,12.0,167.5,,0.0
20,"Adams, Aubrey",Sr,MB,5-9,124,,124,35,,177,44,422,0.315,1.0,20.0,22.0,75.0,1.0,9.0,87.0,10.0,249.5,1.0,0.0
12,"Nay, Dani",Fr,OH,5-10,114,,114,33,,401,138,1043,0.252,5.0,20.0,34.0,98.0,23.0,1.0,44.0,6.0,444.0,,0.0
18,"Olson, Emily",Fr,S,5-8,95,,95,35,,0,0,0,,35.0,,,16.0,,,,,,1.0,0.0
13,"Williams, Kennedy",Jr,OH,6-1,73,,73,31,,157,72,490,0.17300000000000001,3.0,6.0,4.0,41.0,5.0,10.0,24.0,3.0,185.0,,0.0
9,"Mangum, Emma",So,MB,6-4,1,,1,1,,0,0,1,0.0,,,,,,,,,,,
16,"Edwards, Maia",Fr,MB,6-1,1,,1,1,,0,0,0,,,,,1.0,,,,,,,
5,"Weinert, Riley",Fr,OH,5-11,1,,1,1,,0,0,1,0.0,,,,,,,,,,,
7,"Farr, Hannah",Fr,L,5-5,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,53,18,,0,0,0,,,,,,17.0,,,,,,0.0
-,Totals,-,-,-,-,-,133,12,,1747,597,4800,0.24,1649.0,204.0,230.0,2209.0,130.0,55.0,562.0,48.0,2287.0,33.0,12.0
-,Opponent Totals,-,-,-,-,-,133,12,,1659,799,5024,0.171,1564.0,130.0,224.0,2182.0,205.0,61.0,406.0,32.0,2053.0,25.0,12.0
