Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Florig, Genna",Sr,MB,6-1,94,,94,27,,148,54,391,0.24,5.0,11.0,18.0,56.0,,18.0,71.0,4.0,212.5,1.0,0
4,"Parker, Caylee",So,OH,5-11,94,,94,27,,308,147,929,0.17300000000000001,22.0,13.0,23.0,238.0,19.0,7.0,27.0,12.0,341.5,5.0,0
27,"Baker-Falealili, Aset",Fr,L/DS,5-7,93,,93,28,,1,1,16,0.0,39.0,15.0,24.0,201.0,35.0,,,,16.0,2.0,0
12,"Morris, Courtney",Jr,S,6-1,88,,88,26,,55,9,156,0.295,732.0,17.0,28.0,192.0,2.0,4.0,31.0,9.0,91.5,23.0,0
23,"Davis , Jasmine",Fr,OH,6-1,86,,86,25,,203,96,656,0.163,16.0,15.0,9.0,220.0,21.0,5.0,25.0,6.0,235.5,2.0,0
17,"Garland, Alexandria",Fr,MB,6-1,80,,80,24,,126,43,300,0.27699999999999997,3.0,,4.0,15.0,1.0,14.0,49.0,12.0,164.5,2.0,0
6,"Jake-Turner, Kennadie",So,MB,6-0,79,,79,24,,167,75,416,0.221,1.0,,,29.0,,9.0,50.0,9.0,200.5,,0
11,"Spaziani, Avery",Sr,DS,5-6,59,,59,18,,0,1,7,-0.14300000000000002,39.0,3.0,13.0,140.0,14.0,,,,3.0,3.0,0
2,"Ruffolo, Mia",Fr,L/DS,5-6,55,,55,17,,0,0,0,,30.0,6.0,18.0,130.0,16.0,,,,6.0,1.0,0
5,"Barrett, Ally",Jr,OH,6-1,50,,50,17,,52,33,207,0.092,9.0,8.0,6.0,127.0,6.0,2.0,8.0,1.0,66.0,,0
7,"Petrova, Anna",So,OH,6-0,45,,45,14,,88,62,292,0.08900000000000001,15.0,11.0,13.0,106.0,9.0,2.0,12.0,,107.0,1.0,0
9,"Peterson, Isabelle",Jr,MB,5-10,44,,44,16,,62,34,188,0.149,2.0,3.0,5.0,24.0,,2.0,16.0,1.0,75.0,1.0,0
1,"Whitmire, Madi",Fr,S,5-10,34,,34,12,,21,2,62,0.306,251.0,2.0,14.0,71.0,,1.0,5.0,2.0,26.5,8.0,0
16,"Sowizral, Klaudia",So,RS,6-3,6,,6,2,,2,0,5,0.4,,,,1.0,,,1.0,,2.0,,0
-,TEAM,-,-,-,-,-,2,2,,0,0,0,,,,,,10.0,,,,,,0
-,Totals,-,-,-,-,-,104,12,,1233,557,3625,0.18600000000000003,1164.0,104.0,175.0,1550.0,133.0,65.0,295.0,56.0,1445.0,49.0,12
-,Opponent Totals,-,-,-,-,-,104,12,,1300,579,3664,0.19699999999999998,1230.0,133.0,170.0,1614.0,105.0,59.0,257.0,42.0,1512.5,33.0,12
