Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
13,"Bandera, Lauren",So,L/DS,5-6,105,,105,27,,2,3,40,-0.025,99.0,25.0,26.0,483.0,28.0,,,,27.0,8.0,0
12,"Griffin, Meisheia",Jr,MH,6-0,101,,101,27,,205,80,486,0.257,10.0,16.0,39.0,55.0,1.0,17.0,99.0,9.0,287.5,1.0,0
10,"Hadzic, Dzemila",Jr,OH,5-11,95,,95,25,,155,109,540,0.085,22.0,31.0,45.0,195.0,41.0,3.0,16.0,3.0,197.0,3.0,0
11,"Hehr, Kampbell",Fr,S,5-10,92,,92,24,,24,13,116,0.095,573.0,22.0,24.0,181.0,,3.0,18.0,2.0,58.0,10.0,0
16,"Stroud, Sydney",Sr,OH,6-1,92,,92,24,,221,99,596,0.205,6.0,,5.0,49.0,3.0,8.0,67.0,6.0,262.5,3.0,0
14,"Kilgroe, Jillian",Fr,L/DS,5-7,90,,90,26,,2,4,27,-0.07400000000000001,11.0,21.0,24.0,148.0,28.0,,,,23.0,,0
2,"Shoemaker, Jordan",Jr,S,5-7,87,,87,26,,13,8,57,0.08800000000000001,412.0,6.0,15.0,173.0,,,4.0,1.0,20.5,17.0,0
17,"Truscott, Julianna",Fr,OH,6-1,85,,85,26,,113,80,409,0.081,3.0,,,30.0,2.0,3.0,22.0,4.0,127.0,1.0,0
1,"Wilcox, Leah",Jr,OH,5-8,78,,78,24,,208,101,620,0.17300000000000001,3.0,5.0,8.0,128.0,17.0,7.0,26.0,4.0,233.0,1.0,0
7,"Spicer-Gordon, Ryan",Fr,L/DS,5-3,69,,69,21,,0,2,12,-0.16699999999999998,17.0,6.0,17.0,126.0,20.0,,1.0,,6.0,1.0,0
18,"Sillmon, Cierra",Jr,OH,6-2,59,,59,18,,55,27,188,0.149,4.0,1.0,1.0,27.0,,9.0,40.0,6.0,85.0,1.0,0
5,"Ott, Madelyn",Sr,MB,6-2,54,,54,17,,113,30,246,0.337,1.0,,,14.0,,6.0,29.0,6.0,133.5,,0
8,"Hash, Morgan",Sr,OH,6-2,47,,47,21,,91,48,302,0.142,3.0,,,22.0,3.0,3.0,8.0,2.0,98.0,,0
4,"Collector, Faith",So,OH,5-9,20,,20,10,,31,21,107,0.09300000000000001,,,,5.0,,,3.0,2.0,32.5,,0
20,"Percoco, Isabelle",Fr,RS,6-0,13,,13,3,,17,11,57,0.105,,,,9.0,,,9.0,,21.5,,0
-,TEAM,-,-,-,-,-,9,6,,0,0,0,,,,,,20.0,,,,,,0
-,Totals,-,-,-,-,-,105,12,,1250,636,3803,0.161,1164.0,133.0,204.0,1645.0,163.0,59.0,342.0,45.0,1479.0,46.0,12
-,Opponent Totals,-,-,-,-,-,105,12,,1318,586,3859,0.19,1215.0,163.0,186.0,1651.0,132.0,57.0,329.0,51.0,1586.5,40.0,12
