Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Ratzloff, Ella",So,L,5-4,95,,95,26,,3,2,32,0.031,81.0,8.0,17.0,485.0,31.0,,,,11.0,,0.0
7,"Paulette, Mariah",So,MB,6-2,95,,95,26,,170,72,478,0.205,4.0,8.0,10.0,46.0,3.0,15.0,54.0,3.0,220.0,,0.0
5,"Ell, Annie",Jr,S,5-8,95,,95,26,,23,7,115,0.139,845.0,35.0,65.0,185.0,,3.0,15.0,2.0,68.5,20.0,0.0
11,"Zanellato, Natale",Jr,OH,6-0,93,,93,26,,233,78,721,0.215,6.0,1.0,5.0,67.0,13.0,3.0,20.0,1.0,247.0,1.0,0.0
9,"Shilling, Gabrielle",So,OH,6-0,89,,89,25,,223,73,582,0.258,5.0,12.0,24.0,105.0,1.0,5.0,41.0,7.0,260.5,1.0,0.0
2,"Wagner, Claire",Fr,OH,5-10,84,,84,24,,137,79,520,0.11199999999999999,10.0,28.0,31.0,231.0,15.0,1.0,9.0,2.0,170.5,,0.0
1,"Brown, Hazel",Sr,OH,6-0,80,,80,24,,169,112,587,0.09699999999999999,10.0,22.0,45.0,200.0,43.0,6.0,19.0,9.0,206.5,,0.0
6,"Klise, Gillian",Fr,MB,6-2,74,,74,20,,71,41,188,0.16,2.0,,,14.0,,9.0,35.0,7.0,97.5,2.0,0.0
4,"Fillion, Abby",So,L/DS,5-8,72,,72,22,,0,1,7,-0.14300000000000002,4.0,10.0,11.0,85.0,3.0,,,,10.0,,0.0
8,"Gage, Adel",Fr,S,5-8,70,,70,20,,8,3,18,0.278,108.0,6.0,7.0,99.0,,,1.0,,14.5,4.0,0.0
15,"Chaplinsky, Claire",Jr,OH,6-0,42,,42,18,,96,40,279,0.201,,,1.0,27.0,6.0,,8.0,5.0,100.0,1.0,0.0
20,"Staats, Zoe",So,RS,5-11,14,,14,5,,16,9,44,0.159,,,,3.0,,,4.0,1.0,18.0,,0.0
13,"Byra, Megan",Jr,L,5-7,5,,5,5,,0,0,0,,,,1.0,,,,,,,,0.0
12,"Britton, Tori",So,OH,5-11,5,,5,5,,6,2,12,0.33299999999999996,,,,4.0,1.0,,,,6.0,,0.0
3,"McGuire, Jenna",Sr,MB,6-0,1,,1,1,,0,1,1,-1.0,,,,,,,,,,,
-,TEAM,-,-,-,-,-,5,4,,0,0,0,,,,,,22.0,,,,,,0.0
-,Totals,-,-,-,-,-,95,10,,1155,519,3584,0.177,1075.0,130.0,217.0,1551.0,138.0,42.0,206.0,37.0,1269.0,29.0,10.0
-,Opponent Totals,-,-,-,-,-,95,10,,1212,447,3496,0.21899999999999997,1115.0,138.0,188.0,1597.0,131.0,44.0,411.0,44.0,1421.5,27.0,10.0
