Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
15,"Nash, Abby",Jr,OH,5-11,109,,109,29,,351,138,891,0.239,4.0,,2.0,64.0,7.0,4.0,28.0,13.0,369.0,,0
10,"Bridges, Jenna",Sr,MB,6-2,105,,105,28,,437,131,825,0.371,7.0,,2.0,37.0,1.0,23.0,77.0,12.0,498.5,1.0,0
7,"Scherer, Megan",Sr,DS,5-10,105,,105,28,,2,2,14,0.0,23.0,15.0,27.0,200.0,26.0,,,,17.0,,0
5,"Anderson, Megan",Jr,S,5-11,105,,105,28,,54,17,159,0.233,1102.0,46.0,36.0,208.0,2.0,6.0,43.0,9.0,127.5,18.0,0
12,"Lindsay, Maddie",Fr,OH,6-1,105,,105,28,,328,131,1005,0.196,15.0,27.0,28.0,237.0,40.0,6.0,29.0,2.0,375.5,1.0,0
19,"Lucero, Alex",So,L/DS,5-7,105,,105,28,,1,1,19,0.0,58.0,19.0,47.0,360.0,48.0,,,,20.0,,0
21,"De Gaspar, Greta",Fr,L/DS,5-10,103,,103,29,,11,5,29,0.207,21.0,30.0,21.0,216.0,18.0,,1.0,,41.5,2.0,0
17,"Etta, Nicole",Sr,DS,5-7,97,,97,28,,0,1,1,-1.0,1.0,18.0,26.0,27.0,1.0,,,,18.0,,0
9,"Helms, Robin",Fr,MB,6-2,92,,92,29,,83,47,224,0.161,1.0,,1.0,17.0,,8.0,49.0,6.0,114.0,1.0,0
11,"Diede, Valerie",So,MB,6-2,86,,86,27,,46,25,136,0.154,1.0,8.0,14.0,20.0,,3.0,34.0,2.0,74.0,,0
23,"Braun, Brittany",Jr,MB,6-0,52,,52,15,,58,17,160,0.256,4.0,1.0,10.0,30.0,3.0,3.0,45.0,4.0,84.5,1.0,0
4,"Zadra, Lacey",Jr,MB,5-11,16,,16,9,,6,2,18,0.222,1.0,,2.0,2.0,,1.0,5.0,1.0,8.5,,0
13,"Gasparotto, Sara",Fr,DS,6-1,8,,8,8,,0,0,0,,2.0,,1.0,,,,,,,,0
3,"Nkenchor, Lika",Fr,RS,5-10,8,,8,7,,3,2,8,0.125,,,1.0,2.0,,,,2.0,3.0,,0
-,TEAM,-,-,-,-,-,6,4,,0,0,0,,,,,,22.0,,,,,,0
-,Totals,-,-,-,-,-,109,25,,1415,525,3563,0.25,1294.0,169.0,220.0,1471.0,172.0,55.0,320.0,52.0,1684.0,26.0,25
-,Opponent Totals,-,-,-,-,-,109,25,,1314,534,3643,0.214,1190.0,172.0,229.0,1367.0,169.0,27.0,372.0,54.0,1562.5,24.0,25
