Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Pearson, Victoria",Jr,MB,5-10,136,,136,38,,392,122,905,0.298,30.0,28.0,20.0,96.0,1.0,14.0,55.0,6.0,461.5,,0
5,"Armstrong, Tamaira",Jr,OH,5-8,136,,136,38,,365,129,1119,0.21100000000000002,22.0,31.0,17.0,309.0,19.0,5.0,23.0,5.0,412.5,,0
14,"Childs, Skyla",Fr,DS,5-5,135,,135,38,,8,12,104,-0.038,148.0,29.0,27.0,573.0,34.0,,2.0,,38.0,,0
24,"Carter, Cetara",Sr,RS,6-0,129,,129,38,,272,124,729,0.203,7.0,,,46.0,,15.0,59.0,8.0,316.5,1.0,0
6,"Jimenez, Erica",Sr,S,5-1,128,,128,38,,52,14,255,0.149,600.0,27.0,18.0,261.0,2.0,1.0,,,80.0,7.0,0
21,"Hope, Jakarta",Fr,S,5-4,123,,123,37,,17,14,158,0.019,570.0,20.0,27.0,212.0,,,3.0,1.0,38.5,9.0,0
3,"Estupinan, Hannah",Fr,MB,5-6,88,,88,29,,130,46,326,0.258,7.0,,1.0,25.0,2.0,4.0,47.0,3.0,157.0,,0
25,"Hightower, Tamia",So,RS,5-11,83,,83,30,,85,53,234,0.13699999999999998,6.0,1.0,1.0,28.0,,2.0,24.0,6.0,99.0,,0
23,"Miller, Cydni",Fr,RS,5-10,75,,75,26,,96,57,317,0.12300000000000001,4.0,4.0,6.0,37.0,4.0,5.0,14.0,3.0,112.0,,0
20,"Marion, Alexis",Fr,OH,5-11,64,,64,24,,76,47,235,0.12300000000000001,4.0,11.0,20.0,37.0,1.0,3.0,12.0,1.0,96.0,,0
1,"Arenas, Melanie",Jr,OH,5-10,61,,61,22,,54,28,196,0.133,21.0,5.0,17.0,118.0,10.0,1.0,7.0,1.0,63.5,1.0,0
19,"Hope, Jaraysia",Fr,DS,5-4,60,,60,24,,17,11,72,0.083,9.0,11.0,4.0,67.0,9.0,,1.0,1.0,28.5,1.0,0
17,"Wiley, Lindsey",Fr,DS,5-3,50,,50,17,,2,0,17,0.11800000000000001,4.0,3.0,2.0,70.0,15.0,,,1.0,5.0,,0
13,"Heholt, Miuccia",Fr,MB,5-9,43,,43,15,,30,12,88,0.205,2.0,,,12.0,,2.0,9.0,2.0,36.5,,0
15,"Cardoner, Miriam",Jr,S,5-8,26,,26,11,,8,3,22,0.22699999999999998,62.0,5.0,7.0,36.0,,,,,13.0,2.0,0
4,"Bento, Melissa",Sr,RS,6-2,21,,21,12,,6,6,25,0.0,1.0,1.0,,8.0,,,4.0,,9.0,,0
7,"Duran, Brenda",Sr,OH,5-8,18,,18,13,,1,0,10,0.1,2.0,5.0,1.0,16.0,2.0,,,,6.0,,0
10,"Thomas, Jaylan",Sr,OH,5-11,18,,18,6,,35,12,110,0.209,3.0,2.0,5.0,37.0,6.0,,,,37.0,,0
8,"Mitchell, Jada",Jr,OH,5-8,14,,14,5,,7,10,29,-0.10300000000000001,,,,3.0,,,1.0,,7.5,,0
18,"Davies, Neema",Fr,OH,5-9,9,,9,4,,0,0,1,0.0,,,2.0,5.0,,,,,,,0
20,"Alexis, Marion",,,-,3,,3,1,,0,1,3,-0.33299999999999996,,,,,1.0,,1.0,,,,0
11,"Dominick, Korie",Fr,MB,5-10,2,,2,4,,0,1,1,-1.0,1.0,,,,,,,,,,0
16,"Godoi, Thaynara",Jr,MB,5-10,2,,2,2,,0,0,0,,,,,2.0,,,,,,,0
18,"Nunez, Joycelyn",Sr,,5-7,1,,1,1,,0,0,0,,,,,1.0,,,,,,,0
-,TEAM,-,-,-,-,-,7,3,,0,0,0,,,,,,53.0,,,,,,0
-,Totals,-,-,-,-,-,136,33,,1655,702,4961,0.192,1503.0,183.0,175.0,1994.0,159.0,52.0,262.0,38.0,1863.0,21.0,33
-,Opponent Totals,-,-,-,-,-,136,33,,1720,642,5023,0.215,1589.0,160.0,228.0,1978.0,183.0,72.0,297.0,23.0,1890.0,37.0,33
