Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"DeGeorge, Emily",Jr,OH,5-9,108,,108,27,,220,104,820,0.141,31.0,25.0,18.0,359.0,21.0,2.0,52.0,3.0,273.0,1.0,0.0
4,"Greene, Hannah",Jr,MH,6-1,108,,108,27,,311,111,704,0.284,5.0,3.0,11.0,25.0,2.0,28.0,89.0,21.0,386.5,2.0,0.0
23,"Hall, Trinniti",Sr,MH,5-10,108,,108,27,,359,130,1028,0.223,8.0,23.0,23.0,204.0,7.0,17.0,83.0,3.0,440.5,1.0,0.0
6,"Grecol, Christina",So,S,5-8,107,,107,27,,53,16,195,0.19,1009.0,21.0,27.0,242.0,,3.0,35.0,3.0,94.5,5.0,0.0
18,"Tout, Lindsey",So,DS,5-7,101,,101,26,,5,2,23,0.13,71.0,10.0,22.0,406.0,25.0,,,,15.0,,0.0
1,"McConihe, Audrey",Fr,DS,5-1,95,,95,26,,0,0,0,,30.0,19.0,17.0,244.0,20.0,,,,19.0,,0.0
3,"Schoen, Halle",Jr,OH,5-11,76,,76,27,,0,0,10,0.0,15.0,7.0,14.0,92.0,12.0,,,,7.0,,0.0
12,"Portis, London",So,OH,5-10,74,,74,21,,130,57,357,0.204,3.0,,,23.0,,4.0,40.0,5.0,154.0,1.0,0.0
2,"Latimer, Lydia",Fr,OH,5-10,61,,61,23,,77,57,302,0.066,2.0,,,20.0,1.0,2.0,16.0,2.0,87.0,,0.0
7,"Piccolino, Julia",Fr,OH,5-9,60,,60,23,,2,2,7,0.0,6.0,8.0,7.0,94.0,13.0,,,,10.0,,0.0
16,"Avery, Keanna",Fr,OH,5-11,54,,54,21,,57,31,233,0.11199999999999999,,,,25.0,,,8.0,2.0,61.0,,0.0
15,"Bloomer, Peyton",Fr,OH,6-1,51,,51,18,,52,26,167,0.156,1.0,,1.0,20.0,,1.0,20.0,1.0,63.0,2.0,0.0
9,"Penfield, Chelsea",Fr,OH,5-10,37,,37,9,,49,14,104,0.337,3.0,,,4.0,,9.0,29.0,2.0,72.5,,
11,"Jorn, Katie",Sr,S,5-8,35,,35,19,,11,2,29,0.31,69.0,1.0,7.0,29.0,1.0,,2.0,1.0,12.5,3.0,0.0
13,"Verbiak, Jordan",Sr,DS,5-3,33,,33,9,,0,0,2,0.0,8.0,4.0,10.0,69.0,7.0,,,,4.0,,
19,"Thomas, Alison",Jr,DS,5-6,9,,9,6,,0,0,0,,,,3.0,3.0,2.0,,,,,,
14,"Durand, Marissa",Fr,OH,5-11,5,,5,5,,2,4,14,-0.14300000000000002,,,,,,,,,2.0,,0.0
-,TEAM,-,-,-,-,-,15,11,,0,0,0,,,,,,21.0,,,,,,0.0
-,Totals,-,-,-,-,-,108,4,,1328,556,3995,0.193,1261.0,121.0,160.0,1859.0,132.0,66.0,374.0,43.0,1702.0,15.0,4.0
-,Opponent Totals,-,-,-,-,-,108,4,,1461,577,4175,0.212,1364.0,132.0,169.0,1912.0,121.0,29.0,340.0,24.0,1792.0,33.0,4.0
