Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
1,"Costello, Savahna",Jr,L/DS,5-6,100,,100,27,,4,5,30,-0.033,93.0,15.0,16.0,531.0,28.0,,,,19.0,4.0,0
2,"Shuhandler, Nicole",So,MB,6-2,97,,97,27,,94,49,307,0.147,3.0,2.0,2.0,18.0,1.0,7.0,73.0,6.0,139.5,,0
18,"Dimas, Neena",So,L,5-4,96,,96,27,,5,2,14,0.214,13.0,15.0,23.0,227.0,20.0,,,,20.0,,0
5,"Crawford, Julia",Fr,OH,5-9,95,,95,27,,368,132,1140,0.207,6.0,12.0,15.0,275.0,16.0,3.0,27.0,3.0,396.5,2.0,0
9,"Abelman, Makenzi",Jr,S,6-1,84,,84,26,,33,10,135,0.17,739.0,9.0,4.0,170.0,3.0,2.0,36.0,2.0,62.0,25.0,0
6,"Fezzey, Tyler",Jr,RS,6-1,74,,74,24,,159,52,519,0.20600000000000002,,,,36.0,2.0,3.0,43.0,3.0,183.5,2.0,0
13,"Carmo, Haley",So,MB,6-0,74,,74,21,,119,66,328,0.162,5.0,25.0,20.0,52.0,,4.0,53.0,8.0,174.5,,0
15,"Marshall, Felicia",Sr,OH,5-10,64,,64,22,,173,92,499,0.162,2.0,,6.0,76.0,6.0,9.0,12.0,5.0,188.0,1.0,0
23,"Velarde, Dominique",Fr,L,5-1,58,,58,20,,2,0,4,0.5,6.0,9.0,7.0,107.0,12.0,,,,11.0,,0
22,"Schryer, Elizabeth",So,L,5-4,53,,53,20,,2,0,6,0.33299999999999996,7.0,4.0,14.0,108.0,4.0,,,,6.0,,0
24,"Squier, Faith",Sr,OH,6-1,39,,39,20,,54,32,225,0.098,,,,23.0,,4.0,9.0,,62.5,,0
20,"Riddlesprigger, Maya",So,MB,6-0,31,,31,13,,34,23,97,0.113,1.0,1.0,11.0,12.0,,4.0,16.0,,47.0,,0
4,"Jeffries, Danielle",Fr,OH,5-11,29,,29,14,,51,38,190,0.068,,,,16.0,4.0,2.0,4.0,1.0,55.0,,0
12,"Dennis, Alicia",Jr,OH,5-9,25,,25,11,,57,17,154,0.26,1.0,,,9.0,,2.0,7.0,2.0,62.5,,0
16,"Schuster, Elizabeth",Fr,S,5-7,22,,22,7,,17,4,52,0.25,202.0,1.0,6.0,74.0,,1.0,4.0,1.0,21.0,5.0,0
21,"Barcelos, Gabrielle",So,OH,6-0,16,,16,11,,9,8,51,0.02,1.0,,,10.0,,,3.0,,9.5,,0
-,TEAM,-,-,-,-,-,2,2,,0,0,0,,,,,,18.0,,,,,,0
-,Totals,-,-,-,-,-,100,24,,1181,531,3753,0.17300000000000001,1079.0,93.0,125.0,1744.0,114.0,41.0,288.0,31.0,1330.0,39.0,24
-,Opponent Totals,-,-,-,-,-,100,24,,1399,564,3983,0.21,1308.0,117.0,215.0,1760.0,93.0,60.0,315.0,23.0,1614.5,19.0,24
