Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Wetterstrom, Annika",Fr,S,5-10,112,,112,31,,26,12,121,0.11599999999999999,990.0,25.0,21.0,274.0,,1.0,40.0,7.0,72.0,35.0,0.0
18,"Stoner, Jocelyn",Sr,OH,6-2,112,,112,31,,215,43,572,0.301,5.0,1.0,5.0,17.0,,24.0,90.0,15.0,285.0,1.0,0.0
13,"Garcia, Yumi",Sr,L/DS,5-0,112,,112,31,,7,2,19,0.263,81.0,10.0,29.0,725.0,13.0,,,,17.0,4.0,0.0
7,"Rowan, Sydney",Jr,OH,5-10,111,,111,31,,457,133,1513,0.214,10.0,34.0,25.0,324.0,36.0,2.0,51.0,4.0,518.5,2.0,0.0
11,"Lyde, Nalani",Fr,OH,6-1,110,,110,31,,226,125,794,0.127,6.0,7.0,26.0,120.0,15.0,5.0,61.0,25.0,268.5,2.0,0.0
4,"Perrens, Sofie",Sr,DS,5-6,103,,103,30,,2,2,32,0.0,17.0,25.0,26.0,215.0,17.0,,,,27.0,,0.0
6,"Berg, Taylor",Sr,DS,5-6,96,,96,29,,1,1,13,0.0,21.0,4.0,18.0,240.0,21.0,,,1.0,5.0,1.0,0.0
8,"Strejcek, Lana",So,MB,6-3,88,,88,27,,110,28,316,0.259,1.0,8.0,17.0,47.0,,16.0,78.0,14.0,173.0,,0.0
16,"Shaw, Molly",Sr,OH,6-0,84,,84,25,,153,58,574,0.166,2.0,,1.0,41.0,7.0,2.0,31.0,2.0,170.5,1.0,0.0
12,"McArthur, Amani",Fr,OH,6-3,46,,46,19,,27,19,107,0.075,,,,17.0,2.0,1.0,27.0,3.0,41.0,,0.0
15,"Galloway, Tyra",So,MB,6-1,29,,29,9,,76,13,154,0.409,4.0,6.0,15.0,11.0,,8.0,28.0,8.0,104.0,,0.0
9,"Jeffries, Simone",So,MB,6-1,28,,28,10,,9,4,37,0.135,,,,8.0,,7.0,23.0,6.0,27.5,,0.0
3,"Reaume, Mackenzie",Jr,S,5-10,17,,17,7,,0,0,4,0.0,91.0,4.0,4.0,19.0,,,,,4.0,3.0,0.0
5,"Clayton, Bethany",So,OH,5-9,15,,15,12,,0,2,7,-0.28600000000000003,,,4.0,7.0,1.0,,,,,,0.0
2,"White, Cailin",Fr,OH,5-10,7,,7,7,,3,4,10,-0.1,,2.0,,2.0,,,,,5.0,,0.0
1,"Thomason, Cara",Fr,OH,6-1,1,,1,1,,0,0,0,,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,12,9,,0,0,0,,,,,,18.0,,,,,,0.0
-,Totals,-,-,-,-,-,112,10,,1312,447,4273,0.20199999999999999,1228.0,126.0,191.0,2067.0,130.0,66.0,429.0,85.0,1675.5,49.0,10.0
-,Opponent Totals,-,-,-,-,-,112,10,,1591,704,4671,0.19,1489.0,131.0,204.0,2237.0,126.0,36.0,247.0,48.0,1819.5,37.0,10.0
