Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Bernier, Lina",Sr,OH,5-11,103,,103,26,,1,1,16,0.0,109.0,16.0,20.0,530.0,27.0,,,,17.0,,0.0
10,"Hughes, Abbie",So,S,5-9,103,,103,26,,77,24,209,0.254,1055.0,11.0,12.0,283.0,,3.0,32.0,10.0,106.5,16.0,1.0
4,"Henderson, Sidney",Sr,OH,5-9,103,,103,26,,283,159,824,0.15,15.0,11.0,32.0,157.0,17.0,2.0,38.0,4.0,315.0,,0.0
1,"Lipscomb, Gina",So,S,5-9,99,,99,26,,262,117,747,0.19399999999999998,17.0,22.0,22.0,228.0,20.0,1.0,24.0,3.0,297.0,1.0,0.0
13,"Thelle, Helene",Sr,L/DS,5-10,90,,90,26,,0,1,3,-0.33299999999999996,3.0,10.0,19.0,74.0,8.0,,,,10.0,,0.0
12,"Murillo, Fiorella",So,MB,5-9,84,,84,22,,268,138,686,0.19,3.0,11.0,16.0,95.0,4.0,10.0,41.0,12.0,309.5,,0.0
7,"Erteltova, Emma",So,MB,6-3,79,,79,26,,107,43,277,0.231,2.0,1.0,11.0,16.0,,17.0,42.0,3.0,146.0,1.0,0.0
14,"Hudson, Chelsea",Sr,MB,6-2,77,,77,20,,154,25,317,0.40700000000000003,3.0,,,6.0,2.0,15.0,42.0,6.0,190.0,4.0,0.0
16,"Brandstetter, Sophia",So,OH,6-0,73,,73,26,,22,13,84,0.107,8.0,21.0,15.0,61.0,4.0,,1.0,1.0,43.0,,0.0
11,"Maring, Mrythe",So,MB,6-3,61,,61,22,,45,32,137,0.095,3.0,4.0,6.0,14.0,,10.0,43.0,4.0,80.5,,0.0
8,"Mesa, Lexie",Jr,OH,5-7,54,,54,21,,17,14,60,0.05,1.0,5.0,15.0,19.0,1.0,,2.0,,23.0,,0.0
21,"Gormally, Shannon",Fr,OH,5-9,30,,30,15,,33,29,128,0.031,2.0,4.0,,20.0,,,5.0,3.0,39.5,,0.0
2,"Vukcevic, Jovana",Jr,RS,6-2,26,,26,11,,37,21,124,0.129,,,3.0,11.0,2.0,,5.0,1.0,39.0,,0.0
9,"Campbell, Challaya",So,MB,5-11,2,,2,2,,0,2,2,-1.0,,,,,,,,,,,0.0
6,"Plattner, Kali",Fr,OH,5-6,1,,1,1,,0,0,0,,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,4,3,,0,0,0,,,,,,22.0,,,,,,0.0
-,Totals,-,-,-,-,-,103,18,,1306,619,3614,0.19,1221.0,116.0,171.0,1514.0,107.0,58.0,275.0,47.0,1476.5,22.0,18.0
-,Opponent Totals,-,-,-,-,-,103,18,,1332,494,3565,0.235,1242.0,106.0,206.0,1427.0,116.0,48.0,434.0,63.0,1496.5,35.0,18.0
