Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Murphy, Georgia",Fr,L,5-6,113,,113,29,,1,1,7,0.0,89.0,16.0,27.0,368.0,44.0,,,,17.0,1.0,0
7,"Stone, Ronika",Sr,MB,6-2,113,,113,29,,364,116,854,0.29,6.0,21.0,21.0,104.0,1.0,13.0,97.0,6.0,446.5,,0
5,"Nuneviller, Brooke",So,L,5-11,113,,113,29,,331,149,1017,0.179,16.0,29.0,39.0,417.0,34.0,3.0,33.0,8.0,379.5,1.0,0
42,"Bacon, Karson",Fr,MB,6-4,110,,110,28,,175,64,386,0.28800000000000003,8.0,,,16.0,2.0,20.0,87.0,15.0,238.5,,0
21,"Robinson, Kylie",Fr,S,5-10,102,,102,27,,38,9,109,0.266,808.0,23.0,29.0,166.0,1.0,2.0,20.0,5.0,72.5,21.0,0
2,"Wetton, Bea",Fr,DS,5-9,102,,102,27,,1,7,24,-0.25,9.0,23.0,41.0,213.0,25.0,,1.0,,24.5,2.0,0
8,"Williams, Taylor",Fr,OH,-,95,,95,26,,147,88,513,0.115,5.0,1.0,5.0,77.0,12.0,1.0,34.0,10.0,165.5,,0
4,"Johnson, Willow",Sr,RS,6-2,95,,95,24,,279,102,695,0.255,11.0,20.0,33.0,136.0,1.0,,43.0,10.0,320.5,,0
1,"Ferreira, Elise",Fr,S,5-10,85,,85,27,,2,2,18,0.0,414.0,14.0,32.0,144.0,,1.0,4.0,4.0,18.5,13.0,0
13,"Lewis, Morgan",Fr,MB,6-3,56,,56,20,,72,49,195,0.11800000000000001,3.0,,2.0,16.0,2.0,2.0,29.0,4.0,88.0,1.0,0
6,"Hansen, Abby",Fr,MB,6-5,46,,46,13,,64,33,168,0.185,3.0,8.0,15.0,8.0,,6.0,37.0,6.0,96.5,,0
16,"Sadeiko, Jade",Fr,OH,6-3,9,,9,4,,4,4,11,0.0,1.0,2.0,,6.0,1.0,1.0,,2.0,7.0,,0
-,TEAM,-,-,-,-,-,2,2,,0,0,0,,,,,,13.0,,,,,,0
-,Totals,-,-,-,-,-,113,23,,1478,624,3997,0.214,1373.0,157.0,244.0,1671.0,136.0,49.0,385.0,70.0,1768.5,39.0,23
-,Opponent Totals,-,-,-,-,-,113,23,,1450,579,3971,0.21899999999999997,1347.0,135.0,206.0,1619.0,157.0,65.0,383.0,52.0,1766.5,15.0,23
