Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Brown, Tabitha",Sr,OH,5-10,108,,108,31,,44,37,217,0.032,19.0,17.0,31.0,341.0,31.0,5.0,19.0,4.0,75.5,,0.0
5,"Cunningham, Lee Ann",Sr,DS,5-7,108,,108,31,,3,1,12,0.16699999999999998,129.0,19.0,16.0,497.0,22.0,,1.0,,22.5,1.0,0.0
18,"Martinez, Adria",Sr,S,5-11,108,,108,31,,12,8,41,0.098,733.0,25.0,20.0,230.0,,,1.0,1.0,37.5,8.0,0.0
16,"Adekunle, Anota",So,MB,5-11,107,,107,31,,340,72,634,0.423,3.0,4.0,9.0,47.0,2.0,16.0,76.0,14.0,398.0,,0.0
22,"Graham, Carly",So,S,6-0,105,,105,31,,43,9,105,0.324,522.0,28.0,34.0,167.0,,,,2.0,71.0,8.0,0.0
11,"Lennon, Nicole",Jr,OH,6-2,105,,105,31,,504,154,1219,0.287,15.0,21.0,39.0,362.0,27.0,11.0,30.0,5.0,551.0,2.0,0.0
7,"Morgan, Grace",Sr,MB,6-2,103,,103,31,,193,40,419,0.365,7.0,12.0,27.0,49.0,2.0,23.0,74.0,13.0,265.0,1.0,0.0
9,"Muse, Kassidy",Jr,RS,6-0,96,,96,29,,126,51,356,0.21100000000000002,4.0,,,60.0,,2.0,37.0,5.0,146.5,1.0,0.0
8,"Woogk, Tori",Sr,RS,5-10,89,,89,30,,116,64,338,0.154,5.0,1.0,1.0,40.0,6.0,,28.0,,131.0,,0.0
1,"Bichelmeyer, Ellie",Fr,OH,6-2,87,,87,29,,164,83,468,0.17300000000000001,6.0,1.0,4.0,46.0,5.0,6.0,34.0,3.0,188.0,1.0,0.0
2,"Grippo, Tia",So,L/DS,5-6,32,,32,19,,0,0,1,0.0,3.0,2.0,5.0,20.0,5.0,,,,2.0,,0.0
4,"Samojedny, Jaime",Fr,L/DS,5-8,21,,21,14,,0,0,0,,1.0,4.0,1.0,5.0,,,,,4.0,,0.0
12,"Kostelecky, Satasha",Fr,MB,6-4,18,,18,14,,11,2,19,0.474,,1.0,1.0,4.0,,3.0,1.0,,15.5,,0.0
33,"Fowler, Maddie",Fr,OPP,6-3,11,,11,6,,5,6,24,-0.042,,,,7.0,,,2.0,,6.0,,0.0
10,"Bartu, Yonca",Sr,OH,5-11,5,,5,3,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,22,10,,0,0,0,,,,,,7.0,,,,,,0.0
-,Totals,-,-,-,-,-,108,3,,1561,527,3853,0.268,1447.0,135.0,188.0,1875.0,107.0,66.0,303.0,47.0,1913.5,22.0,3.0
-,Opponent Totals,-,-,-,-,-,108,3,,1212,603,3960,0.154,1149.0,107.0,204.0,1548.0,136.0,46.0,282.0,38.0,1506.0,35.0,3.0
