Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Lukes, Tyrecia",Sr,MH,6-1,111,,111,29,,260,80,532,0.33799999999999997,2.0,,,18.0,,12.0,83.0,11.0,313.5,1.0,0
17,"Schomers, Alli",Jr,S,5-10,111,,111,29,,78,10,198,0.34299999999999997,1144.0,33.0,27.0,217.0,,4.0,37.0,9.0,133.5,19.0,0
8,"Brecka, Melanie",So,RS,-,111,,111,29,,357,136,909,0.243,6.0,27.0,36.0,186.0,9.0,4.0,61.0,9.0,418.5,1.0,0
1,"Renn, Maddie",So,L/DS,-,111,,111,29,,3,0,16,0.188,63.0,21.0,37.0,299.0,35.0,,,,24.0,1.0,0
4,"Harrington, Alicia",Sr,OH,6-0,110,,110,29,,415,161,1072,0.237,29.0,25.0,26.0,281.0,27.0,10.0,54.0,6.0,477.0,,0
13,"Sadler, Mykal",Sr,MH,6-3,107,,107,28,,210,66,545,0.264,5.0,,,29.0,,9.0,90.0,6.0,264.0,1.0,0
10,"Ratzlaff, Alex",Jr,OH,5-10,104,,104,27,,26,22,143,0.027999999999999997,52.0,37.0,47.0,381.0,28.0,1.0,2.0,3.0,65.0,1.0,0
6,"Schritenthal, Kennedy",Fr,L/DS,5-9,90,,90,26,,1,0,6,0.16699999999999998,1.0,22.0,37.0,28.0,,,,,23.0,,0
7,"Blatcher, Mack",Jr,L/DS,5-3,68,,68,26,,0,0,5,0.0,2.0,3.0,4.0,80.0,7.0,,,,3.0,,0
15,"Smith, Raina",Fr,OH,6-2,63,,63,18,,64,44,233,0.086,,,1.0,32.0,1.0,,19.0,5.0,73.5,1.0,0
11,"Wells, Mikala",Sr,OH,5-11,32,,32,10,,50,43,146,0.048,3.0,,1.0,17.0,,,9.0,3.0,54.5,1.0,0
5,"Milkowski, Kelsie",So,OH,-,23,,23,12,,19,13,76,0.079,1.0,,3.0,9.0,3.0,,2.0,,20.0,,0
2,"Van Nest, Peyton",Fr,S,5-10,18,,18,6,,1,0,10,0.1,76.0,1.0,9.0,16.0,,,,,2.0,2.0,0
14,"Dunda, Mimi",So,MH,-,8,,8,5,,4,0,10,0.4,,,,2.0,,1.0,4.0,,7.0,,0
9,"Pearl, Garionna",Fr,RS,5-8,1,,1,2,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,3,3,,0,0,0,,,,,,25.0,,,,,,0
-,Totals,-,-,-,-,-,111,26,,1488,575,3901,0.23399999999999999,1384.0,169.0,228.0,1595.0,137.0,41.0,361.0,52.0,1878.5,28.0,26
-,Opponent Totals,-,-,-,-,-,111,26,,1383,590,3924,0.20199999999999999,1293.0,138.0,162.0,1564.0,169.0,63.0,305.0,46.0,1736.5,27.0,26
