Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
900,"Player, Wrong",Sr,,-,,,,0,,0,0,0,,,,,,,,,,,,0
400,"Play, Did Not",Sr,,-,,,,0,,0,0,0,,,,,,,,,,,,0
6,"Adams, Lacee",Jr,S,5-7,119,,119.0,31,,12,8,55,0.073,566.0,23.0,25.0,281.0,2.0,,1.0,,35.5,10.0,0
7,"Palmieri, Beatriz",Sr,OH,5-11,118,,118.0,31,,275,136,1012,0.13699999999999998,16.0,31.0,32.0,284.0,37.0,7.0,27.0,2.0,326.5,,0
22,"Borum, Josi",Fr,S,6-1,116,,116.0,30,,302,139,866,0.188,440.0,12.0,40.0,229.0,,4.0,48.0,9.0,342.0,12.0,4
4,"Klavitter, Megan",Sr,DS,5-3,111,,111.0,30,,0,5,22,-0.22699999999999998,136.0,31.0,20.0,597.0,24.0,,,,31.0,1.0,0
15,"Williams Shepherd, Kirah",Sr,RS,6-2,109,,109.0,28,,199,94,550,0.191,8.0,,,20.0,2.0,5.0,29.0,7.0,218.5,1.0,0
2,"DeSantis, Autumn",So,OH,6-1,108,,108.0,30,,93,52,285,0.14400000000000002,4.0,1.0,5.0,35.0,,11.0,59.0,9.0,134.5,,0
9,"Cliff, Alexandria",Sr,MB,6-0,97,,97.0,29,,94,53,283,0.145,54.0,3.0,5.0,50.0,2.0,4.0,43.0,14.0,122.5,1.0,0
1,"Madison, Rachel",Fr,L,-,88,,88.0,28,,5,5,18,0.0,6.0,14.0,22.0,64.0,13.0,,,,19.0,,0
5,"Fragelle, Paola",Fr,S,-,86,,86.0,24,,81,53,267,0.105,15.0,22.0,26.0,156.0,27.0,2.0,7.0,2.0,108.5,,0
10,"Jones, Nailah",So,OH,-,71,,71.0,25,,138,89,459,0.107,1.0,,,29.0,2.0,7.0,10.0,4.0,150.0,1.0,0
8,"Fernada Lopez, Maria",Fr,S,-,45,,45.0,15,,18,20,67,-0.03,7.0,7.0,11.0,13.0,,1.0,9.0,3.0,30.5,,0
18,"Kahraman, Ceyna",Fr,OH,6-2,41,,41.0,17,,53,40,215,0.06,1.0,,2.0,21.0,10.0,2.0,8.0,3.0,59.0,,0
12,"Malec, Kayla",So,MB,6-1,41,,41.0,15,,21,22,80,-0.013000000000000001,1.0,,,6.0,1.0,2.0,14.0,5.0,30.0,,0
11,"Sisic, Isadora",Fr,OH,-,37,,37.0,20,,35,26,152,0.059000000000000004,1.0,6.0,7.0,26.0,4.0,,2.0,1.0,42.0,,0
3,"Johnson, Ayona",Fr,OH,-,6,,6.0,4,,2,2,12,0.0,,,,2.0,,,2.0,1.0,3.0,,0
222,"On Roster, Not",Sr,,-,1,,1.0,1,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,,0,,0,0,0,,,,,,20.0,,,,,,0
-,Totals,-,-,-,-,-,119.0,28,,1355,753,4406,0.13699999999999998,1264.0,151.0,196.0,1818.0,144.0,47.0,260.0,60.0,1561.0,26.0,28
-,Opponent Totals,-,-,-,-,-,119.0,28,,1552,555,4229,0.23600000000000002,1441.0,145.0,227.0,1957.0,151.0,42.0,482.0,57.0,1851.0,34.0,28
