Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Silva, Barbara",Sr,RS,5-10,116,,116,31,,378,136,873,0.27699999999999997,1.0,,9.0,73.0,,4.0,62.0,2.0,413.0,2.0,0
6,"Caraballo, Samaret",Jr,L,5-10,114,,114,30,,14,10,64,0.062,123.0,43.0,75.0,497.0,24.0,,1.0,,57.5,4.0,0
14,"Jandova, Veronika",Jr,MB,6-2,113,,113,31,,215,76,514,0.27,12.0,18.0,24.0,64.0,1.0,17.0,87.0,7.0,293.5,1.0,0
3,"Nazario, Debora",Jr,S,5-10,113,,113,30,,52,22,182,0.165,1006.0,20.0,32.0,259.0,,4.0,52.0,10.0,100.5,44.0,0
8,"Cruz, Sarah",So,RS,6-2,107,,107,29,,330,186,971,0.14800000000000002,15.0,37.0,40.0,195.0,34.0,8.0,46.0,7.0,398.0,1.0,0
11,"Charitonidi, Ioanna",Fr,OH,5-11,97,,97,28,,23,20,127,0.024,7.0,8.0,5.0,154.0,23.0,1.0,2.0,,33.0,,0
9,"Nama, Victoire",Fr,OH,6-2,83,,83,24,,177,76,580,0.174,7.0,23.0,16.0,72.0,18.0,5.0,19.0,3.0,214.5,,0
12,"Ramirez, Paulina",Sr,L/DS,5-7,82,,82,30,,0,1,4,-0.25,12.0,20.0,16.0,118.0,20.0,,,,20.0,1.0,0
4,"Oliveira, Talita",Jr,MB,6-3,73,,73,22,,81,18,213,0.29600000000000004,1.0,,,16.0,,6.0,65.0,5.0,119.0,1.0,0
16,"Banks, Draik",Sr,MB,6-1,66,,66,22,,61,15,171,0.26899999999999996,3.0,,2.0,11.0,,6.0,37.0,6.0,85.0,,0
5,"Helmcamp, Carter",So,S,5-8,43,,43,17,,4,1,9,0.33299999999999996,12.0,4.0,5.0,30.0,4.0,,,1.0,8.0,4.0,0
1,"Kingsbury, Jackie",Jr,OH,5-9,36,,36,17,,33,22,143,0.077,6.0,1.0,4.0,62.0,12.0,,6.0,1.0,36.5,,0
13,"Moctezuma, Julia",Sr,DS,5-5,24,,24,12,,0,0,0,,3.0,3.0,8.0,24.0,2.0,,,,3.0,,0
7,"Moreira, Pamela",So,RS,6-0,10,,10,6,,4,10,25,-0.24,,,,6.0,,,1.0,1.0,4.0,,0
99,"Zplayer, Extra",,,-,9,,9,2,,3,1,15,0.133,89.0,1.0,2.0,16.0,,,2.0,2.0,5.0,4.0,0
-,TEAM,-,-,-,-,-,5,4,,0,0,0,,,,,,41.0,,,,,,0
-,Totals,-,-,-,-,-,117,25,,1384,601,3921,0.2,1299.0,179.0,239.0,1608.0,182.0,51.0,381.0,45.0,1675.0,63.0,25
-,Opponent Totals,-,-,-,-,-,117,25,,1395,603,3913,0.20199999999999999,1293.0,183.0,221.0,1650.0,179.0,43.0,419.0,46.0,1737.5,37.0,25
