Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Lockey, Chelsey",So,S,5-9,108,,108,32,,55,12,167,0.257,1214.0,28.0,36.0,232.0,,6.0,57.0,4.0,117.0,7.0,0
8,"Burnam, Snowy",Jr,OH,5-11,107,,107,32,,211,70,607,0.23199999999999998,21.0,26.0,16.0,225.0,14.0,3.0,71.0,5.0,275.5,,0
7,"Axner, Dana",So,L,5-8,105,,105,31,,0,0,5,0.0,80.0,26.0,33.0,574.0,7.0,,,,26.0,,0
12,"VanLiew, Cortney",Jr,OH,5-11,104,,104,32,,424,135,1163,0.248,21.0,23.0,34.0,222.0,27.0,9.0,44.0,5.0,478.0,1.0,0
14,"Carroll, Amanda",Sr,OH,5-10,103,,103,31,,88,24,243,0.263,15.0,36.0,28.0,245.0,8.0,4.0,7.0,,131.5,,0
3,"Serrano, Daniele",Sr,MB,6-1,102,,102,31,,213,54,508,0.313,8.0,,1.0,23.0,,18.0,101.0,6.0,281.5,2.0,0
6,"Shomaker, Erin",Fr,OH,6-2,99,,99,32,,233,81,557,0.273,2.0,2.0,5.0,61.0,3.0,7.0,36.0,,260.0,,0
22,"Morris, Tori",So,MB,6-0,91,,91,29,,140,39,274,0.369,1.0,,3.0,10.0,,15.0,99.0,7.0,204.5,,0
4,"Beisner, Shelby",Fr,DS,5-9,66,,66,26,,0,0,3,0.0,,7.0,23.0,22.0,,,1.0,,7.0,,0
11,"Ryan, Alayna",Jr,OH,5-11,62,,62,25,,0,0,1,0.0,5.0,8.0,14.0,42.0,8.0,,,,8.0,,0
2,"Borgiotti, Giovanna",Sr,OH,5-10,53,,53,30,,54,29,163,0.153,3.0,3.0,2.0,18.0,3.0,1.0,11.0,3.0,63.5,,0
1,"Jones, Aja",Fr,MB,6-1,29,,29,14,,43,15,91,0.308,,,,6.0,,3.0,23.0,,57.5,,0
17,"Garder, Kirstine",Fr,OH,5-10,5,,5,4,,0,0,0,,,,2.0,,,,,,,,0
-,TEAM,-,-,-,-,-,4,2,,0,0,0,,,,,,27.0,,,,,,0
-,Totals,-,-,-,-,-,108,28,,1461,459,3782,0.265,1370.0,159.0,197.0,1680.0,97.0,66.0,450.0,30.0,1835.0,10.0,28
-,Opponent Totals,-,-,-,-,-,108,28,,1229,710,3849,0.135,1138.0,97.0,195.0,1606.0,160.0,37.0,331.0,41.0,1476.5,47.0,28
