Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Zinger, Emily",Jr,RS,6-3,108,,108,29,,305,150,855,0.18100000000000002,3.0,,3.0,52.0,,8.0,72.0,4.0,349.0,1.0,0
8,"Dalla Vecchia, Anna",Jr,L,5-7,108,,108,29,,5,1,34,0.11800000000000001,95.0,22.0,28.0,469.0,32.0,,,,27.0,1.0,0
2,"Wada, Ally",So,S,5-8,108,,108,29,,67,12,171,0.322,982.0,18.0,20.0,266.0,1.0,5.0,38.0,7.0,109.0,17.0,0
10,"Garcia, Kathya",Sr,OH,5-10,107,,107,29,,364,149,1100,0.195,28.0,32.0,53.0,318.0,34.0,2.0,29.0,4.0,412.5,,0
18,"Araujo, Camille",Sr,L/DS,5-7,99,,99,29,,0,2,9,-0.222,21.0,18.0,33.0,156.0,22.0,,,,18.0,,0
12,"Staka, Orsula",Fr,MB,6-3,86,,86,25,,63,28,220,0.159,6.0,15.0,29.0,25.0,,10.0,82.0,8.0,128.5,1.0,0
6,"Wagstaff, Katie",So,MB,6-0,81,,81,25,,52,30,161,0.13699999999999998,7.0,4.0,8.0,23.0,1.0,6.0,64.0,7.0,94.0,,0
13,"To'oto'o, Moana",So,L/DS,5-8,73,,73,21,,3,4,38,-0.026000000000000002,14.0,7.0,22.0,197.0,18.0,,,,10.0,,0
4,"Fujitani, Erin",Jr,DS,5-1,67,,67,24,,0,0,0,,1.0,5.0,12.0,44.0,1.0,,,,5.0,,0
20,"Alegrias Cambindo, Valeria",Jr,OH,6-1,59,,59,17,,161,73,526,0.16699999999999998,1.0,,,40.0,6.0,2.0,25.0,4.0,175.5,,0
11,"Sydenham, Sophie",So,OH,5-10,55,,55,25,,88,42,353,0.13,3.0,,,27.0,,,7.0,3.0,91.5,,0
14,"Ashman, Kate",Sr,MB,6-3,50,,50,15,,96,36,214,0.28,1.0,3.0,11.0,13.0,,8.0,27.0,8.0,120.5,,0
16,"Rogers, Victoria",So,OH,6-0,31,,31,15,,44,29,162,0.09300000000000001,3.0,,,11.0,1.0,,7.0,,47.5,,0
3,"Talpash, Grace",Fr,S,5-7,24,,24,8,,6,0,11,0.545,60.0,3.0,2.0,32.0,,,1.0,,9.5,14.0,0
17,"Marshall, McKenna",So,OH,6-1,22,,22,6,,56,30,158,0.165,5.0,2.0,14.0,40.0,7.0,1.0,3.0,1.0,60.5,,0
-,TEAM,-,-,-,-,-,2,2,,0,0,0,,,,,,22.0,,,,,,0
-,Totals,-,-,-,-,-,108,25,,1311,586,4015,0.18100000000000002,1231.0,129.0,235.0,1714.0,145.0,42.0,357.0,46.0,1540.5,34.0,25
-,Opponent Totals,-,-,-,-,-,108,25,,1415,563,3981,0.214,1325.0,145.0,205.0,1771.0,128.0,36.0,476.0,60.0,1726.5,18.0,25
