Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"McDermott, Erin",Sr,S,5-10,115,,115,30,,10,2,45,0.17800000000000002,666.0,30.0,14.0,243.0,,,2.0,1.0,41.0,18.0,0
7,"Eisenga, Ashlyn",Jr,L,5-6,113,,113,29,,13,1,46,0.261,113.0,16.0,12.0,535.0,23.0,,,,29.0,4.0,0
4,"McCreath, Samantha",Jr,OH,5-10,112,,112,30,,245,92,797,0.192,19.0,24.0,16.0,322.0,22.0,8.0,28.0,1.0,291.0,,0
11,"Kaprelyan, Madelyn",Sr,OPP,5-11,111,,111,29,,275,123,724,0.21,506.0,22.0,38.0,260.0,,6.0,63.0,1.0,334.5,9.0,6
5,"Henderson, Emma",Jr,OH,5-10,109,,109,28,,338,125,1088,0.196,11.0,33.0,37.0,344.0,35.0,4.0,32.0,,391.0,1.0,0
9,"Roufs, Isabelle",Fr,OPP,6-2,104,,104,29,,196,53,445,0.321,8.0,7.0,20.0,38.0,1.0,23.0,68.0,10.0,260.0,1.0,0
1,"Woycik, Morgan",Sr,RS,5-11,101,,101,29,,173,59,499,0.228,5.0,,,44.0,2.0,8.0,36.0,5.0,199.0,1.0,0
21,"Galabova, Gala",Sr,DS,6-3,61,,61,22,,82,40,221,0.19,5.0,,,11.0,2.0,5.0,55.0,4.0,114.5,1.0,0
14,"Kramer, Nicole",Jr,MB,6-3,60,,60,21,,50,11,108,0.361,3.0,1.0,,6.0,,1.0,40.0,3.0,72.0,,0
12,"Pincince, Molly",Fr,DS,5-3,54,,54,20,,1,0,3,0.33299999999999996,,7.0,15.0,10.0,1.0,,,,8.0,,0
6,"Dobbins, Mackenzie",Sr,L,5-8,45,,45,18,,1,0,2,0.5,5.0,3.0,11.0,27.0,4.0,,,,4.0,,0
20,"van Heijningen, Eline",Jr,MH,6-0,35,,35,17,,37,11,82,0.317,2.0,,5.0,13.0,1.0,4.0,26.0,3.0,54.0,,0
18,"Buckley, Taylor",Fr,OH,5-10,23,,23,15,,31,26,123,0.040999999999999995,4.0,1.0,10.0,40.0,7.0,2.0,,2.0,34.0,,0
15,"Novak, Natalie",So,S,5-10,14,,14,8,,1,0,4,0.25,36.0,3.0,2.0,13.0,,,,,4.0,,0
10,"Anderson, Mackenzie",Fr,DS,5-3,2,,2,2,,0,0,0,,,,1.0,2.0,,,,,,,0
-,TEAM,-,-,-,-,-,3,2,,0,0,0,,,,,,18.0,,,,,,0
-,Totals,-,-,-,-,-,117,17,,1477,549,4257,0.218,1398.0,147.0,184.0,1932.0,118.0,62.0,358.0,32.0,1865.0,35.0,17
-,Opponent Totals,-,-,-,-,-,117,17,,1448,629,4284,0.191,1353.0,119.0,200.0,1925.0,147.0,67.0,396.0,47.0,1832.0,34.0,17
