Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
18,"Griffin, Altman",Fr,OH,6-0,,,,1,,0,0,0,,,,,,,,,,,,0
8,"Montgomery, Brynn",Jr,S,6-0,117,,117.0,29,,179,72,647,0.165,580.0,31.0,28.0,267.0,8.0,1.0,50.0,2.0,236.0,10.0,3
2,"Weissmann, Anna",Jr,L,5-6,117,,117.0,29,,0,2,7,-0.28600000000000003,103.0,4.0,7.0,486.0,33.0,,,,4.0,2.0,0
5,"Peters, Madison",Sr,RS,6-2,116,,116.0,29,,282,104,807,0.221,5.0,2.0,3.0,62.0,3.0,4.0,86.0,2.0,331.0,1.0,0
15,"Bender, Kendall",Sr,MB,6-1,116,,116.0,29,,252,64,547,0.344,8.0,32.0,45.0,49.0,,17.0,111.0,5.0,356.5,4.0,0
13,"Lanz, Katie",Fr,S,5-8,106,,106.0,28,,152,99,504,0.105,287.0,30.0,62.0,148.0,15.0,1.0,25.0,1.0,195.5,5.0,1
11,"Thomas, Jaime",Jr,OH,6-0,99,,99.0,25,,231,142,728,0.122,15.0,26.0,37.0,227.0,39.0,4.0,37.0,2.0,279.5,,0
6,"Thompson, Ashley",Fr,OH,5-9,97,,97.0,26,,7,11,37,-0.10800000000000001,6.0,16.0,16.0,141.0,13.0,,1.0,,23.5,,0
14,"Nuanez, Rebecca",So,MB,6-1,78,,78.0,23,,91,36,223,0.247,6.0,17.0,17.0,28.0,,4.0,62.0,1.0,143.0,1.0,0
9,"Hanshumaker, Brooke",Fr,MB,6-0,59,,59.0,24,,52,30,166,0.133,2.0,8.0,8.0,20.0,,6.0,40.0,3.0,85.0,,0
10,"Mangosing, Jazzell",Jr,L,5-2,58,,58.0,19,,1,2,6,-0.16699999999999998,12.0,5.0,5.0,48.0,4.0,,,1.0,6.0,,0
12,"Sawyer, Claire",So,S,5-9,54,,54.0,17,,0,1,4,-0.25,186.0,5.0,7.0,70.0,,,,,5.0,6.0,0
17,"Augustine, Kyla",Jr,OH,6-0,51,,51.0,16,,75,49,293,0.08900000000000001,6.0,9.0,6.0,68.0,21.0,,16.0,3.0,91.5,1.0,0
-,TEAM,-,-,-,-,-,8.0,5,,0,0,0,,,,,,15.0,,,,,,0
-,Totals,-,-,-,-,-,117.0,18,,1322,612,3969,0.179,1216.0,185.0,241.0,1614.0,151.0,37.0,428.0,20.0,1698.0,30.0,18
-,Opponent Totals,-,-,-,-,-,117.0,18,,1437,627,4007,0.20199999999999999,1344.0,151.0,259.0,1809.0,184.0,48.0,356.0,32.0,1770.0,39.0,18
