Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"Ashburn, Izzy",Fr,S,5-11,116,,116,34,,3,2,15,0.067,52.0,47.0,61.0,246.0,1.0,,3.0,1.0,51.5,1.0,0
2,"Hilley, Sydney",Jr,S,6-0,116,,116,34,,54,14,154,0.26,1383.0,28.0,29.0,255.0,3.0,1.0,82.0,4.0,124.0,10.0,0
17,"Clark, Tiffany",Sr,L,5-11,116,,116,34,,0,1,4,-0.25,78.0,28.0,30.0,447.0,19.0,,,,28.0,,0
19,"Dodge, M.E.",Sr,DS,5-10,116,,116,34,,1,3,7,-0.28600000000000003,16.0,,,130.0,29.0,,,,1.0,,0
23,"Haggerty, Molly",Jr,OH,6-1,116,,116,34,,412,134,1046,0.266,9.0,18.0,25.0,135.0,9.0,,47.0,4.0,453.5,,0
18,"Hart, Danielle",So,MB,6-4,116,,116,34,,206,53,471,0.325,2.0,,1.0,27.0,2.0,8.0,123.0,7.0,275.5,2.0,0
1,"Barnes, Lauren",Jr,L/DS,5-6,116,,116,34,,1,0,3,0.33299999999999996,18.0,25.0,41.0,295.0,20.0,,,,26.0,,0
21,"Loberg, Grace",Jr,OH,6-3,116,,116,34,,354,120,942,0.248,9.0,1.0,3.0,76.0,8.0,1.0,40.0,4.0,376.0,,0
16,"Rettke, Dana",Jr,MB,6-8,110,,110,32,,413,83,827,0.39899999999999997,10.0,38.0,50.0,62.0,1.0,18.0,142.0,9.0,540.0,2.0,0
14,"Duello, Madison",Sr,OH,6-3,106,,106,31,,209,80,523,0.247,4.0,1.0,,52.0,,,94.0,6.0,257.0,,0
12,"Shanahan, Nicole",Jr,MB,6-2,15,,15,6,,13,8,38,0.132,,3.0,2.0,2.0,,1.0,12.0,3.0,23.0,,0
8,"Dodd, Sarah",Sr,DS,5-4,5,,5,3,,0,0,0,,,,,4.0,,,,,,,0
3,"MacDonald, Anna",Fr,DS,5-8,5,,5,5,,0,0,0,,,,1.0,2.0,,,,,,,0
5,"Bell, Riley",Jr,DS,5-7,3,,3,3,,0,0,0,,,,,2.0,2.0,,,,,,0
-,TEAM,-,-,-,-,-,3,2,,0,0,0,,,,,,6.0,,,,,,0
-,Totals,-,-,-,-,-,116,22,,1666,498,4030,0.29,1581.0,189.0,243.0,1735.0,100.0,29.0,543.0,38.0,2155.5,15.0,22
-,Opponent Totals,-,-,-,-,-,116,22,,1449,647,4095,0.196,1367.0,100.0,226.0,1599.0,188.0,28.0,383.0,62.0,1768.5,22.0,22
