Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
7,"Terrell, Timber",So,MB,5-11,116,,116,30,,295,109,694,0.268,7.0,,1.0,66.0,,11.0,67.0,7.0,339.5,2.0,0
19,"Cramer, Julianna",So,S,5-7,116,,116,30,,32,3,97,0.299,618.0,10.0,11.0,251.0,,,,,42.0,15.0,0
14,"Andersohn, Malgorzata",Fr,S,5-7,115,,115,30,,19,2,52,0.327,496.0,32.0,23.0,263.0,,,,,51.0,19.0,0
4,"Stanford, Josie",So,MB,6-0,115,,115,30,,138,48,324,0.278,8.0,26.0,60.0,61.0,,14.0,77.0,5.0,216.5,3.0,0
20,"Putt, Macey",So,OH,6-0,114,,114,30,,325,187,1078,0.128,24.0,28.0,38.0,248.0,28.0,12.0,30.0,6.0,380.0,2.0,0
9,"Brown, Madison",Jr,OH,6-1,112,,112,30,,198,93,573,0.183,10.0,,,41.0,,9.0,44.0,3.0,227.0,3.0,0
18,"Cox, Hannah",So,L/DS,5-7,112,,112,30,,2,0,25,0.08,107.0,30.0,29.0,431.0,32.0,,,,32.0,2.0,0
17,"Davenport, Kendahl",Fr,RS,6-3,96,,96,28,,90,34,213,0.263,4.0,,,12.0,,19.0,59.0,7.0,138.5,,0
3,"Uhlenhake, Peyton",Jr,OH,5-10,86,,86,24,,226,126,691,0.145,25.0,23.0,16.0,221.0,17.0,7.0,13.0,2.0,262.5,4.0,0
6,"Sobolewska, Paulina",Jr,OH,5-10,86,,86,27,,118,41,391,0.19699999999999998,20.0,14.0,8.0,190.0,9.0,4.0,10.0,3.0,141.0,,0
12,"Hollingshed, Brianna",Fr,MB,5-11,34,,34,12,,28,9,56,0.33899999999999997,2.0,,2.0,2.0,,2.0,23.0,4.0,41.5,1.0,0
21,"Gill, Ryley",Jr,DS,5-5,4,,4,1,,0,0,0,,5.0,,,13.0,1.0,,,,,,0
13,"Kugiel, Karolina",Fr,MB,6-1,4,,4,3,,1,1,2,0.0,,,,,,,1.0,,1.5,,0
16,"Betts, Sara",Jr,OH,5-10,3,,3,3,,0,0,2,0.0,,,1.0,,,,,,,,0
-,TEAM,-,-,-,-,-,12,4,,0,0,0,,,,,,22.0,,,,,,0
-,Totals,-,-,-,-,-,116,23,,1473,653,4198,0.195,1326.0,163.0,189.0,1799.0,109.0,78.0,324.0,37.0,1756.0,51.0,23
-,Opponent Totals,-,-,-,-,-,116,23,,1329,616,4091,0.174,1233.0,113.0,191.0,1770.0,163.0,51.0,340.0,36.0,1567.5,56.0,23
