Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Clark, Haylie",So,S,5-11,128,,128,32,,81,38,293,0.147,608.0,24.0,28.0,258.0,1.0,1.0,26.0,1.0,119.0,25.0,0
18,"Gower, Jordan",Fr,DS,5-4,127,,127,32,,1,3,7,-0.28600000000000003,52.0,12.0,21.0,313.0,16.0,,,,13.0,1.0,0
12,"Trowse, Kellyn",So,OH,6-2,127,,127,32,,333,167,1004,0.165,22.0,22.0,18.0,257.0,50.0,2.0,38.0,10.0,376.0,2.0,0
1,"Daniel, Leah",So,OH,6-1,126,,126,32,,487,208,1255,0.222,4.0,18.0,30.0,141.0,28.0,7.0,61.0,10.0,542.5,1.0,0
10,"Garcia, Kodi",Jr,S,5-11,120,,120,31,,18,6,73,0.16399999999999998,704.0,27.0,18.0,189.0,,1.0,2.0,,47.0,24.0,0
13,"Krzeminski, Jenn",Fr,MB,6-3,114,,114,31,,145,43,370,0.276,6.0,17.0,43.0,45.0,,13.0,91.0,9.0,220.5,,0
8,"Cummins, Natalie",Jr,MB,6-3,114,,114,32,,120,65,350,0.157,4.0,7.0,11.0,25.0,2.0,11.0,89.0,10.0,182.5,,0
3,"Thomas, Nori",Sr,RS,6-1,110,,110,28,,236,125,624,0.17800000000000002,3.0,,5.0,44.0,,2.0,41.0,5.0,258.5,1.0,0
2,"Seman, Isabella",Jr,DS,5-10,97,,97,25,,2,3,13,-0.077,63.0,25.0,35.0,323.0,35.0,,,,27.0,4.0,0
6,"VanWestrienen, Alex",Fr,DS,5-8,89,,89,29,,1,2,9,-0.111,5.0,8.0,7.0,113.0,17.0,,,,9.0,,0
15,"Coil, Elizabeth",Sr,MB,6-2,67,,67,25,,54,28,161,0.161,5.0,,1.0,13.0,,3.0,41.0,6.0,77.5,1.0,0
11,"Crabtree, Julia",Jr,OH,6-1,66,,66,24,,74,42,250,0.128,5.0,,,35.0,3.0,,29.0,1.0,88.0,2.0,0
7,"Genaway, Madi",Jr,OH,6-1,33,,33,21,,13,19,62,-0.09699999999999999,6.0,1.0,6.0,41.0,9.0,,3.0,1.0,15.0,,0
17,"Azcue, Mikayla",Fr,OH,6-0,28,,28,17,,15,9,51,0.11800000000000001,,,1.0,3.0,,,6.0,,18.0,,0
19,"Richey, Claire",Fr,MB,6-1,3,,3,2,,3,2,6,0.16699999999999998,,,,1.0,,,2.0,,4.0,,0
-,TEAM,-,-,-,-,-,7,6,,0,0,0,,,,,,24.0,,,,,,0
-,Totals,-,-,-,-,-,129,12,,1583,760,4528,0.182,1487.0,161.0,224.0,1801.0,185.0,40.0,429.0,53.0,1998.5,61.0,12
-,Opponent Totals,-,-,-,-,-,129,12,,1599,662,4367,0.215,1502.0,186.0,229.0,1902.0,161.0,42.0,532.0,53.0,2093.0,46.0,12
