Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Farris, Kennedy",Fr,DS,5-7,96,,96,26,,1,1,5,0.0,12.0,11.0,30.0,170.0,27.0,,,,12.0,,0
12,"Smith, Ashley",Sr,OH,6-0,96,,96,26,,250,111,760,0.183,2.0,3.0,13.0,63.0,4.0,9.0,37.0,3.0,280.5,,0
1,"Nelson, Allie",Sr,L/DS,5-6,96,,96,26,,0,0,6,0.0,42.0,12.0,23.0,344.0,27.0,,,,12.0,,0
4,"Nielsen, Sara",Jr,S,5-11,96,,96,26,,54,16,179,0.212,879.0,22.0,20.0,186.0,,1.0,50.0,1.0,102.0,7.0,0
6,"Hill, Zoe",Sr,MB,5-11,85,,85,23,,180,73,414,0.258,1.0,,3.0,18.0,1.0,20.0,71.0,7.0,235.5,1.0,0
2,"Langs, Rachel",So,MB,6-3,81,,81,22,,132,63,332,0.20800000000000002,,7.0,13.0,18.0,,15.0,78.0,6.0,193.0,,0
16,"Angello, Lacey",So,L/DS,5-8,75,,75,25,,0,0,6,0.0,18.0,3.0,12.0,118.0,25.0,,,,3.0,1.0,0
18,"Christon, Morgan",Fr,OH,6-1,73,,73,21,,183,104,564,0.14,1.0,3.0,6.0,58.0,11.0,8.0,25.0,4.0,206.5,,0
7,"Ennis, Camryn",So,S,6-0,71,,71,22,,121,57,338,0.18899999999999997,43.0,7.0,15.0,136.0,16.0,1.0,27.0,1.0,142.5,3.0,1
15,"Suter, Audri",So,L/DS,5-4,51,,51,19,,0,0,0,,1.0,3.0,9.0,9.0,,,,,3.0,,0
10,"Hickman, Rachel",Fr,RS,6-3,50,,50,19,,64,30,221,0.154,6.0,8.0,12.0,56.0,1.0,,27.0,2.0,85.5,,0
5,"Van Driel, Gracie",Fr,MB,6-1,47,,47,19,,78,40,236,0.161,1.0,4.0,8.0,9.0,4.0,1.0,12.0,3.0,89.0,,0
3,"Mostrom, Jacqui",Jr,L/DS,5-3,43,,43,20,,0,0,1,0.0,5.0,3.0,12.0,38.0,6.0,,,,3.0,,0
8,"Carrier, Kailea",Fr,MB,6-5,42,,42,18,,39,26,102,0.127,,,,4.0,,5.0,28.0,3.0,58.0,,0
-,TEAM,-,-,-,-,-,9,5,,0,0,0,,,,,,13.0,,,,,,0
-,Totals,-,-,-,-,-,96,5,,1102,521,3164,0.184,1011.0,86.0,176.0,1227.0,138.0,60.0,355.0,30.0,1373.5,12.0,5
-,Opponent Totals,-,-,-,-,-,96,5,,1312,533,3313,0.235,1226.0,139.0,248.0,1313.0,86.0,46.0,394.0,58.0,1655.0,23.0,5
