Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Paolucci, Jessica",Sr,L,5-7,101,,101,28,,0,2,27,-0.07400000000000001,103.0,31.0,26.0,396.0,31.0,,,,31.0,2.0,0
23,"Johnson, Karla",Sr,MB,6-0,101,,101,28,,206,66,504,0.278,9.0,7.0,34.0,25.0,1.0,16.0,87.0,5.0,272.5,1.0,0
9,"Smith, Jamie",Jr,S,5-11,100,,100,28,,283,113,845,0.201,168.0,33.0,38.0,208.0,2.0,9.0,63.0,4.0,356.5,19.0,1
13,"Cole, Taylor",Jr,L/DS,5-9,96,,96,27,,7,9,61,-0.033,8.0,28.0,38.0,186.0,18.0,,,,35.0,1.0,0
24,"Patsos, Cassandra",So,MB,5-10,96,,96,28,,201,119,636,0.129,9.0,9.0,16.0,91.0,15.0,4.0,28.0,6.0,228.0,,0
5,"Brady, Alessandra",So,OH,5-11,94,,94,27,,119,87,509,0.063,7.0,1.0,2.0,42.0,12.0,1.0,41.0,3.0,141.5,,0
15,"Connolly, Tess",Sr,OH,5-11,91,,91,28,,144,103,604,0.068,16.0,12.0,13.0,242.0,24.0,2.0,23.0,7.0,169.5,1.0,0
18,"Thomas, Julia",Fr,MB,6-1,83,,83,26,,96,49,275,0.171,6.0,,,21.0,,9.0,53.0,7.0,131.5,2.0,0
4,"Juran, Samantha",Fr,S,5-8,75,,75,25,,8,3,38,0.132,394.0,13.0,26.0,121.0,,,2.0,,22.0,17.0,0
10,"Powell, Maile",So,S,5-10,63,,63,21,,4,5,37,-0.027000000000000003,304.0,13.0,11.0,121.0,,,4.0,,19.0,14.0,0
1,"Russo, Alexandra",Sr,L/DS,5-2,50,,50,27,,0,2,4,-0.5,2.0,4.0,9.0,35.0,1.0,,,,4.0,,0
14,"Stewart, Julia",Sr,OH,5-9,49,,49,25,,36,41,170,-0.028999999999999998,7.0,2.0,13.0,62.0,15.0,2.0,5.0,,42.5,,0
-,TEAM,-,-,-,-,-,2,2,,0,0,0,,,,,,26.0,,,,,,0
-,Totals,-,-,-,-,-,101,20,,1107,600,3716,0.136,1033.0,153.0,226.0,1550.0,145.0,43.0,307.0,32.0,1347.5,57.0,20
-,Opponent Totals,-,-,-,-,-,101,20,,1266,509,3645,0.20800000000000002,1164.0,144.0,160.0,1719.0,155.0,27.0,281.0,52.0,1418.5,32.0,20
