Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Wylie, Tarah",Sr,MB,6-5,114,,114,29,,285,79,594,0.34700000000000003,14.0,38.0,61.0,54.0,,14.0,117.0,4.0,395.5,2.0,0.0
11,"Lishman, Hana",Sr,L,5-8,114,,114,29,,2,3,18,-0.055999999999999994,78.0,27.0,20.0,390.0,31.0,,,,29.0,,0.0
10,"Scully, Shannon",Jr,OH,6-2,114,,114,29,,368,114,1013,0.251,22.0,27.0,34.0,346.0,19.0,5.0,46.0,2.0,423.0,,0.0
18,"Ahrens, Rachel",So,OPP,6-4,113,,113,29,,291,128,713,0.22899999999999998,7.0,48.0,62.0,70.0,1.0,8.0,67.0,5.0,380.5,,0.0
7,"O'Harra, Alli",Jr,MB,6-3,112,,112,29,,161,66,383,0.248,6.0,,3.0,34.0,1.0,6.0,84.0,6.0,209.0,1.0,0.0
6,"Shields, Madison",So,L/DS,5-7,109,,109,29,,1,1,4,0.0,24.0,7.0,5.0,214.0,19.0,,,,8.0,,0.0
2,"Zelaya, Isabel",Fr,OPP,6-0,90,,90,27,,26,7,107,0.17800000000000002,872.0,4.0,21.0,194.0,1.0,4.0,35.0,3.0,51.5,12.0,0.0
1,"Frohling, Hannah",Sr,OH,6-0,86,,86,24,,258,98,732,0.21899999999999997,12.0,30.0,46.0,124.0,14.0,4.0,37.0,,310.5,,0.0
4,"Hames, Kayliegh",Fr,OH,6-0,85,,85,26,,110,50,330,0.182,11.0,4.0,7.0,145.0,13.0,,9.0,5.0,118.5,,0.0
5,"Mahi, Tayah",Fr,S,5-10,45,,45,15,,13,4,38,0.237,371.0,7.0,14.0,68.0,,,14.0,1.0,27.0,,0.0
9,"Ballo, Rosie",So,MB,6-4,13,,13,8,,9,3,20,0.3,,,,1.0,,,8.0,,13.0,,0.0
3,"Roberts, Aubrey",Fr,DS,5-10,9,,9,5,,0,0,0,,1.0,,1.0,1.0,,,,,,,0.0
8,"Akason, Taylor",Jr,OPP,6-0,5,,5,2,,4,1,10,0.3,1.0,,,,,,,,4.0,,0.0
14,"Greene, Savana",So,OH,6-1,5,,5,5,,1,0,4,0.25,,,,,,,1.0,,1.5,,0.0
17,"Dyer, Lily",So,S,5-9,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,4,4,,0,0,0,,,,,,11.0,,,,,,0.0
-,Totals,-,-,-,-,-,114,7,,1529,554,3966,0.24600000000000002,1419.0,192.0,274.0,1641.0,110.0,41.0,418.0,26.0,1894.0,15.0,7.0
-,Opponent Totals,-,-,-,-,-,114,7,,1366,556,3846,0.21100000000000002,1292.0,110.0,231.0,1590.0,192.0,38.0,396.0,55.0,1644.5,25.0,7.0
