0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,Robert Morris,L 2 - 3,,,,,,,,,,,,,,,,,
08/26/2016,Morehead St.,W 3 - 2,,,,,,,,,,,,,,,,,
08/27/2016,Gardner-Webb,W 3 - 2,,,,,,,,,,,,,,,,,
09/01/2016,"Savannah St. @ Statesboro, Ga.",W 3 - 0,1,1,0,0,0,,,,,1,,,,,,,
09/01/2016,"Jacksonville St. @ Statesboro, Ga.",L 0 - 3,,,,,,,,,,,,,,,,,
09/02/2016,"Charleston So. @ Statesboro, Ga.",W 3 - 2,,,,,,,,,,,,,,,,,
09/02/2016,@ Ga. Southern,L 2 - 3,,,,,,,,,,,,,,,,,
09/09/2016,@ Cal St. Fullerton,L 0 - 3,,,,,,,,,,,,,,,,,
09/09/2016,"Colgate @ Fullerton, Calif.",L 1 - 3,,,,,,,,,,,,,,,,,
09/10/2016,"Weber St. @ Fullerton, Calif.",L 0 - 3,,,,,,,,,,,,,,,,,
09/10/2016,"Air Force @ Fullerton, Calif.",L 1 - 3,1,1,0,0,1,,,,,1,,,,,,,
09/16/2016,Elon,L 0 - 3,,,,,,,,,,,,,,,,,
09/16/2016,Austin Peay,L 0 - 3,1,1,0,0,0,,,,,,,,,,,,
09/17/2016,Savannah St.,W 3 - 0,2,1,0,1,1,-1.000,,,,2,,,,,,,
09/17/2016,Charleston So.,W 3 - 1,,,,,,,,,,,,,,,,,
09/23/2016,Mercer,L 1 - 3,,,,,,,,,,,,,,,,,
09/25/2016,@ Western Caro.,L 0 - 3,1,1,0,0,0,,,,,,,,,,,,
09/30/2016,Wofford,L 1 - 3,,,,,,,,,,,,,,,,,
10/01/2016,UNC Greensboro,L 1 - 3,,,,,,,,,,,,,,,,,
10/08/2016,@ Samford,L 0 - 3,,,,,,,,,,,,,,,,,
10/09/2016,@ Furman,L 1 - 3,,,,,,,,,,,,,,,,,
10/13/2016,@ South Carolina St.,W 3 - 1,,,,,,,,,,,,,,,,,
10/16/2016,Furman,W 3 - 2,,,,,,,,,,,,,,,,,
10/18/2016,@ Mercer,L 1 - 3,,,,,,,,,,,,,,,,,
10/21/2016,@ Chattanooga,L 2 - 3,,,,,,,,,,,,,,,,,
10/22/2016,@ ETSU,L 0 - 3,,,,,,,,,,,,,,,,,
10/28/2016,Samford,L 0 - 3,,,,,,,,,,,,,,,,,
10/29/2016,Chattanooga,L 2 - 3,,,,,,,,,,,,,,,,,
11/04/2016,@ UNC Greensboro,L 1 - 3,,,,,,,,,,,,,,,,,
11/05/2016,@ Wofford,L 1 - 3,,,,,,,,,,,,,,,,,
11/11/2016,ETSU,L 0 - 3,,,,,,,,,,,,,,,,,
11/12/2016,Western Caro.,L 0 - 3,,,,,,,,,,,,,,,,,
11/19/2016,"Furman @ Birmingham, Ala.",L 0 - 3,,,,,,,,,,,,,,,,,
