Match Num,Team,Number,Name,Points Scored,Attacks Won,Attacks Attempted,Blocks Won,Blocks Attempted,Serves Won,Serves Attempted
51,CMR,6,Laetitia Crescence Moma Bassoko,14,11,35,1,3,2,9
51,CMR,2,Christelle Tchoudjang Nana,6,5,16,0,8,1,5
51,CMR,12,Abdoulkarim Fawziya,3,1,9,1,5,1,4
51,CMR,16,Estelle Adiana,3,3,9,0,1,0,3
51,CMR,1,Stephanie Fotso Mogoung,2,1,6,1,3,0,5
51,CMR,11,Adetutu Sherilyn Adedayo Oghale Bashorun,2,0,3,2,4,0,7
51,CMR,14,Yolande Juliana Amana Guigolo,1,0,1,0,4,1,10
51,CMR,4,Raissa Nasser,0,0,0,0,0,0,0
51,CMR,5,Paule Arielle Olomo,0,0,0,0,0,0,0
51,CMR,9,Honorine Djakao Gamkoua,0,0,0,0,0,0,0
51,CMR,10,Berthrade Simone Flore Bikatal,0,0,6,0,1,0,2
51,CMR,15,Ezssi Emelda Piata,0,0,3,0,3,0,2
51,CMR,18,Odette Ahirnidi Menkred,0,0,0,0,0,0,0
51,CMR,20,Ruth Manuela Marie Bibinbe,0,0,0,0,0,0,0
57,CMR,6,Laetitia Crescence Moma Bassoko,7,7,31,0,3,0,6
57,CMR,16,Estelle Adiana,6,4,18,0,10,2,6
57,CMR,15,Ezssi Emelda Piata,5,4,11,0,7,1,8
57,CMR,14,Yolande Juliana Amana Guigolo,4,2,2,0,4,2,10
57,CMR,1,Stephanie Fotso Mogoung,3,2,6,1,6,0,3
57,CMR,10,Berthrade Simone Flore Bikatal,2,2,5,0,2,0,1
57,CMR,2,Christelle Tchoudjang Nana,0,0,6,0,3,0,4
57,CMR,4,Raissa Nasser,0,0,0,0,0,0,0
57,CMR,5,Paule Arielle Olomo,0,0,0,0,0,0,0
57,CMR,9,Honorine Djakao Gamkoua,0,0,0,0,0,0,0
57,CMR,11,Adetutu Sherilyn Adedayo Oghale Bashorun,0,0,0,0,0,0,2
57,CMR,12,Abdoulkarim Fawziya,0,0,0,0,1,0,1
57,CMR,18,Odette Ahirnidi Menkred,0,0,0,0,0,0,0
57,CMR,20,Ruth Manuela Marie Bibinbe,0,0,0,0,0,0,0
65,CMR,2,Christelle Tchoudjang Nana,23,20,40,3,7,0,16
65,CMR,1,Stephanie Fotso Mogoung,11,7,19,4,13,0,9
65,CMR,10,Berthrade Simone Flore Bikatal,10,8,14,2,4,0,10
65,CMR,16,Estelle Adiana,8,8,15,0,3,0,13
65,CMR,20,Ruth Manuela Marie Bibinbe,6,3,5,2,4,1,10
65,CMR,6,Laetitia Crescence Moma Bassoko,2,2,16,0,3,0,4
65,CMR,14,Yolande Juliana Amana Guigolo,2,0,2,1,4,1,17
65,CMR,11,Adetutu Sherilyn Adedayo Oghale Bashorun,1,1,6,0,2,0,2
65,CMR,12,Abdoulkarim Fawziya,1,1,6,0,0,0,2
65,CMR,4,Raissa Nasser,0,0,0,0,0,0,0
65,CMR,5,Paule Arielle Olomo,0,0,0,0,0,0,0
65,CMR,9,Honorine Djakao Gamkoua,0,0,0,0,0,0,0
65,CMR,15,Ezssi Emelda Piata,0,0,2,0,3,0,3
65,CMR,18,Odette Ahirnidi Menkred,0,0,0,0,0,0,0
2,RUS,6,Irina Koroleva,13,8,10,3,7,2,12
2,RUS,8,Nataliya Goncharova,11,9,19,1,3,1,10
2,RUS,16,Irina Voronkova,11,8,13,1,4,2,10
2,RUS,18,Kseniia Parubets,9,7,12,0,3,2,10
2,RUS,26,Anna Lazareva,4,3,5,0,1,1,6
2,RUS,3,Ekaterina Efimova,3,1,7,2,6,0,12
2,RUS,13,Evgeniya Startseva,2,1,2,1,1,0,4
2,RUS,19,Mariia Khaletskaia,2,1,2,1,2,0,2
2,RUS,7,Tatiana Romanova,1,1,2,0,1,0,3
2,RUS,1,Angelina Lazarenko,0,0,1,0,0,0,2
2,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
2,RUS,9,Alla Galkina,0,0,0,0,0,0,0
2,RUS,11,Margarita Kurilo,0,0,5,0,0,0,0
2,RUS,25,Yulia Brovkina,0,0,0,0,0,0,2
12,RUS,8,Nataliya Goncharova,31,28,57,3,9,0,15
12,RUS,6,Irina Koroleva,20,15,19,5,23,0,17
12,RUS,16,Irina Voronkova,15,12,27,0,8,3,20
12,RUS,18,Kseniia Parubets,15,12,26,3,9,0,10
12,RUS,3,Ekaterina Efimova,5,2,5,3,15,0,23
12,RUS,13,Evgeniya Startseva,5,3,3,2,3,0,14
12,RUS,7,Tatiana Romanova,1,0,0,0,0,1,6
12,RUS,25,Yulia Brovkina,1,1,1,0,2,0,1
12,RUS,26,Anna Lazareva,1,0,4,1,1,0,4
12,RUS,1,Angelina Lazarenko,0,0,0,0,0,0,1
12,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
12,RUS,9,Alla Galkina,0,0,0,0,0,0,0
12,RUS,11,Margarita Kurilo,0,0,1,0,0,0,1
12,RUS,19,Mariia Khaletskaia,0,0,0,0,0,0,0
16,RUS,16,Irina Voronkova,11,11,20,0,6,0,8
16,RUS,8,Nataliya Goncharova,10,10,25,0,5,0,6
16,RUS,3,Ekaterina Efimova,7,4,7,3,12,0,7
16,RUS,6,Irina Koroleva,6,3,8,3,8,0,9
16,RUS,19,Mariia Khaletskaia,6,6,7,0,2,0,3
16,RUS,18,Kseniia Parubets,5,5,17,0,2,0,7
16,RUS,7,Tatiana Romanova,1,0,0,1,6,0,5
16,RUS,13,Evgeniya Startseva,1,1,4,0,4,0,4
16,RUS,26,Anna Lazareva,1,1,9,0,2,0,3
16,RUS,1,Angelina Lazarenko,0,0,0,0,0,0,0
16,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
16,RUS,9,Alla Galkina,0,0,0,0,0,0,0
16,RUS,11,Margarita Kurilo,0,0,1,0,1,0,5
16,RUS,25,Yulia Brovkina,0,0,0,0,0,0,0
20,RUS,8,Nataliya Goncharova,13,13,23,0,7,0,12
20,RUS,16,Irina Voronkova,12,11,19,0,3,1,12
20,RUS,18,Kseniia Parubets,11,9,20,0,3,2,11
20,RUS,6,Irina Koroleva,10,5,9,3,12,2,11
20,RUS,3,Ekaterina Efimova,5,2,5,2,6,1,12
20,RUS,1,Angelina Lazarenko,3,1,1,2,3,0,2
20,RUS,13,Evgeniya Startseva,3,1,1,2,8,0,9
20,RUS,7,Tatiana Romanova,1,1,1,0,2,0,0
20,RUS,26,Anna Lazareva,1,0,0,0,0,1,2
20,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
20,RUS,9,Alla Galkina,0,0,0,0,0,0,0
20,RUS,11,Margarita Kurilo,0,0,0,0,0,0,1
20,RUS,19,Mariia Khaletskaia,0,0,2,0,1,0,5
20,RUS,25,Yulia Brovkina,0,0,0,0,0,0,0
26,RUS,8,Nataliya Goncharova,26,22,55,3,7,1,13
26,RUS,18,Kseniia Parubets,21,20,37,0,4,1,19
26,RUS,6,Irina Koroleva,12,9,17,3,27,0,15
26,RUS,16,Irina Voronkova,12,10,30,2,8,0,19
26,RUS,3,Ekaterina Efimova,11,4,6,5,16,2,10
26,RUS,26,Anna Lazareva,6,4,8,0,1,2,3
26,RUS,13,Evgeniya Startseva,3,2,4,1,2,0,11
26,RUS,1,Angelina Lazarenko,2,2,4,0,8,0,8
26,RUS,7,Tatiana Romanova,1,0,0,1,4,0,2
26,RUS,19,Mariia Khaletskaia,1,1,2,0,1,0,5
26,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
26,RUS,9,Alla Galkina,0,0,0,0,0,0,0
26,RUS,11,Margarita Kurilo,0,0,0,0,0,0,5
26,RUS,25,Yulia Brovkina,0,0,0,0,0,0,0
35,RUS,8,Nataliya Goncharova,21,17,34,3,9,1,11
35,RUS,18,Kseniia Parubets,18,17,30,0,2,1,15
35,RUS,6,Irina Koroleva,16,13,19,3,21,0,12
35,RUS,16,Irina Voronkova,10,8,22,1,4,1,11
35,RUS,3,Ekaterina Efimova,7,3,7,3,16,1,25
35,RUS,26,Anna Lazareva,2,2,4,0,2,0,2
35,RUS,13,Evgeniya Startseva,1,0,1,1,5,0,13
35,RUS,1,Angelina Lazarenko,0,0,0,0,0,0,1
35,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
35,RUS,7,Tatiana Romanova,0,0,0,0,1,0,0
35,RUS,9,Alla Galkina,0,0,0,0,0,0,0
35,RUS,11,Margarita Kurilo,0,0,0,0,0,0,0
35,RUS,19,Mariia Khaletskaia,0,0,2,0,4,0,4
35,RUS,25,Yulia Brovkina,0,0,0,0,0,0,0
41,RUS,8,Nataliya Goncharova,12,10,25,1,6,1,10
41,RUS,18,Kseniia Parubets,12,8,25,3,7,1,12
41,RUS,6,Irina Koroleva,9,5,11,4,9,0,12
41,RUS,3,Ekaterina Efimova,8,5,8,3,8,0,12
41,RUS,16,Irina Voronkova,6,6,11,0,4,0,10
41,RUS,13,Evgeniya Startseva,3,2,4,1,5,0,12
41,RUS,26,Anna Lazareva,3,2,4,1,3,0,1
41,RUS,19,Mariia Khaletskaia,2,1,5,1,4,0,1
41,RUS,1,Angelina Lazarenko,1,1,2,0,4,0,1
41,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
41,RUS,7,Tatiana Romanova,0,0,0,0,2,0,2
41,RUS,9,Alla Galkina,0,0,0,0,0,0,0
41,RUS,11,Margarita Kurilo,0,0,0,0,0,0,0
41,RUS,25,Yulia Brovkina,0,0,0,0,0,0,0
47,RUS,8,Nataliya Goncharova,15,13,34,2,5,0,15
47,RUS,16,Irina Voronkova,13,9,27,3,11,1,7
47,RUS,6,Irina Koroleva,12,7,9,4,19,1,9
47,RUS,18,Kseniia Parubets,10,8,15,0,4,2,15
47,RUS,3,Ekaterina Efimova,5,2,5,2,8,1,11
47,RUS,7,Tatiana Romanova,2,0,0,1,7,1,8
47,RUS,1,Angelina Lazarenko,0,0,0,0,0,0,4
47,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
47,RUS,9,Alla Galkina,0,0,0,0,0,0,0
47,RUS,11,Margarita Kurilo,0,0,1,0,0,0,2
47,RUS,13,Evgeniya Startseva,0,0,0,0,3,0,2
47,RUS,19,Mariia Khaletskaia,0,0,0,0,0,0,2
47,RUS,25,Yulia Brovkina,0,0,0,0,0,0,0
47,RUS,26,Anna Lazareva,0,0,0,0,0,0,0
53,RUS,8,Nataliya Goncharova,23,21,47,1,3,1,18
53,RUS,16,Irina Voronkova,18,14,27,3,7,1,12
53,RUS,6,Irina Koroleva,17,10,15,6,15,1,16
53,RUS,18,Kseniia Parubets,8,8,23,0,3,0,6
53,RUS,26,Anna Lazareva,7,6,11,1,3,0,10
53,RUS,1,Angelina Lazarenko,4,3,4,0,8,1,15
53,RUS,3,Ekaterina Efimova,4,1,5,3,12,0,6
53,RUS,7,Tatiana Romanova,1,0,1,1,3,0,6
53,RUS,11,Margarita Kurilo,1,1,2,0,0,0,2
53,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
53,RUS,9,Alla Galkina,0,0,0,0,0,0,0
53,RUS,13,Evgeniya Startseva,0,0,5,0,8,0,9
53,RUS,19,Mariia Khaletskaia,0,0,0,0,0,0,1
53,RUS,25,Yulia Brovkina,0,0,0,0,0,0,2
59,RUS,8,Nataliya Goncharova,25,21,30,4,8,0,13
59,RUS,6,Irina Koroleva,10,5,13,5,16,0,7
59,RUS,18,Kseniia Parubets,6,5,12,1,2,0,17
59,RUS,26,Anna Lazareva,6,5,16,1,5,0,5
59,RUS,3,Ekaterina Efimova,5,1,4,4,10,0,9
59,RUS,16,Irina Voronkova,3,3,4,0,1,0,6
59,RUS,1,Angelina Lazarenko,1,0,0,0,0,1,4
59,RUS,19,Mariia Khaletskaia,1,1,2,0,0,0,1
59,RUS,25,Yulia Brovkina,1,0,0,1,1,0,0
59,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
59,RUS,7,Tatiana Romanova,0,0,1,0,1,0,10
59,RUS,9,Alla Galkina,0,0,0,0,0,0,0
59,RUS,11,Margarita Kurilo,0,0,1,0,2,0,1
59,RUS,13,Evgeniya Startseva,0,0,0,0,0,0,0
63,RUS,8,Nataliya Goncharova,22,20,61,2,5,0,12
63,RUS,18,Kseniia Parubets,14,14,32,0,7,0,16
63,RUS,16,Irina Voronkova,11,9,23,2,5,0,11
63,RUS,6,Irina Koroleva,10,8,14,2,15,0,14
63,RUS,3,Ekaterina Efimova,9,5,8,3,13,1,16
63,RUS,7,Tatiana Romanova,3,1,1,2,7,0,11
63,RUS,11,Margarita Kurilo,3,1,5,1,2,1,5
63,RUS,19,Mariia Khaletskaia,1,0,0,0,0,1,3
63,RUS,1,Angelina Lazarenko,0,0,0,0,1,0,2
63,RUS,4,Daria Chikrizova,0,0,0,0,0,0,0
63,RUS,9,Alla Galkina,0,0,0,0,0,0,0
63,RUS,13,Evgeniya Startseva,0,0,1,0,0,0,1
63,RUS,25,Yulia Brovkina,0,0,0,0,0,0,0
63,RUS,26,Anna Lazareva,0,0,0,0,0,0,0
3,ARG,4,Daniela Bulaich Simian,11,9,21,1,2,1,8
3,ARG,26,Sol Piccolo,8,8,15,0,1,0,2
3,ARG,3,Paula Yamila Nizetich,7,6,27,0,4,1,9
3,ARG,11,Julieta Constanza Lazcano,5,4,11,1,10,0,7
3,ARG,1,Elina Rodriguez,3,3,8,0,0,0,3
3,ARG,5,Lucia Fresco,2,2,15,0,4,0,4
3,ARG,8,Agnes Victoria Michel Tosi,1,1,3,0,9,0,5
3,ARG,13,Bianca Farriol,1,1,1,0,2,0,3
3,ARG,14,Victoria Mayer,1,1,1,0,0,0,11
3,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
3,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
3,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,1
3,ARG,24,Candela Sol Salinas,0,0,1,0,0,0,0
3,ARG,30,Azul Benitez,0,0,0,0,0,0,1
11,ARG,3,Paula Yamila Nizetich,9,7,20,0,1,2,11
11,ARG,26,Sol Piccolo,9,9,19,0,1,0,4
11,ARG,1,Elina Rodriguez,6,4,13,2,4,0,4
11,ARG,4,Daniela Bulaich Simian,6,5,19,1,1,0,3
11,ARG,5,Lucia Fresco,5,5,17,0,0,0,2
11,ARG,11,Julieta Constanza Lazcano,4,4,12,0,13,0,7
11,ARG,13,Bianca Farriol,4,2,2,2,6,0,3
11,ARG,14,Victoria Mayer,2,1,4,1,4,0,8
11,ARG,8,Agnes Victoria Michel Tosi,1,0,1,1,5,0,3
11,ARG,23,Agostina Denisse Soria,1,1,9,0,0,0,2
11,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
11,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
11,ARG,24,Candela Sol Salinas,0,0,0,0,0,0,0
11,ARG,30,Azul Benitez,0,0,0,0,0,0,6
15,ARG,5,Lucia Fresco,17,15,50,2,7,0,10
15,ARG,1,Elina Rodriguez,14,13,26,0,4,1,13
15,ARG,3,Paula Yamila Nizetich,11,9,24,1,5,1,10
15,ARG,11,Julieta Constanza Lazcano,7,7,14,0,6,0,11
15,ARG,13,Bianca Farriol,7,4,6,3,15,0,13
15,ARG,26,Sol Piccolo,2,2,8,0,1,0,0
15,ARG,4,Daniela Bulaich Simian,0,0,1,0,0,0,0
15,ARG,8,Agnes Victoria Michel Tosi,0,0,2,0,2,0,1
15,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
15,ARG,14,Victoria Mayer,0,0,3,0,1,0,17
15,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
15,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,1
15,ARG,24,Candela Sol Salinas,0,0,0,0,0,0,0
15,ARG,30,Azul Benitez,0,0,0,0,0,0,0
19,ARG,4,Daniela Bulaich Simian,16,15,29,1,6,0,7
19,ARG,26,Sol Piccolo,15,12,28,2,7,1,11
19,ARG,3,Paula Yamila Nizetich,14,11,30,0,2,3,16
19,ARG,13,Bianca Farriol,9,4,12,4,22,1,13
19,ARG,11,Julieta Constanza Lazcano,6,5,16,1,11,0,7
19,ARG,1,Elina Rodriguez,5,5,16,0,2,0,8
19,ARG,14,Victoria Mayer,5,2,2,3,10,0,19
19,ARG,5,Lucia Fresco,2,2,9,0,0,0,1
19,ARG,8,Agnes Victoria Michel Tosi,0,0,0,0,0,0,0
19,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
19,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
19,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,3
19,ARG,24,Candela Sol Salinas,0,0,0,0,0,0,0
19,ARG,30,Azul Benitez,0,0,0,0,0,0,2
27,ARG,5,Lucia Fresco,23,22,40,1,7,0,4
27,ARG,4,Daniela Bulaich Simian,15,14,27,1,5,0,11
27,ARG,3,Paula Yamila Nizetich,9,5,13,2,6,2,8
27,ARG,13,Bianca Farriol,4,1,6,1,9,2,12
27,ARG,14,Victoria Mayer,4,2,3,0,1,2,20
27,ARG,8,Agnes Victoria Michel Tosi,3,2,3,1,7,0,8
27,ARG,24,Candela Sol Salinas,1,1,1,0,1,0,0
27,ARG,30,Azul Benitez,1,0,0,0,0,1,4
27,ARG,1,Elina Rodriguez,0,0,0,0,0,0,0
27,ARG,11,Julieta Constanza Lazcano,0,0,1,0,0,0,3
27,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
27,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
27,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,4
27,ARG,26,Sol Piccolo,0,0,0,0,0,0,0
31,ARG,5,Lucia Fresco,23,23,46,0,9,0,6
31,ARG,4,Daniela Bulaich Simian,14,13,34,0,5,1,15
31,ARG,3,Paula Yamila Nizetich,8,7,19,0,4,1,10
31,ARG,13,Bianca Farriol,7,3,9,4,19,0,7
31,ARG,1,Elina Rodriguez,3,3,17,0,2,0,6
31,ARG,23,Agostina Denisse Soria,2,1,2,1,2,0,2
31,ARG,11,Julieta Constanza Lazcano,1,1,7,0,6,0,8
31,ARG,26,Sol Piccolo,1,1,9,0,2,0,1
31,ARG,8,Agnes Victoria Michel Tosi,0,0,0,0,0,0,1
31,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
31,ARG,14,Victoria Mayer,0,0,3,0,7,0,13
31,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
31,ARG,24,Candela Sol Salinas,0,0,0,0,0,0,0
31,ARG,30,Azul Benitez,0,0,0,0,1,0,4
41,ARG,3,Paula Yamila Nizetich,13,12,28,0,5,1,8
41,ARG,1,Elina Rodriguez,5,5,23,0,2,0,7
41,ARG,4,Daniela Bulaich Simian,5,5,14,0,1,0,5
41,ARG,5,Lucia Fresco,5,5,16,0,3,0,3
41,ARG,11,Julieta Constanza Lazcano,5,4,13,1,15,0,8
41,ARG,14,Victoria Mayer,3,3,4,0,1,0,13
41,ARG,26,Sol Piccolo,3,3,7,0,2,0,1
41,ARG,13,Bianca Farriol,2,1,3,0,10,1,10
41,ARG,24,Candela Sol Salinas,2,1,4,1,2,0,1
41,ARG,8,Agnes Victoria Michel Tosi,0,0,0,0,0,0,0
41,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
41,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
41,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,1
41,ARG,30,Azul Benitez,0,0,0,0,0,0,3
45,ARG,5,Lucia Fresco,31,28,67,0,3,3,18
45,ARG,3,Paula Yamila Nizetich,15,11,34,0,8,4,15
45,ARG,4,Daniela Bulaich Simian,14,13,41,0,8,1,23
45,ARG,13,Bianca Farriol,10,5,10,5,15,0,11
45,ARG,11,Julieta Constanza Lazcano,8,5,20,2,18,1,9
45,ARG,14,Victoria Mayer,5,2,3,1,11,2,22
45,ARG,8,Agnes Victoria Michel Tosi,1,1,1,0,4,0,3
45,ARG,26,Sol Piccolo,1,1,1,0,2,0,0
45,ARG,1,Elina Rodriguez,0,0,0,0,0,0,0
45,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
45,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
45,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,4
45,ARG,24,Candela Sol Salinas,0,0,0,0,0,0,0
45,ARG,30,Azul Benitez,0,0,0,0,0,0,1
50,ARG,5,Lucia Fresco,14,14,37,0,1,0,3
50,ARG,3,Paula Yamila Nizetich,13,11,27,0,3,2,11
50,ARG,1,Elina Rodriguez,6,5,9,1,5,0,4
50,ARG,11,Julieta Constanza Lazcano,5,5,16,0,8,0,6
50,ARG,4,Daniela Bulaich Simian,4,3,13,0,1,1,7
50,ARG,26,Sol Piccolo,3,3,10,0,1,0,2
50,ARG,8,Agnes Victoria Michel Tosi,2,1,2,1,4,0,13
50,ARG,14,Victoria Mayer,2,2,3,0,1,0,10
50,ARG,13,Bianca Farriol,1,1,5,0,4,0,4
50,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
50,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
50,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,2
50,ARG,24,Candela Sol Salinas,0,0,0,0,0,0,0
50,ARG,30,Azul Benitez,0,0,0,0,0,0,3
60,ARG,1,Elina Rodriguez,12,11,26,1,3,0,9
60,ARG,3,Paula Yamila Nizetich,7,4,13,1,4,2,8
60,ARG,5,Lucia Fresco,6,4,17,2,4,0,5
60,ARG,11,Julieta Constanza Lazcano,4,4,12,0,5,0,8
60,ARG,13,Bianca Farriol,4,3,7,1,8,0,6
60,ARG,24,Candela Sol Salinas,4,3,7,1,1,0,2
60,ARG,26,Sol Piccolo,3,3,10,0,1,0,1
60,ARG,4,Daniela Bulaich Simian,2,2,8,0,1,0,1
60,ARG,8,Agnes Victoria Michel Tosi,0,0,0,0,0,0,0
60,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
60,ARG,14,Victoria Mayer,0,0,1,0,3,0,10
60,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
60,ARG,23,Agostina Denisse Soria,0,0,0,0,0,0,1
60,ARG,30,Azul Benitez,0,0,0,0,0,0,3
64,ARG,5,Lucia Fresco,13,12,32,1,7,0,3
64,ARG,1,Elina Rodriguez,12,11,24,1,4,0,5
64,ARG,3,Paula Yamila Nizetich,5,4,12,0,3,1,6
64,ARG,4,Daniela Bulaich Simian,2,1,6,1,2,0,0
64,ARG,8,Agnes Victoria Michel Tosi,2,1,4,0,2,1,9
64,ARG,11,Julieta Constanza Lazcano,1,1,5,0,6,0,4
64,ARG,26,Sol Piccolo,1,1,3,0,0,0,0
64,ARG,12,Tatiana Soledad Rizzo,0,0,0,0,0,0,0
64,ARG,13,Bianca Farriol,0,0,1,0,1,0,1
64,ARG,14,Victoria Mayer,0,0,2,0,5,0,8
64,ARG,18,Valentina Andrea Gonzalez,0,0,0,0,0,0,0
64,ARG,23,Agostina Denisse Soria,0,0,3,0,0,0,4
64,ARG,24,Candela Sol Salinas,0,0,0,0,0,0,0
64,ARG,30,Azul Benitez,0,0,0,0,0,0,5
3,NED,11,Anne Buijs,16,14,30,1,6,1,13
3,NED,22,Nicole Koolhaas,11,8,9,2,16,1,14
3,NED,10,Lonneke Slöetjes,10,8,22,1,4,1,7
3,NED,3,Yvon Belien,8,7,10,1,9,0,9
3,NED,18,Marrit Jasper,7,5,14,2,6,0,12
3,NED,4,Celeste Plak,4,3,6,1,2,0,0
3,NED,12,Britt Bongaerts,2,2,2,0,5,0,10
3,NED,7,Juliet Lohuis,1,0,0,0,0,1,2
3,NED,1,Kirsten Knip,0,0,0,0,0,0,0
3,NED,6,Maret Balkestein-Grothues,0,0,0,0,0,0,0
3,NED,9,Myrthe Schoot,0,0,0,0,0,0,0
3,NED,14,Laura Dijkema,0,0,0,0,0,0,6
3,NED,17,Nicole Oude Luttikhuis,0,0,0,0,0,0,0
3,NED,31,Eline Timmerman,0,0,0,0,0,0,0
7,NED,6,Maret Balkestein-Grothues,11,10,17,0,2,1,10
7,NED,10,Lonneke Slöetjes,9,8,17,1,4,0,6
7,NED,11,Anne Buijs,8,5,13,2,6,1,16
7,NED,7,Juliet Lohuis,7,3,6,2,8,2,12
7,NED,4,Celeste Plak,5,5,8,0,0,0,3
7,NED,31,Eline Timmerman,4,2,4,2,3,0,6
7,NED,3,Yvon Belien,3,2,3,0,4,1,4
7,NED,12,Britt Bongaerts,2,2,2,0,1,0,6
7,NED,17,Nicole Oude Luttikhuis,1,1,3,0,0,0,1
7,NED,1,Kirsten Knip,0,0,0,0,0,0,0
7,NED,9,Myrthe Schoot,0,0,0,0,0,0,0
7,NED,14,Laura Dijkema,0,0,1,0,1,0,9
7,NED,18,Marrit Jasper,0,0,0,0,0,0,0
7,NED,22,Nicole Koolhaas,0,0,0,0,0,0,0
17,NED,10,Lonneke Slöetjes,26,25,49,1,8,0,6
17,NED,11,Anne Buijs,12,10,33,1,7,1,15
17,NED,22,Nicole Koolhaas,11,8,14,2,13,1,10
17,NED,3,Yvon Belien,8,6,14,2,13,0,18
17,NED,6,Maret Balkestein-Grothues,4,4,14,0,2,0,11
17,NED,12,Britt Bongaerts,3,2,3,1,6,0,10
17,NED,1,Kirsten Knip,0,0,0,0,0,0,0
17,NED,4,Celeste Plak,0,0,0,0,0,0,0
17,NED,7,Juliet Lohuis,0,0,0,0,0,0,3
17,NED,9,Myrthe Schoot,0,0,0,0,0,0,0
17,NED,14,Laura Dijkema,0,0,0,0,0,0,0
17,NED,17,Nicole Oude Luttikhuis,0,0,0,0,0,0,0
17,NED,18,Marrit Jasper,0,0,0,0,0,0,0
17,NED,31,Eline Timmerman,0,0,0,0,0,0,0
21,NED,10,Lonneke Slöetjes,10,10,23,0,3,0,5
21,NED,3,Yvon Belien,8,6,12,2,11,0,13
21,NED,6,Maret Balkestein-Grothues,7,7,14,0,2,0,10
21,NED,11,Anne Buijs,7,7,19,0,3,0,10
21,NED,22,Nicole Koolhaas,6,4,5,2,8,0,3
21,NED,4,Celeste Plak,3,3,7,0,0,0,3
21,NED,7,Juliet Lohuis,2,1,1,1,3,0,7
21,NED,12,Britt Bongaerts,2,1,4,1,3,0,9
21,NED,18,Marrit Jasper,1,0,0,1,2,0,1
21,NED,1,Kirsten Knip,0,0,0,0,0,0,0
21,NED,9,Myrthe Schoot,0,0,0,0,0,0,0
21,NED,14,Laura Dijkema,0,0,0,0,0,0,1
21,NED,17,Nicole Oude Luttikhuis,0,0,0,0,0,0,0
21,NED,31,Eline Timmerman,0,0,0,0,0,0,0
25,NED,10,Lonneke Slöetjes,20,17,47,2,13,1,11
25,NED,3,Yvon Belien,18,12,17,6,23,0,16
25,NED,11,Anne Buijs,15,13,35,0,9,2,17
25,NED,22,Nicole Koolhaas,9,6,10,3,13,0,4
25,NED,6,Maret Balkestein-Grothues,7,7,21,0,2,0,19
25,NED,4,Celeste Plak,6,6,13,0,5,0,2
25,NED,7,Juliet Lohuis,5,3,8,1,7,1,8
25,NED,12,Britt Bongaerts,3,1,2,1,8,1,21
25,NED,1,Kirsten Knip,0,0,0,0,0,0,0
25,NED,9,Myrthe Schoot,0,0,0,0,0,0,0
25,NED,14,Laura Dijkema,0,0,0,0,0,0,0
25,NED,17,Nicole Oude Luttikhuis,0,0,0,0,0,0,0
25,NED,18,Marrit Jasper,0,0,0,0,0,0,4
25,NED,31,Eline Timmerman,0,0,0,0,0,0,0
33,NED,4,Celeste Plak,18,15,24,2,6,1,10
33,NED,7,Juliet Lohuis,14,7,11,3,9,4,15
