Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Player 7 Kills,Player 7 Errors,Player 7 Total Attacks,Player 7 Hit Pct,Player 7 Assists,Player 7 Aces,Player 7 SErr,Player 7 Digs,Player 7 RErr,Player 7 Block Solos,Player 7 Block Assists,Player 7 BErr,Player 7 PTS,Player 8 Kills,Player 8 Errors,Player 8 Total Attacks,Player 8 Hit Pct,Player 8 Assists,Player 8 Aces,Player 8 SErr,Player 8 Digs,Player 8 RErr,Player 8 Block Solos,Player 8 Block Assists,Player 8 BErr,Player 8 PTS
8302019,"Morehead St. @ Rock Hill, SC",L 0 - 3,3,25.0,21.0,96.0,0.042,24.0,0.0,6.0,31.0,8.0,2.0,8.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8312019,@ Winthrop,L 0 - 3,3,28.0,22.0,108.5,0.054000000000000006,24.5,0.0,6.5,41.0,5.5,2.0,6.0,0.5,33.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,10.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.5
8312019,"Davidson @ Rock Hill, SC",L 0 - 3,3,32.0,21.33333333333333,103.66666666666669,0.107,28.33333333333333,1.0,7.666666666666668,39.333333333333336,5.666666666666668,1.6666666666666667,6.666666666666668,2.0,38.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,11.666666666666664,0.3333333333333333,0.3333333333333333,5.666666666666668,0.3333333333333333,0.0,0.0,0.0,1.0
9062019,"Dartmouth @ Asheville, NC",L 0 - 3,3,32.0,21.25,105.75,0.10475,29.0,0.75,7.5,42.0,4.75,1.5,5.5,1.5,37.0,0.0,0.0,0.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.5,11.75,0.25,0.25,5.75,0.25,0.0,0.0,0.0,0.75
9072019,@ UNC Asheville,L 1 - 3,4,34.4,23.0,113.8,0.103,31.6,1.2,7.2,45.6,5.0,1.4,6.8,1.2,40.4,0.2,0.0,0.4,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,1.8,0.4666,11.8,0.4,0.2,6.6,0.2,0.0,0.0,0.0,1.0
9072019,"Eastern Ky. @ Asheville, NC",L 0 - 3,3,34.333333333333336,21.66666666666667,113.5,0.11416666666666668,31.16666666666667,1.1666666666666667,7.333333333333332,44.5,4.666666666666667,1.1666666666666667,6.666666666666668,1.0,40.0,0.16666666666666666,0.3333333333333333,1.5,0.11900000000000001,0.0,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,2.333333333333333,0.4555,12.166666666666664,0.5,0.16666666666666666,6.166666666666668,0.16666666666666666,0.0,0.0,0.0,1.3333333333333333
9102019,@ Charleston So.,L 0 - 3,3,33.714285714285715,21.571428571428577,111.42857142857143,0.11085714285714286,30.42857142857143,1.5714285714285714,7.428571428571429,43.85714285714285,5.428571428571429,1.0,7.428571428571429,1.7142857142857142,40.0,0.42857142857142855,0.8571428571428571,2.571428571428572,0.07028571428571427,0.0,0.0,1.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.0,2.142857142857143,0.39042857142857146,12.0,0.42857142857142855,0.14285714285714285,6.571428571428571,0.14285714285714285,0.0,0.0,0.0,1.1428571428571428
9132019,@ Wofford,L 1 - 3,4,34.625,21.5,111.5,0.119375,31.25,1.875,7.875,43.5,5.75,1.375,6.75,1.75,41.25,0.75,1.125,3.25,0.0615,0.0,0.0,1.5,0.625,0.25,0.0,0.0,0.0,0.75,0.75,0.125,2.125,0.341625,12.0,0.5,0.125,6.25,0.125,0.0,0.0,0.0,1.25
9132019,"Gardner-Webb @ Spartanburg, SC",W 3 - 1,4,37.77777777777778,21.66666666666667,116.77777777777777,0.13411111111111113,34.0,2.2222222222222223,7.888888888888888,46.111111111111114,5.4444444444444455,1.3333333333333333,7.333333333333332,1.7777777777777777,45.0,0.6666666666666666,1.0,2.888888888888889,0.05466666666666667,0.0,0.0,1.3333333333333333,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.6666666666666666,0.7777777777777778,0.1111111111111111,2.1111111111111107,0.3592222222222222,12.333333333333336,0.4444444444444444,0.1111111111111111,6.333333333333332,0.1111111111111111,0.0,0.0,0.0,1.2222222222222223
9142019,"Alabama A&M @ Spartanburg, SC",W 3 - 0,3,38.6,20.4,115.1,0.1577,34.5,2.5,7.5,45.2,5.1,1.5,7.8,2.0,46.5,0.6,0.9,2.6,0.0492,0.0,0.0,1.2,0.5,0.2,0.0,0.0,0.0,0.6,0.8,0.1,2.3,0.3483,12.2,0.4,0.1,6.0,0.1,0.0,0.0,0.0,1.2
