Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Player 1 Kills,Player 1 Errors,Player 1 Total Attacks,Player 1 Hit Pct,Player 1 Assists,Player 1 Aces,Player 1 SErr,Player 1 Digs,Player 1 RErr,Player 1 Block Solos,Player 1 Block Assists,Player 1 BErr,Player 1 PTS,Player 2 Kills,Player 2 Errors,Player 2 Total Attacks,Player 2 Hit Pct,Player 2 Assists,Player 2 Aces,Player 2 SErr,Player 2 Digs,Player 2 RErr,Player 2 Block Solos,Player 2 Block Assists,Player 2 BErr,Player 2 PTS,Player 6 Kills,Player 6 Errors,Player 6 Total Attacks,Player 6 Hit Pct,Player 6 Assists,Player 6 Aces,Player 6 SErr,Player 6 Digs,Player 6 RErr,Player 6 Block Solos,Player 6 Block Assists,Player 6 BErr,Player 6 PTS
10252019,@ Eastern Ky.,W 3 - 0,3,49.8,20.6,150.3,0.1989,44.4,4.6,7.5,66.9,3.1,2.4,11.0,1.5,62.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,7.2,2.3,18.6,0.241,0.0,0.0,0.0,1.5,0.0,0.2,1.4,0.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10262019,@ Morehead St.,L 2 - 3,5,48.9,21.1,151.5,0.18960000000000005,44.4,4.3,7.3,67.1,3.4,2.6,10.6,1.4,61.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.7,0.3,0.0,0.0,0.0,0.0,7.9,2.6,21.1,0.257,0.1,0.0,0.0,1.6,0.0,0.4,1.7,0.1,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11012019,@ Murray St.,L 1 - 3,4,48.1,20.9,147.7,0.19260000000000005,43.6,4.4,7.9,65.0,4.1,2.8,10.6,1.6,60.6,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.7,0.3,0.0,0.0,0.0,0.0,7.8,2.7,21.2,0.1987,0.1,0.0,0.0,1.5,0.0,0.5,1.7,0.1,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11022019,@ Austin Peay,L 2 - 3,5,50.1,20.7,150.3,0.20340000000000005,45.7,4.5,7.9,65.2,4.7,3.0,12.0,1.7,63.6,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,7.6,2.7,20.8,0.1765,0.1,0.0,0.1,1.4,0.0,0.5,1.8,0.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11062019,@ Eastern Ill.,W 3 - 0,3,49.5,21.1,151.2,0.19180000000000005,45.0,4.2,7.8,64.4,5.0,2.9,13.2,1.7,63.2,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,6.8,2.7,19.6,0.10119999999999997,0.1,0.0,0.1,1.3,0.0,0.5,1.7,0.1,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11092019,Belmont,W 3 - 1,4,48.6,20.4,147.3,0.19480000000000006,44.1,4.3,7.4,64.5,5.3,2.8,13.6,1.5,62.5,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,5.4,2.4,17.6,0.05119999999999998,0.1,0.0,0.1,1.3,0.0,0.5,1.6,0.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11152019,Southeast Mo. St.,W 3 - 0,3,49.9,21.5,151.9,0.19040000000000004,45.3,4.5,7.1,67.9,5.1,2.5,15.0,1.0,64.4,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,4.7,2.1,15.7,0.030099999999999974,0.1,0.0,0.1,0.8,0.0,0.5,1.4,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11162019,UT Martin,L 0 - 3,3,48.5,20.4,147.9,0.19180000000000005,43.8,3.8,7.1,66.3,4.9,2.3,14.8,1.0,62.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,3.8,1.8,13.0,0.046699999999999985,0.1,0.0,0.1,0.6,0.0,0.5,1.2,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11212019,@ Jacksonville St.,L 0 - 3,3,47.9,20.3,144.6,0.19270000000000004,43.3,3.5,7.4,63.5,5.2,2.2,14.2,0.9,60.7,0.0,0.0,0.1,0.0,0.2,0.0,0.3,1.0,0.3,0.0,0.0,0.0,0.0,3.4,1.8,11.8,0.03879999999999998,0.1,0.0,0.1,0.5,0.0,0.5,1.2,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242018,"Green Bay @ Fort Worth, Texas",L 1 - 3,4,46.3,20.2,143.5,0.18310000000000007,42.3,3.4,7.1,64.1,5.6,2.2,14.6,1.0,59.2,0.0,0.0,0.6,0.0,3.6,0.3,0.4,17.6,1.6,0.0,0.0,0.0,0.3,9.7,2.9,21.7,0.33130000000000004,0.2,0.0,0.0,1.4,0.0,0.2,3.3,0.0,11.55,5.4,1.3,14.0,0.2832,0.0,0.0,0.1,0.8,0.0,0.3,3.6,0.2,7.5
8252018,"UAB @ Fort Worth, Texas",L 1 - 3,4,46.3,21.7,143.3,0.17120000000000007,42.8,4.0,8.1,63.7,6.1,2.0,14.8,1.1,59.7,0.0,0.0,0.5,0.0,3.7,0.4,0.5,16.8,1.8,0.0,0.0,0.0,0.4,9.7,3.1,22.2,0.3128000000000001,0.2,0.0,0.0,1.2,0.0,0.2,3.7,0.0,11.75,5.1,1.4,13.4,0.2524,0.0,0.0,0.2,0.8,0.0,0.3,3.1,0.2,6.95
8252018,@ TCU,L 0 - 3,3,43.9,21.2,135.8,0.16180000000000005,40.8,3.8,8.0,59.7,5.5,1.7,13.8,1.0,56.3,0.0,0.0,0.5,0.0,3.8,0.4,0.7,14.9,1.7,0.0,0.0,0.0,0.4,9.0,3.0,21.2,0.2957000000000001,0.1,0.0,0.0,1.0,0.0,0.2,3.3,0.0,10.85,5.1,1.4,13.3,0.2691,0.0,0.0,0.2,0.6,0.0,0.2,3.0,0.2,6.8
8312018,"Northern Ariz. @ Indianapolis, Ind.",L 1 - 3,4,43.6,22.1,137.4,0.15000000000000005,40.8,4.1,6.8,62.2,5.3,1.6,13.6,0.9,56.1,0.0,0.0,0.5,0.0,4.1,0.5,0.6,15.4,1.4,0.0,0.0,0.0,0.5,9.4,2.9,21.5,0.32010000000000005,0.0,0.0,0.0,0.9,0.0,0.3,3.5,0.0,11.45,5.0,1.5,13.5,0.25460000000000005,0.0,0.0,0.3,0.9,0.0,0.2,3.1,0.2,6.75
9012018,"Western Mich. @ Indianapolis, Ind.",L 1 - 3,4,41.9,23.4,135.0,0.13340000000000005,39.1,4.4,6.7,61.4,5.1,1.3,11.8,0.8,53.5,0.1,0.0,0.9,0.025,4.5,0.4,0.6,16.2,1.4,0.0,0.0,0.0,0.5,9.2,2.7,20.5,0.33070000000000005,0.0,0.0,0.0,0.7,0.0,0.3,3.2,0.0,11.1,5.0,1.8,13.4,0.2358,0.0,0.0,0.4,0.8,0.0,0.2,2.6,0.2,6.5
9012018,@ IUPUI,L 0 - 3,3,42.1,24.0,137.6,0.12710000000000005,39.2,4.1,6.9,62.8,4.9,1.2,11.0,0.9,52.9,0.2,0.0,1.1,0.0583,4.5,0.4,0.6,15.5,1.2,0.0,0.0,0.0,0.6,9.5,3.0,21.2,0.32310000000000005,0.0,0.0,0.0,0.9,0.0,0.3,3.0,0.0,11.3,5.1,2.0,14.0,0.222,0.0,0.0,0.6,0.8,0.0,0.2,2.6,0.2,6.6
9072018,"Providence @ Kansas City, Mo.",L 0 - 3,3,40.0,23.6,132.3,0.12150000000000005,37.5,3.7,7.3,59.0,4.7,1.5,10.4,0.9,50.4,0.2,0.0,1.1,0.0583,4.2,0.3,0.6,14.5,1.2,0.0,0.0,0.0,0.5,8.2,3.1,20.0,0.2731,0.0,0.0,0.0,0.7,0.0,0.3,2.9,0.0,9.95,5.0,2.0,14.0,0.2148,0.0,0.0,0.9,0.9,0.0,0.2,2.4,0.2,6.4
9072018,@ Kansas City,L 0 - 3,3,38.3,22.7,126.0,0.12330000000000005,35.9,3.4,7.5,53.1,5.1,1.5,9.5,0.9,47.95,0.2,0.0,1.0,0.0583,4.0,0.3,0.6,12.2,1.1,0.0,0.0,0.0,0.5,7.8,2.8,19.0,0.2759,0.1,0.0,0.0,0.5,0.0,0.3,2.8,0.0,9.5,4.5,1.9,13.0,0.2174,0.0,0.0,1.0,0.9,0.0,0.2,1.9,0.2,5.65
9082018,"Arkansas St. @ Kansas City, Mo.",L 0 - 3,3,36.2,22.6,121.4,0.10930000000000004,34.0,3.4,7.2,50.2,5.2,1.8,9.9,0.8,46.35,0.2,0.0,0.8,0.0583,3.4,0.3,0.6,10.3,0.9,0.0,0.0,0.0,0.5,7.6,3.3,18.8,0.2398,0.1,0.0,0.0,0.4,0.0,0.6,2.7,0.0,9.55,4.4,1.9,12.2,0.2252,0.0,0.0,1.0,1.0,0.0,0.2,1.8,0.1,5.5
9142018,Northern Ky.,L 0 - 3,3,34.4,22.4,120.6,0.09730000000000004,32.4,3.6,6.7,52.4,5.1,1.5,10.5,0.8,44.75,0.2,0.0,0.7,0.0583,2.8,0.3,0.5,9.4,0.8,0.0,0.0,0.0,0.5,7.1,2.9,17.5,0.2591,0.2,0.0,0.0,0.6,0.0,0.6,3.2,0.0,9.3,4.4,1.8,12.7,0.2244,0.0,0.0,1.1,1.1,0.0,0.2,1.7,0.1,5.45
9152018,Louisiana Tech,L 1 - 3,4,36.3,23.1,123.5,0.10290000000000003,34.1,3.9,6.9,52.2,4.8,1.4,11.0,0.7,47.1,0.2,0.0,0.7,0.0583,2.6,0.2,0.5,7.4,0.6,0.0,0.0,0.0,0.4,6.9,3.0,17.9,0.22219999999999995,0.2,0.0,0.0,0.6,0.0,0.6,2.8,0.1,8.9,4.7,2.0,13.4,0.2251,0.1,0.1,1.3,0.8,0.0,0.2,2.3,0.0,6.15
9152018,Oral Roberts,W 3 - 2,5,40.3,23.1,131.7,0.11920000000000006,37.5,3.5,6.8,57.2,4.4,1.5,11.0,0.6,50.8,0.2,0.0,0.7,0.0583,2.3,0.1,0.4,6.6,0.4,0.0,0.0,0.0,0.3,7.2,3.1,18.8,0.2232,0.3,0.0,0.0,0.6,0.0,0.7,2.5,0.1,9.15,5.6,1.9,15.9,0.2563,0.1,0.1,1.4,0.9,0.0,0.2,2.8,0.0,7.3
9192018,@ Eastern Ill.,L 0 - 3,3,41.8,22.9,132.8,0.13370000000000004,38.8,3.5,7.3,58.8,4.4,1.6,11.2,0.5,52.5,0.2,0.0,0.7,0.0583,2.1,0.1,0.4,6.7,0.3,0.0,0.0,0.0,0.3,7.1,2.9,18.4,0.2327,0.3,0.0,0.1,0.6,0.0,0.8,2.4,0.1,9.1,6.2,2.2,17.4,0.22979999999999995,0.1,0.1,1.5,1.1,0.0,0.2,3.1,0.0,8.05
9222018,@ Belmont,W 3 - 0,3,41.5,22.0,130.5,0.14210000000000006,38.5,3.4,7.4,57.9,3.7,1.5,11.6,0.3,52.2,0.2,0.0,0.7,0.0583,1.9,0.1,0.4,7.0,0.1,0.0,0.0,0.0,0.3,6.7,3.1,18.1,0.2016,0.4,0.0,0.1,0.7,0.0,0.8,2.5,0.1,8.75,6.3,2.4,17.7,0.2209,0.1,0.1,1.5,0.9,0.0,0.1,3.2,0.0,8.1
9282018,UT Martin,W 3 - 1,4,44.0,21.2,135.3,0.15710000000000005,40.8,3.5,7.7,61.5,3.3,1.5,11.6,0.4,54.8,0.1,0.0,0.3,0.0333,1.8,0.3,0.3,6.9,0.0,0.0,0.0,0.0,0.4,5.8,3.0,16.5,0.1668,0.4,0.0,0.1,0.7,0.0,0.8,2.3,0.1,7.75,7.7,2.1,19.9,0.2668,0.1,0.1,1.4,0.9,0.0,0.1,3.4,0.1,9.6
9292018,Southeast Mo. St.,W 3 - 1,4,47.4,20.3,137.3,0.18340000000000006,44.5,4.0,7.8,62.6,3.9,1.5,11.6,0.7,58.7,0.1,0.0,0.1,0.1,2.9,0.3,0.3,7.4,0.3,0.0,0.0,0.0,0.4,4.9,2.5,14.2,0.14940000000000006,0.4,0.0,0.1,0.5,0.0,0.8,2.2,0.1,6.8,8.5,1.9,20.8,0.3046,0.1,0.1,1.2,0.9,0.0,0.1,3.2,0.1,10.3
10052018,@ Murray St.,L 0 - 3,3,47.0,19.9,138.5,0.18180000000000004,44.4,4.2,7.7,63.7,4.1,1.3,11.6,0.8,58.3,0.1,0.0,0.1,0.1,2.8,0.5,0.3,7.6,0.4,0.0,0.0,0.0,0.6,4.5,2.6,13.6,0.08270000000000002,0.4,0.0,0.1,0.5,0.0,0.8,2.2,0.1,6.4,8.6,1.9,21.2,0.3054,0.1,0.1,0.9,0.8,0.0,0.3,3.2,0.1,10.6
10062018,@ Austin Peay,L 1 - 3,4,49.5,20.7,145.1,0.1852000000000001,46.8,4.7,7.9,68.2,3.8,1.3,10.9,1.1,60.95,0.1,0.0,0.1,0.1,3.7,0.8,0.4,8.9,0.4,0.0,0.0,0.0,0.9,4.1,2.4,12.7,0.07760000000000003,0.3,0.0,0.1,0.7,0.0,0.8,2.0,0.1,5.9,8.6,2.2,22.4,0.2686,0.1,0.1,0.8,0.8,0.0,0.4,3.1,0.1,10.65
10122018,@ Tennessee Tech,L 0 - 3,3,51.4,20.3,147.2,0.20470000000000005,48.6,4.5,8.2,69.6,3.8,1.1,9.7,1.1,61.85,0.1,0.0,0.1,0.1,3.6,0.8,0.4,9.8,0.4,0.0,0.0,0.0,0.9,3.6,1.7,10.9,0.08870000000000001,0.3,0.0,0.1,0.6,0.0,0.5,1.5,0.1,4.85,9.0,2.4,23.6,0.2613,0.1,0.1,0.8,0.7,0.0,0.4,2.8,0.1,10.9
10132018,@ Jacksonville St.,L 0 - 3,3,51.1,21.1,143.5,0.19490000000000005,48.6,4.6,8.1,66.7,3.9,1.0,8.5,1.2,60.95,0.1,0.0,0.1,0.1,3.7,0.9,0.5,10.1,0.5,0.0,0.0,0.0,1.0,3.0,1.7,9.6,0.04250000000000001,0.2,0.0,0.1,0.4,0.0,0.4,0.9,0.1,3.85,9.3,2.7,23.7,0.2599,0.1,0.1,0.7,0.5,0.0,0.4,2.7,0.1,11.15
10192018,Morehead St.,W 3 - 1,4,50.8,21.0,143.7,0.19360000000000005,48.2,4.4,8.2,68.1,3.6,1.0,8.4,1.2,60.4,0.2,0.0,0.2,0.2,4.2,1.0,0.5,12.7,0.5,0.0,0.0,0.0,1.2,3.6,1.9,10.3,0.05220000000000001,0.2,0.0,0.1,0.6,0.0,0.4,1.0,0.0,4.5,8.8,2.3,22.3,0.2674,0.0,0.0,0.4,0.5,0.0,0.4,2.2,0.1,10.3
10202018,Eastern Ky.,W 3 - 1,4,48.0,21.2,139.5,0.18150000000000005,45.5,4.3,7.3,65.9,3.6,0.9,8.0,1.2,57.2,0.2,0.0,0.2,0.2,4.9,1.2,0.5,14.6,0.6,0.0,0.0,0.0,1.4,3.6,1.7,10.4,0.05800000000000001,0.1,0.0,0.1,0.9,0.0,0.3,1.2,0.0,4.5,7.7,2.2,19.1,0.23620000000000005,0.0,0.0,0.2,0.4,0.0,0.4,1.7,0.1,8.95
10242018,Eastern Ill.,W 3 - 2,5,52.0,23.0,151.5,0.18200000000000008,49.4,4.8,7.6,71.9,3.4,0.8,7.8,1.3,61.5,0.2,0.0,0.2,0.2,5.6,1.4,0.4,17.1,0.6,0.0,0.0,0.0,1.6,5.5,2.0,13.0,0.08430000000000001,0.2,0.0,0.0,1.2,0.0,0.2,1.3,0.1,6.35,7.0,1.9,17.4,0.21270000000000008,0.0,0.0,0.1,0.2,0.0,0.4,1.3,0.1,8.05
