Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Player 3 Kills,Player 3 Errors,Player 3 Total Attacks,Player 3 Hit Pct,Player 3 Assists,Player 3 Aces,Player 3 SErr,Player 3 Digs,Player 3 RErr,Player 3 Block Solos,Player 3 Block Assists,Player 3 BErr,Player 3 PTS,Player 8 Kills,Player 8 Errors,Player 8 Total Attacks,Player 8 Hit Pct,Player 8 Assists,Player 8 Aces,Player 8 SErr,Player 8 Digs,Player 8 RErr,Player 8 Block Solos,Player 8 Block Assists,Player 8 BErr,Player 8 PTS
8302019,Morehead St.,W 3 - 2,5.0,51.0,19.0,177.0,0.181,50.0,7.0,6.0,96.0,6.0,6.0,8.0,4.0,68.0,4.0,2.0,14.0,0.14300000000000002,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
8302019,Davidson,W 3 - 2,5.0,52.5,25.0,175.5,0.15650000000000006,50.5,7.0,6.5,82.5,4.5,5.0,12.0,3.5,70.5,8.0,3.0,22.0,0.205,0.0,0.5,1.0,4.0,0.5,0.0,0.0,0.0,8.5,1.0,1.5,3.5,-0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.25
8312019,N.C. A&T,W 3 - 0,3.0,48.0,20.33333333333333,152.0,0.19333333333333336,44.33333333333334,5.666666666666668,6.333333333333332,73.66666666666667,3.0,3.6666666666666665,11.333333333333336,3.0,63.0,6.0,2.6666666666666665,18.666666666666668,0.1366666666666667,0.0,0.3333333333333333,0.6666666666666666,3.0,0.3333333333333333,0.0,0.3333333333333333,0.0,6.5,2.0,1.3333333333333333,4.666666666666667,-0.19033333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,2.1666666666666665
9062019,@ American,L 2 - 3,5.0,49.5,20.75,150.25,0.20025,46.0,5.5,7.25,70.5,5.75,3.0,13.0,2.75,64.5,4.75,2.5,17.75,0.08575,0.0,0.25,0.75,3.5,0.5,0.0,0.75,0.0,5.375,3.0,2.25,7.25,-0.126,0.0,0.0,0.0,0.5,0.25,0.0,0.5,0.0,3.25
9062019,"Temple @ Washington, D.C.",L 0 - 3,3.0,45.6,20.8,145.0,0.1748,42.6,4.8,7.2,65.8,5.0,2.8,12.4,2.4,59.4,4.6,2.4,16.4,0.105,0.0,0.2,0.6,3.0,0.6,0.2,0.6,0.0,5.3,2.6,2.6,9.0,-0.1384,0.0,0.0,0.0,0.6,0.2,0.0,1.0,0.0,3.1
9072019,"Ohio @ Washington, D.C.",L 2 - 3,5.0,47.16666666666666,20.5,145.83333333333334,0.18566666666666665,44.33333333333334,5.0,7.333333333333332,67.16666666666667,5.833333333333332,3.1666666666666665,12.666666666666664,2.1666666666666665,61.66666666666666,5.833333333333332,2.833333333333333,19.83333333333333,0.11900000000000001,0.0,0.16666666666666666,0.5,3.0,0.8333333333333334,0.5,0.5,0.0,6.75,2.1666666666666665,2.1666666666666665,7.5,-0.11533333333333333,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.8333333333333334,0.0,2.583333333333333
9132019,"Southern Miss. @ Statesboro, GA",W 3 - 0,3.0,48.28571428571429,19.857142857142858,146.14285714285714,0.19685714285714284,45.0,4.857142857142857,7.428571428571429,66.42857142857143,5.428571428571429,3.0,11.714285714285715,2.142857142857143,62.0,5.0,2.4285714285714284,17.0,0.102,0.0,0.14285714285714285,0.42857142857142855,2.571428571428572,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.0,5.7857142857142865,2.0,2.142857142857143,7.428571428571429,-0.11928571428571427,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,1.0,0.0,2.5
9142019,@ Ga. Southern,W 3 - 0,3.0,48.5,19.25,142.25,0.21025,45.5,5.0,6.875,65.125,5.0,2.625,11.0,1.875,61.625,4.375,2.125,15.375,0.08925,0.125,0.125,0.375,2.375,0.625,0.375,0.375,0.0,5.0625,2.5,1.875,8.0,-0.041875,0.0,0.0,0.0,0.625,0.125,0.0,1.125,0.0,3.0625
9172019,@ Elon,W 3 - 0,3.0,47.66666666666666,18.0,137.77777777777777,0.2228888888888889,44.88888888888889,5.0,6.4444444444444455,63.555555555555564,4.777777777777779,2.4444444444444446,10.444444444444443,1.8888888888888888,60.33333333333334,3.888888888888889,1.8888888888888888,13.666666666666664,0.07933333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,2.1111111111111107,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,4.5,2.333333333333333,1.6666666666666667,7.666666666666668,-0.014999999999999994,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,1.0,0.0,2.833333333333333
9192019,Furman,W 3 - 1,4.0,49.2,19.2,140.2,0.221,46.0,5.0,6.5,63.1,4.4,2.4,10.8,2.1,62.0,4.3,2.3,15.0,0.07880000000000001,0.1,0.1,0.3,1.9,0.5,0.3,0.5,0.0,4.95,2.3,1.5,7.3,0.036500000000000005,0.0,0.0,0.0,0.5,0.1,0.1,1.0,0.0,2.9
