Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Ediger, Kelsey",Sr,OH,5-9,115,0,115,31.0,26.0,287,114,857,0.20199999999999999,40.0,23.0,27.0,325.0,42.0,1.0,32.0,1.0,327.0,1.0,
9,"van der Biezen, Taylor",Jr,S,5-9,114,0,114,31.0,31.0,34,13,131,0.16,1044.0,46.0,22.0,281.0,,3.0,44.0,3.0,105.0,43.0,
5,"DeSerpa, Nikki",So,OH,6-0,111,0,111,31.0,31.0,364,209,1098,0.141,14.0,28.0,57.0,244.0,49.0,6.0,34.0,7.0,415.0,2.0,
18,"Fergus, Megan",So,MB,5-10,108,0,108,29.0,18.0,262,112,699,0.215,8.0,4.0,8.0,37.0,,3.0,73.0,7.0,305.5,,
7,"Brierley, Katie",Jr,DS,5-6,106,0,106,31.0,,3,0,5,0.6,55.0,10.0,15.0,345.0,47.0,,,,13.0,,
11,"Korona, Ashton",Sr,MB,6-2,92,0,92,28.0,23.0,125,47,353,0.221,5.0,2.0,5.0,14.0,1.0,18.0,79.0,8.0,184.5,1.0,
8,"Austin, Sarah",Fr,OH,5-10,88,0,88,24.0,4.0,24,18,100,0.06,4.0,19.0,26.0,65.0,3.0,,2.0,,44.0,,
16,"Stone, Stephanie",So,MB,6-0,75,0,75,28.0,17.0,72,40,218,0.147,4.0,,,12.0,1.0,11.0,61.0,6.0,113.5,1.0,
6,"Rojek, Sydney",Sr,S,5-10,74,0,74,26.0,8.0,1,2,9,-0.111,83.0,10.0,12.0,120.0,,,1.0,1.0,11.5,3.0,
10,"Waide, Lauren",Jr,MB,6-1,63,0,63,26.0,19.0,82,37,221,0.204,1.0,7.0,3.0,27.0,2.0,6.0,46.0,5.0,118.0,1.0,
1,"Gorman, Jocelyn",Fr,DS,5-4,45,0,45,17.0,2.0,0,0,3,0.0,9.0,2.0,1.0,44.0,13.0,,,,2.0,,
17,"O'Brien, Mackenzie",Jr,OH,6-0,45,0,45,23.0,6.0,73,45,250,0.11199999999999999,4.0,5.0,13.0,59.0,11.0,,8.0,5.0,82.0,1.0,
13,"Kasperski, Courtney",Fr,OH,5-8,27,0,27,16.0,,2,1,8,0.125,2.0,,8.0,22.0,,,1.0,,2.5,,
19,"Udeh, Chidera",Fr,MB,5-10,15,0,15,8.0,1.0,10,10,29,0.0,1.0,,1.0,,,1.0,5.0,,13.5,,
-,TEAM,-,-,-,-,-,16,13.0,,0,1,1,-1.0,,,,,19.0,,,,,,
-,Totals,-,-,-,-,-,117,,,1339,649,3982,0.17300000000000001,1274.0,156.0,198.0,1595.0,188.0,49.0,386.0,43.0,1737.0,53.0,
-,Opponent Totals,-,-,-,-,-,117,,,1407,662,3940,0.18899999999999997,1331.0,188.0,227.0,1711.0,155.0,36.0,395.0,39.0,1828.5,54.0,
