Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Jessen, Brittany",Sr,S,5-9,105,0,105,28.0,28.0,123,36,363,0.24,1083.0,30.0,13.0,260.0,1.0,2.0,35.0,5.0,172.5,11.0,1.0
15,"Rasmussen, Anne",So,DS,5-4,105,0,105,28.0,,0,3,4,-0.75,96.0,29.0,23.0,569.0,18.0,,,,29.0,,
6,"Dotseth, Hayley",Jr,OH,5-11,103,0,103,28.0,27.0,359,151,1223,0.17,25.0,25.0,20.0,341.0,37.0,5.0,16.0,11.0,397.0,1.0,
16,"Fonseca, Mehana",So,DS,5-6,101,0,101,28.0,3.0,0,0,7,0.0,18.0,14.0,26.0,229.0,15.0,,,,14.0,,
12,"Loschen, Elizabeth",So,OH,6-1,98,0,98,28.0,24.0,187,79,609,0.177,6.0,1.0,4.0,72.0,,8.0,39.0,5.0,215.5,,
9,"Susak, Kristina",Jr,OH,5-10,98,0,98,28.0,15.0,119,66,392,0.135,22.0,7.0,24.0,243.0,15.0,4.0,10.0,5.0,135.0,,
1,"Law, Kelly",Sr,MB,5-10,85,0,85,22.0,22.0,137,33,307,0.33899999999999997,3.0,,,14.0,,12.0,48.0,9.0,173.0,2.0,
14,"West, Raquel",Sr,S,5-4,72,0,72,26.0,,0,0,2,0.0,7.0,2.0,12.0,36.0,,,,,2.0,,
5,"Kerns, Meagan",Sr,OH,5-11,70,0,70,21.0,20.0,135,38,302,0.321,2.0,7.0,15.0,24.0,,4.0,34.0,6.0,163.0,,
3,"Wilson, Taylor",Jr,MB,6-0,69,0,69,23.0,15.0,113,38,265,0.28300000000000003,8.0,3.0,5.0,45.0,,1.0,28.0,1.0,131.0,,
11,"Schmidt, Rachel",Jr,OH,6-1,52,0,52,16.0,14.0,170,90,450,0.17800000000000002,9.0,1.0,2.0,50.0,8.0,3.0,17.0,4.0,182.5,,
10,"Hesse, Kenzie",Fr,OH,5-10,13,0,13,7.0,,19,10,55,0.16399999999999998,1.0,,,3.0,,,4.0,,21.0,,
7,"Braghini, Kelly",Jr,MB,6-4,13,0,13,9.0,,6,4,19,0.105,,,,2.0,,1.0,7.0,2.0,10.5,,
-,TEAM,-,-,-,-,-,20,14.0,,0,0,0,,,,,,18.0,,,,,,
-,Totals,-,-,-,-,-,105,,,1368,548,3998,0.205,1280.0,119.0,144.0,1888.0,112.0,40.0,238.0,48.0,1646.0,14.0,
-,Opponent Totals,-,-,-,-,-,105,,,1339,554,4024,0.195,1242.0,112.0,195.0,1761.0,119.0,40.0,327.0,51.0,1654.5,26.0,
