Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
20,"Walker, Alana",Fr,MH,6-3,108,0,108,32.0,32.0,217,71,491,0.297,3.0,,,23.0,1.0,5.0,58.0,8.0,251.0,1.0,
18,"Robinson, Nia",Fr,OH,6-2,108,0,108,32.0,13.0,374,176,956,0.207,4.0,7.0,16.0,103.0,1.0,2.0,24.0,8.0,395.0,1.0,
1,"Tashima, Taylor",Sr,S,6-0,108,0,108,32.0,32.0,60,17,146,0.295,1167.0,37.0,26.0,264.0,1.0,7.0,58.0,6.0,133.0,19.0,
8,"Hazen, Gabrielle",Sr,MB,6-3,108,0,108,32.0,31.0,218,67,447,0.33799999999999997,2.0,25.0,53.0,31.0,2.0,13.0,108.0,9.0,310.0,1.0,
7,"Pitsas, Lexi",Fr,L,5-6,108,0,108,32.0,3.0,0,1,8,-0.125,95.0,22.0,35.0,306.0,36.0,,,1.0,22.0,,
9,"Johnson, Sarah",So,L/DS,5-7,103,0,103,31.0,8.0,0,0,1,0.0,22.0,28.0,40.0,211.0,20.0,,,,28.0,,
2,"Abbott, Symone",Sr,OH,6-1,100,0,100,30.0,28.0,400,134,1073,0.248,21.0,22.0,72.0,178.0,33.0,8.0,37.0,7.0,448.5,3.0,
3,"Lindroth, Allie",So,OH,6-2,69,0,69,22.0,17.0,18,9,53,0.17,1.0,4.0,6.0,70.0,34.0,,,1.0,22.0,,
15,"Williams, Danyelle",Fr,OPP,6-1,56,0,56,17.0,9.0,73,43,196,0.153,2.0,,1.0,16.0,,1.0,27.0,1.0,87.5,,
10,"Wang, Amy",Fr,L,5-6,56,0,56,24.0,5.0,0,0,0,,3.0,8.0,16.0,56.0,4.0,,,,8.0,,
11,"Bommer, Britt",Fr,S,6-1,32,0,32,18.0,,0,0,0,,4.0,5.0,5.0,4.0,,,,,5.0,,
6,"Whalen, Ivey",Fr,OH,6-3,26,0,26,9.0,5.0,10,7,28,0.107,2.0,2.0,4.0,4.0,1.0,,20.0,2.0,22.0,,
13,"Viscuso, Olivia",So,MB,6-0,25,0,25,10.0,6.0,29,11,96,0.188,,,,6.0,1.0,3.0,14.0,,39.0,1.0,
5,"Ehman, Emily",So,OH,5-8,17,0,17,7.0,2.0,0,0,0,,4.0,2.0,3.0,23.0,3.0,,,,2.0,,
4,"Fara, Rachael",Jr,MB,6-3,3,0,3,1.0,1.0,5,2,8,0.375,,,,,,,1.0,1.0,5.5,,
-,TEAM,-,-,-,-,-,5,5.0,,0,0,0,,,,,,4.0,,,,,,
-,Totals,-,-,-,-,-,108,,,1404,538,3503,0.247,1330.0,162.0,277.0,1295.0,141.0,39.0,347.0,44.0,1778.5,26.0,
-,Opponent Totals,-,-,-,-,-,108,,,1335,485,3326,0.256,1242.0,141.0,197.0,1315.0,162.0,64.0,390.0,51.0,1735.0,25.0,
