Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
15,"Harris, Deja",Jr,MB,6-2,117,0,117,31.0,31.0,346,119,660,0.344,3.0,20.0,45.0,75.0,1.0,17.0,133.0,28.0,449.5,2.0,
13,"Pritchard, Devyn",Sr,L/DS,5-8,116,0,116,31.0,,6,0,12,0.5,74.0,17.0,32.0,546.0,23.0,,,,23.0,,
18,"Cage, Alexis",Sr,OH,6-2,116,0,116,31.0,31.0,299,112,844,0.222,12.0,13.0,14.0,258.0,27.0,4.0,47.0,9.0,339.5,2.0,
16,"Little, Baylee",Sr,MB,6-0,108,0,108,30.0,30.0,196,65,414,0.316,2.0,,,19.0,,4.0,82.0,13.0,241.0,,
6,"Dunbar, Ashlynn",So,OH,6-0,108,0,108,30.0,23.0,272,169,761,0.135,32.0,12.0,26.0,192.0,22.0,4.0,66.0,9.0,321.0,2.0,
11,"Peoples, Gabi",Fr,DS,5-10,106,0,106,31.0,24.0,39,15,89,0.27,1040.0,10.0,32.0,170.0,,2.0,43.0,5.0,72.5,21.0,
7,"Turnlund, Hannah",So,OH,5-11,105,0,105,30.0,17.0,287,158,769,0.168,3.0,1.0,4.0,52.0,3.0,,27.0,7.0,301.5,,
17,"McGrath, Sam",So,L/DS,5-4,82,0,82,27.0,6.0,2,0,3,0.667,9.0,18.0,21.0,131.0,11.0,,,,20.0,,
1,"Psoma, Alexandra",Jr,OH,5-10,57,0,57,17.0,15.0,124,78,383,0.12,4.0,8.0,22.0,79.0,15.0,2.0,13.0,1.0,140.5,,
14,"Thompson, Indigo",Jr,DS,5-6,39,0,39,15.0,7.0,3,4,17,-0.059000000000000004,278.0,5.0,5.0,41.0,,,9.0,1.0,12.5,4.0,
8,"Teter, Loren",So,DS,5-6,34,0,34,17.0,,0,0,1,0.0,3.0,3.0,9.0,27.0,2.0,,,,3.0,,
9,"Reeves, Tamia",So,MB,6-1,11,0,11,4.0,1.0,14,9,39,0.128,2.0,,,2.0,,1.0,5.0,1.0,17.5,,
12,"Gillcrist, Eric",Fr,MB,6-1,11,0,11,4.0,1.0,8,8,41,0.0,1.0,,1.0,6.0,,,15.0,2.0,15.5,,
4,"Harris, Alex",So,OH,5-10,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,25,17.0,,0,0,0,,,,,,25.0,,,,,,
-,Totals,-,-,-,-,-,117,,,1596,737,4033,0.213,1463.0,107.0,211.0,1598.0,129.0,34.0,440.0,76.0,1957.0,31.0,
-,Opponent Totals,-,-,-,-,-,117,,,1385,593,3871,0.205,1274.0,129.0,233.0,1403.0,107.0,44.0,514.0,55.0,1815.0,40.0,
