Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Phillip, Shayla",So,MB,5-10,124,0,124,31.0,31.0,258,89,552,0.306,4.0,13.0,17.0,57.0,2.0,7.0,71.0,16.0,313.5,,
14,"Rayzor, Sierra",Fr,MB,6-0,124,0,124,31.0,31.0,112,40,282,0.255,3.0,,1.0,27.0,3.0,10.0,83.0,9.0,163.5,,
12,"Tiesman, Grace",So,DS,5-8,124,0,124,31.0,7.0,51,32,186,0.102,35.0,29.0,53.0,469.0,49.0,4.0,5.0,1.0,86.5,4.0,
8,"Hobbs, Kelsi",So,OH,6-1,123,0,123,31.0,28.0,384,159,1152,0.195,8.0,32.0,38.0,304.0,33.0,1.0,35.0,3.0,434.5,1.0,
2,"Anderton, Taylor",Jr,S,5-10,122,0,122,31.0,30.0,42,20,162,0.136,1135.0,20.0,43.0,268.0,3.0,3.0,41.0,10.0,85.5,44.0,
4,"Boesing, Krista",Jr,OH,5-10,122,0,122,31.0,28.0,501,228,1479,0.185,6.0,7.0,15.0,155.0,14.0,14.0,42.0,16.0,543.0,,
5,"St. Germain, Morgan",Sr,L,5-3,109,0,109,29.0,10.0,1,0,4,0.25,24.0,14.0,42.0,211.0,20.0,,1.0,,15.5,3.0,
15,"Schouten, Alana",Jr,L,5-8,109,0,109,29.0,,0,0,0,,3.0,19.0,22.0,62.0,2.0,,,,19.0,1.0,
10,"Strand, Kendal",Fr,OH,5-11,78,0,78,22.0,11.0,118,73,373,0.121,22.0,8.0,24.0,209.0,25.0,1.0,3.0,3.0,128.5,,
4,"Johnson, Courtney",So,L/DS,5-5,66,0,66,21.0,,1,0,3,0.33299999999999996,12.0,11.0,15.0,72.0,6.0,,,,12.0,,
4,"Watford, Elise",Jr,OH,5-11,51,0,51,15.0,5.0,61,48,195,0.067,,,,16.0,,,25.0,7.0,73.5,,
11,"Meglic, Corinne",Fr,S,5-10,28,0,28,14.0,5.0,4,2,9,0.222,213.0,5.0,10.0,37.0,,,6.0,3.0,12.0,9.0,
6,"Cerasoli, Gabbi",Fr,S,5-8,3,0,3,2.0,,0,0,0,,,,1.0,,,,,,,,
9,"Smith, Alex",Fr,OH,5-11,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,13,11.0,,0,0,0,,,,,,10.0,,,,,,
-,Totals,-,-,-,-,-,124,,,1533,691,4397,0.191,1465.0,158.0,281.0,1887.0,167.0,40.0,312.0,68.0,1887.0,62.0,
-,Opponent Totals,-,-,-,-,-,124,,,1516,632,4278,0.207,1421.0,168.0,243.0,1880.0,157.0,33.0,435.0,45.0,1934.5,37.0,
