Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Muldrow, Maya",Sr,MB,6-1,118,0,118,32.0,32.0,218,94,564,0.22,1.0,,2.0,23.0,1.0,16.0,94.0,2.0,281.0,,
9,"Tingelhoff, Jade",Jr,S,6-0,116,0,116,32.0,32.0,50,21,181,0.16,1144.0,15.0,31.0,316.0,,1.0,57.0,1.0,94.5,24.0,
12,"Nolan, Carly",Jr,OH,6-0,116,0,116,32.0,32.0,473,227,1488,0.165,29.0,27.0,63.0,347.0,28.0,7.0,45.0,3.0,529.5,,
5,"Ogle, Elly",Jr,S,5-11,114,0,114,32.0,31.0,175,116,612,0.096,35.0,15.0,23.0,258.0,2.0,1.0,59.0,6.0,220.5,3.0,
21,"Jones, Jasmine",Jr,MB,6-0,109,0,109,31.0,31.0,175,56,419,0.284,5.0,,1.0,17.0,,22.0,100.0,8.0,247.0,,
2,"Williams, Abby",Jr,DS,5-9,108,0,108,31.0,2.0,0,1,1,-1.0,84.0,16.0,18.0,416.0,19.0,,,,16.0,,
8,"Kostelac, Erica",Fr,OH,6-2,105,0,105,30.0,18.0,318,140,909,0.196,6.0,1.0,4.0,75.0,6.0,10.0,35.0,20.0,346.5,1.0,
11,"Eller, Maya",Fr,DS,5-9,94,0,94,31.0,2.0,0,2,6,-0.33299999999999996,30.0,19.0,34.0,199.0,20.0,,,,19.0,,
22,"Stamatiou, Chrysanthi",Fr,OH,6-0,93,0,93,31.0,11.0,61,43,222,0.081,14.0,9.0,22.0,157.0,23.0,2.0,10.0,1.0,77.0,,
20,"Azzara, Emily",Fr,DS,5-8,66,0,66,23.0,,1,0,2,0.5,2.0,9.0,17.0,57.0,,,,,10.0,,
4,"Wolf, Sabrina",So,DS,5-10,46,0,46,18.0,,1,0,2,0.5,3.0,1.0,19.0,12.0,1.0,,,,2.0,,
6,"Shepherd, Parker",Sr,S,5-10,16,0,16,11.0,,1,2,11,-0.091,33.0,2.0,4.0,11.0,,1.0,,1.0,4.0,3.0,
17,"Kissel, Megan",Fr,MB,6-1,11,0,11,6.0,1.0,6,3,22,0.136,,,,1.0,,1.0,2.0,1.0,8.0,,
-,TEAM,-,-,-,-,-,9,7.0,,0,0,0,,,,,,10.0,,,,,,
-,Totals,-,-,-,-,-,118,,,1479,705,4439,0.174,1386.0,114.0,238.0,1889.0,110.0,61.0,402.0,43.0,1855.0,31.0,
-,Opponent Totals,-,-,-,-,-,118,,,1507,658,4331,0.196,1423.0,110.0,221.0,1933.0,114.0,61.0,514.0,51.0,1935.0,34.0,
