Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
19,"Mendoza, Alex",Sr,S,5-11,108,0,108,30.0,24.0,32,9,87,0.264,922.0,29.0,31.0,251.0,,1.0,27.0,3.0,75.5,21.0,
1,"Payne, Clara",Jr,MB,6-2,106,0,106,30.0,28.0,233,60,598,0.289,8.0,9.0,12.0,53.0,2.0,17.0,82.0,13.0,300.0,,
23,"Ehieze, Priscilla",Sr,RS,5-10,105,0,105,30.0,16.0,224,89,573,0.23600000000000002,2.0,,,45.0,,8.0,42.0,17.0,253.0,,
2,"McLamb, Maria",Jr,DS,5-8,98,0,98,30.0,2.0,1,1,9,0.0,53.0,5.0,12.0,381.0,17.0,,,,6.0,3.0,
22,"Davey, Reagan",Jr,OH,5-9,96,0,96,30.0,19.0,243,129,844,0.135,17.0,26.0,36.0,222.0,39.0,4.0,26.0,4.0,286.0,2.0,
6,"Holland, Joli",Sr,MB,5-11,96,0,96,28.0,26.0,167,56,391,0.284,6.0,16.0,20.0,64.0,1.0,12.0,58.0,20.0,224.0,,
7,"Carter, Doris",Fr,OH,5-10,94,0,94,28.0,18.0,255,109,754,0.19399999999999998,7.0,4.0,11.0,134.0,16.0,11.0,28.0,6.0,284.0,,
33,"Stowell, Briana",Jr,S,5-8,81,0,81,29.0,9.0,19,2,43,0.395,243.0,20.0,5.0,162.0,,,1.0,,39.5,11.0,
11,"Ribas, Faby",Fr,DS,5-5,76,0,76,27.0,3.0,2,1,3,0.33299999999999996,23.0,4.0,6.0,182.0,21.0,,,,6.0,1.0,
15,"Benitez, Nikkia",Fr,OH,5-11,76,0,76,27.0,19.0,94,75,356,0.053,11.0,12.0,13.0,178.0,22.0,3.0,17.0,5.0,117.5,,
5,"Brown, Jaedan",Fr,MB,6-0,44,0,44,16.0,8.0,54,27,146,0.185,1.0,3.0,3.0,14.0,,2.0,22.0,8.0,70.0,,
16,"Richeson, Sydney",So,DS,5-3,39,0,39,15.0,,2,0,3,0.667,8.0,3.0,4.0,101.0,5.0,,,,5.0,,
21,"Kurdziuk, Julita",Sr,RS,6-3,26,0,26,15.0,5.0,25,16,87,0.10300000000000001,2.0,,,9.0,,,8.0,,29.0,,
13,"Musemuna, Nyemba",Fr,MB,6-1,26,0,26,16.0,3.0,5,7,19,-0.105,2.0,,,3.0,1.0,1.0,6.0,,9.0,,
8,"Smith, Hannah",Sr,MB,6-3,12,0,12,7.0,,8,4,28,0.14300000000000002,,,,7.0,,,2.0,,9.0,,
3,"Lewis, Mary Hannah",Fr,S,6-0,4,0,4,4.0,,0,0,1,0.0,2.0,,,,,,,,,,
12,"Embry, Claire",So,OH,5-11,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,15,10.0,,0,1,1,-1.0,,,,,13.0,,,,,,
-,Totals,-,-,-,-,-,108,,,1364,586,3943,0.19699999999999998,1307.0,131.0,153.0,1806.0,137.0,59.0,319.0,76.0,1713.5,38.0,
-,Opponent Totals,-,-,-,-,-,108,,,1475,551,4065,0.22699999999999998,1376.0,137.0,156.0,1764.0,131.0,48.0,326.0,66.0,1823.0,41.0,
