Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Parker, Alexsa",So,S,5-8,107,0,107,28.0,22.0,9,5,30,0.133,597.0,42.0,34.0,224.0,,,2.0,2.0,52.0,3.0,
8,"Hernandez, Mary",Sr,S,5-7,106,0,106,28.0,6.0,6,3,20,0.15,501.0,16.0,22.0,177.0,,1.0,,,23.0,5.0,
2,"Calvin, Lindsey",Jr,MB,6-2,106,0,106,28.0,23.0,206,77,626,0.20600000000000002,2.0,,1.0,28.0,2.0,4.0,91.0,7.0,255.5,,
17,"Knudsen, Lindsey",Jr,S,6-0,106,0,106,28.0,27.0,227,89,690,0.2,19.0,25.0,21.0,249.0,42.0,8.0,36.0,10.0,278.0,,
9,"Hughes, Morgan",Jr,OH,5-10,99,0,99,27.0,26.0,227,71,488,0.32,6.0,22.0,46.0,65.0,1.0,12.0,86.0,7.0,304.0,,
6,"Young, Sienna",So,OH,5-11,99,0,99,27.0,18.0,242,99,645,0.222,7.0,8.0,13.0,68.0,15.0,1.0,37.0,2.0,269.5,,
12,"O'Sullivan, Alex",Jr,MB,5-10,80,0,80,26.0,20.0,87,40,216,0.218,4.0,,,9.0,1.0,15.0,88.0,17.0,146.0,,
10,"Wilkerson, Madi",Sr,L,5-5,78,0,78,23.0,,0,2,7,-0.28600000000000003,61.0,24.0,21.0,284.0,35.0,,,,24.0,2.0,
3,"Bible, Emily",Jr,OH,5-9,70,0,70,24.0,,1,0,5,0.2,9.0,7.0,19.0,105.0,13.0,,,,8.0,1.0,
15,"Chase, Sarah",Jr,OH,6-0,64,0,64,17.0,6.0,80,41,245,0.159,10.0,4.0,9.0,129.0,21.0,2.0,18.0,5.0,95.0,,
21,"Laird, Jennifer",Fr,OH,5-11,61,0,61,18.0,5.0,95,55,289,0.138,1.0,,,17.0,,2.0,41.0,2.0,117.5,,
5,"Rund, Payton",Jr,OH,6-1,54,0,54,15.0,13.0,97,38,368,0.16,9.0,9.0,3.0,103.0,11.0,3.0,16.0,2.0,117.0,,
7,"Pitts, Aubrey",So,MB,6-2,20,0,20,11.0,2.0,26,15,70,0.157,,,,2.0,,2.0,18.0,2.0,37.0,,
20,"Baumann, Madison",Fr,MB,6-0,1,0,1,1.0,,1,1,2,0.0,,,,,,,,,1.0,,
-,TEAM,-,-,-,-,-,15,11.0,,0,0,0,,,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,107,,,1304,536,3701,0.20800000000000002,1226.0,157.0,189.0,1460.0,157.0,50.0,433.0,56.0,1727.5,11.0,
-,Opponent Totals,-,-,-,-,-,107,,,1480,609,3803,0.22899999999999998,1360.0,157.0,192.0,1588.0,157.0,50.0,373.0,54.0,1873.5,21.0,
