Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Manusky, Logan",Fr,OH,5-9,117,0,117,33.0,11.0,3,4,15,-0.067,19.0,19.0,16.0,283.0,17.0,,,1.0,22.0,1.0,
17,"Rhodes, Mckala",Jr,OH,5-10,117,0,117,33.0,1.0,18,3,37,0.405,99.0,17.0,11.0,530.0,21.0,1.0,1.0,,36.5,4.0,
20,"Mummey, Krissy",Sr,MB,6-3,115,0,115,32.0,32.0,347,81,648,0.41,12.0,14.0,9.0,47.0,,21.0,85.0,19.0,424.5,2.0,
13,"Beckman, Allison",Jr,S,5-10,115,0,115,32.0,31.0,54,10,134,0.32799999999999996,1287.0,18.0,13.0,286.0,1.0,1.0,35.0,11.0,90.5,8.0,
1,"Feddersen, Jane",Sr,MB,6-2,113,0,113,33.0,33.0,156,45,338,0.32799999999999996,4.0,1.0,2.0,32.0,,22.0,101.0,6.0,229.5,,
2,"Madison, Kennedy",Jr,MB,6-0,113,0,113,32.0,20.0,320,114,695,0.29600000000000004,6.0,,,65.0,,14.0,82.0,10.0,375.0,3.0,
11,"Rachel, Devon",Jr,OH,6-0,103,0,103,30.0,30.0,371,113,1089,0.237,16.0,16.0,11.0,244.0,31.0,7.0,41.0,5.0,414.5,1.0,
19,"Freed, Lauren",So,OH,5-10,102,0,102,30.0,28.0,279,169,853,0.129,22.0,18.0,18.0,264.0,23.0,3.0,26.0,10.0,313.0,1.0,
3,"Brennan, Riana",Sr,OH,5-11,93,0,93,32.0,7.0,41,31,165,0.061,9.0,18.0,11.0,101.0,10.0,2.0,4.0,1.0,63.0,,
22,"Murphy, Meghan",Fr,OH,6-4,65,0,65,29.0,2.0,54,19,157,0.223,1.0,1.0,,18.0,,1.0,22.0,4.0,67.0,,
18,"Tucker, Natalie",Jr,S,5-8,57,0,57,27.0,2.0,1,0,5,0.2,74.0,7.0,7.0,32.0,,,1.0,,8.5,2.0,
15,"Eisnaugle, Peyton",So,MB,6-1,25,0,25,16.0,1.0,21,9,52,0.231,,,,1.0,,1.0,17.0,3.0,30.5,,
40,"Ridinger, Ella",Fr,RS,5-11,6,0,6,4.0,,1,0,3,0.33299999999999996,1.0,2.0,,3.0,,,,,3.0,,
-,TEAM,-,-,-,-,-,11,7.0,,0,0,0,,,,,,9.0,,,,,,
-,Totals,-,-,-,-,-,118,,,1666,598,4191,0.255,1550.0,131.0,98.0,1906.0,112.0,73.0,415.0,70.0,2077.5,22.0,
-,Opponent Totals,-,-,-,-,-,118,,,1366,693,4240,0.159,1292.0,112.0,187.0,1660.0,131.0,39.0,436.0,64.0,1735.0,65.0,
