Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Bethune, Haven",So,S,5-10,102,0,102,29.0,7.0,41,16,117,0.214,801.0,7.0,10.0,103.0,,2.0,32.0,6.0,66.0,13.0,
11,"Strong, Allie",So,OH,5-7,101,0,101,29.0,22.0,160,81,564,0.14,16.0,22.0,59.0,251.0,41.0,,20.0,8.0,192.0,3.0,
2,"Bockrath, Carolyn",Sr,MB,6-2,98,0,98,27.0,26.0,337,78,683,0.379,10.0,19.0,19.0,89.0,,10.0,49.0,4.0,390.5,,
10,"Clay, Amber",Sr,OH,5-10,94,0,94,29.0,26.0,289,124,741,0.223,13.0,15.0,21.0,247.0,24.0,5.0,24.0,2.0,321.0,1.0,
7,"Lum, Nikki",So,S,5-6,92,0,92,28.0,20.0,5,5,22,0.0,432.0,22.0,36.0,166.0,1.0,,,,27.0,1.0,
20,"Wesley, Vanessa",Sr,MB,6-3,92,0,92,27.0,24.0,238,57,489,0.37,5.0,,,21.0,,16.0,68.0,6.0,288.0,,
8,"Petersen, Ellie",Sr,S,5-9,87,0,87,28.0,,1,0,4,0.25,31.0,15.0,26.0,246.0,15.0,,,,16.0,,
1,"Oglivie, Ana",Fr,S,5-6,80,0,80,23.0,,1,0,13,0.077,70.0,24.0,22.0,282.0,24.0,,,,25.0,1.0,
4,"Pickell, Jaden",Sr,OH,6-0,68,0,68,24.0,12.0,120,46,296,0.25,5.0,5.0,11.0,46.0,2.0,,16.0,1.0,133.0,,
12,"Gearon, Rachel",Sr,MB,6-1,56,0,56,25.0,11.0,115,29,265,0.325,,2.0,2.0,23.0,,6.0,24.0,3.0,135.0,1.0,
22,"Morriss, Sydney",So,OPP,6-0,45,0,45,15.0,12.0,80,43,233,0.159,4.0,,4.0,45.0,,1.0,22.0,2.0,92.0,,
15,"Horace, Courtney",So,OH,5-11,42,0,42,14.0,6.0,107,50,277,0.20600000000000002,2.0,2.0,6.0,33.0,5.0,6.0,7.0,8.0,118.5,1.0,
18,"Petersen, Maggie",Fr,L,5-7,22,0,22,9.0,,1,1,4,0.0,2.0,1.0,6.0,39.0,1.0,,,,2.0,,
5,"Wortman, Kennedy",Fr,L,5-7,20,0,20,10.0,,0,1,2,-0.5,2.0,2.0,4.0,26.0,4.0,,,,2.0,,
9,"Eckford, Monica",Fr,MB,5-10,14,0,14,8.0,1.0,8,4,18,0.222,,,,1.0,1.0,,4.0,1.0,10.0,,
13,"Presley, Hannah",Fr,S,5-11,11,0,11,10.0,,1,1,5,0.0,26.0,,1.0,1.0,,4.0,1.0,,5.5,1.0,
17,"Benoit, Bella",Fr,OH,6-2,9,0,9,4.0,1.0,4,6,22,-0.091,,,,,,,2.0,,5.0,,
3,"Alexander, Avery",Sr,S,5-8,6,0,6,5.0,,1,0,4,0.25,,1.0,2.0,1.0,2.0,,,,2.0,,
6,"Hembree, Hallie",Fr,OPP,6-1,2,0,2,2.0,,0,0,0,,,,,1.0,,,,,,,
21,"Schieve, Bailey",Fr,OPP,6-4,1,0,1,1.0,,2,0,2,1.0,,,,,,,,,2.0,,
-,TEAM,-,-,-,-,-,20,13.0,1.0,33,20,98,0.133,,5.0,5.0,33.0,12.0,3.0,2.0,,42.0,1.0,
-,Totals,-,-,-,-,-,108,,,1544,562,3859,0.254,1419.0,142.0,234.0,1654.0,132.0,53.0,271.0,41.0,1874.5,23.0,
-,Opponent Totals,-,-,-,-,-,108,,,1246,507,3694,0.2,1161.0,133.0,179.0,1471.0,141.0,65.0,255.0,43.0,1571.5,32.0,
