Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Gibson, Maggie",Jr,DS,5-9,124,0,124,31.0,31.0,71,19,201,0.259,1214.0,25.0,19.0,374.0,1.0,6.0,82.0,12.0,143.0,13.0,
1,"Boatman, Abby",Jr,MB,6-0,124,0,124,31.0,31.0,184,68,541,0.214,5.0,10.0,42.0,75.0,,16.0,126.0,8.0,273.0,,
2,"Helms, Jessica",Sr,L/DS,5-5,124,0,124,31.0,,0,1,9,-0.111,99.0,9.0,16.0,517.0,36.0,,,,9.0,,
7,"Waelbroeck, Kori",Sr,RS,6-1,124,0,124,31.0,31.0,456,141,1350,0.233,15.0,20.0,27.0,324.0,1.0,10.0,96.0,5.0,534.0,,
9,"Schuenemann, Rhiannon",Fr,L/DS,5-7,122,0,122,31.0,10.0,3,7,27,-0.14800000000000002,13.0,9.0,17.0,235.0,18.0,,,,12.0,1.0,
17,"Scott, Elizabeth",Jr,OH,5-11,118,0,118,31.0,21.0,124,49,483,0.155,12.0,35.0,23.0,260.0,25.0,3.0,13.0,2.0,168.5,2.0,
11,"Hoffman, Haley",So,MB,6-2,117,0,117,29.0,29.0,173,42,445,0.294,1.0,,1.0,17.0,,17.0,111.0,8.0,245.5,,
16,"Fisher, Gabrielle",Sr,OH,6-0,107,0,107,29.0,19.0,267,153,853,0.134,13.0,23.0,42.0,140.0,18.0,1.0,28.0,4.0,305.0,2.0,
6,"Wright, Mckayla",So,DS,5-8,81,0,81,26.0,7.0,82,47,301,0.11599999999999999,11.0,7.0,13.0,92.0,14.0,,12.0,2.0,95.0,,
13,"Dean, Maddie",Fr,OH,5-11,70,0,70,24.0,5.0,132,48,415,0.20199999999999999,2.0,,1.0,44.0,,3.0,19.0,3.0,144.5,,
15,"Sheets, Samantha",Fr,MB,6-0,8,0,8,3.0,2.0,1,0,5,0.2,,,,1.0,,2.0,5.0,,5.5,,
8,"Schlechte, Rebecca",Fr,S,5-7,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
12,"Johnson, Kaitlyn",So,RS,5-10,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,26,17.0,,0,0,0,,,,,,22.0,,,,,,
-,Totals,-,-,-,-,-,124,,,1493,575,4630,0.198,1385.0,138.0,201.0,2079.0,135.0,58.0,492.0,44.0,1935.0,18.0,
-,Opponent Totals,-,-,-,-,-,124,,,1731,730,4912,0.204,1652.0,135.0,196.0,2329.0,138.0,33.0,318.0,55.0,2058.0,21.0,
