Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Tower, Carly",So,MB,6-3,84,0,84,23.0,22.0,133,60,346,0.21100000000000002,4.0,5.0,12.0,39.0,2.0,8.0,86.0,4.0,189.0,1.0,
23,"Dozier, Tori",So,S,5-10,84,0,84,23.0,22.0,94,24,261,0.268,664.0,6.0,13.0,218.0,1.0,3.0,62.0,8.0,134.0,10.0,
1,"Douglas, Lauren",Fr,L/DS,5-5,84,0,84,23.0,4.0,0,0,6,0.0,57.0,13.0,20.0,283.0,39.0,,,,13.0,,
3,"Lindquist, Sara",Sr,OH,6-2,83,0,83,23.0,17.0,185,98,607,0.14300000000000002,2.0,1.0,7.0,66.0,8.0,6.0,34.0,1.0,209.0,1.0,
10,"Bischoff, Mallen",Fr,OH,5-11,73,0,73,22.0,17.0,154,81,462,0.158,13.0,7.0,17.0,173.0,22.0,4.0,12.0,,171.0,,
12,"Leonard, Zoe",Jr,L,5-10,70,0,70,22.0,2.0,2,2,14,0.0,34.0,11.0,19.0,134.0,13.0,,,,13.0,2.0,
7,"Schoenberger, Maddy",So,RS,6-0,64,0,64,21.0,1.0,0,2,4,-0.5,22.0,7.0,13.0,87.0,2.0,,,,7.0,,
11,"Nagel-Caland, Olympia",Fr,OPP,6-0,61,0,61,20.0,10.0,57,47,232,0.043,5.0,6.0,16.0,63.0,5.0,,18.0,,72.0,1.0,
25,"Akinwumi, Tola",Fr,MB,6-1,50,0,50,16.0,12.0,63,28,173,0.20199999999999999,2.0,,,8.0,,9.0,41.0,3.0,92.5,,
5,"Petit, Elise",Fr,OH,6-1,46,0,46,17.0,7.0,81,48,319,0.10300000000000001,6.0,8.0,12.0,78.0,13.0,6.0,17.0,1.0,103.5,1.0,
22,"Cox, Corinnne",So,RS,6-1,45,0,45,17.0,,2,1,6,0.16699999999999998,16.0,12.0,21.0,17.0,,,,,14.0,1.0,
17,"Kott, Abby",So,MB,6-2,35,0,35,10.0,9.0,62,22,143,0.28,1.0,,6.0,5.0,,9.0,21.0,2.0,81.5,,
21,"Bozoian, Samantha",Jr,OPP,6-0,30,0,30,12.0,7.0,48,21,140,0.193,1.0,,,14.0,,1.0,9.0,1.0,53.5,,
27,"Poselski, Leeza",Fr,RS,6-1,19,0,19,12.0,2.0,22,16,66,0.091,,,,6.0,,,11.0,,27.5,1.0,
24,"Dressel, Morgan",Jr,MB,6-1,16,0,16,7.0,3.0,11,7,40,0.1,,,,2.0,1.0,1.0,12.0,1.0,18.0,,
9,"Carey, Allie",So,RS,6-3,10,0,10,5.0,3.0,8,8,35,0.0,,,,4.0,,,3.0,,9.5,,
-,TEAM,-,-,-,-,-,16,10.0,,0,0,0,,,,,,11.0,,,,,,
-,Totals,-,-,-,-,-,85,,,922,465,2854,0.16,827.0,76.0,156.0,1197.0,117.0,47.0,326.0,21.0,1208.0,18.0,
-,Opponent Totals,-,-,-,-,-,85,,,1095,519,3012,0.191,1015.0,117.0,179.0,1293.0,76.0,42.0,260.0,11.0,1384.0,19.0,
