Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Patrick, Katie",Jr,MB,6-2,113,0,113,31.0,31.0,235,58,521,0.34,3.0,1.0,1.0,26.0,,42.0,90.0,21.0,323.0,,
3,"Mattingly, Patricia",Jr,S,5-8,113,0,113,31.0,31.0,57,22,180,0.19399999999999998,1073.0,27.0,28.0,275.0,,7.0,16.0,4.0,99.0,15.0,
1,"Sgattoni, Maddi",Fr,OH,5-8,111,0,111,31.0,31.0,306,104,962,0.21,18.0,47.0,39.0,246.0,19.0,4.0,32.0,3.0,373.0,,
13,"Kluger, Olivia",Sr,DS,5-11,111,0,111,31.0,5.0,22,14,101,0.079,18.0,10.0,7.0,199.0,25.0,,3.0,,33.5,,
8,"Phillips, Maggie",Sr,OH,6-0,111,0,111,31.0,26.0,273,99,786,0.221,16.0,14.0,16.0,168.0,21.0,14.0,31.0,8.0,316.5,1.0,
12,"Seelbach, Sarena",So,MB,6-0,110,0,110,31.0,31.0,204,69,527,0.256,4.0,16.0,20.0,43.0,,12.0,60.0,5.0,262.0,5.0,
11,"Dotzauer, Tara",Sr,OPP,6-0,105,0,105,31.0,24.0,304,74,752,0.306,1.0,2.0,4.0,58.0,,4.0,48.0,7.0,334.0,,
5,"Shearn, Sydney",Jr,DS,5-6,90,0,90,25.0,,1,3,14,-0.14300000000000002,84.0,7.0,24.0,433.0,21.0,,,,8.0,1.0,
2,"Minton, Darby",Jr,DS,5-9,88,0,88,30.0,2.0,1,0,4,0.25,23.0,19.0,23.0,170.0,12.0,,,,20.0,1.0,
4,"Spencer, Ally",Sr,S,5-8,66,0,66,25.0,,0,0,0,,6.0,5.0,14.0,28.0,,,,,5.0,,
18,"Murray, Dorothy",Sr,OPP,6-0,58,0,58,26.0,5.0,98,36,253,0.245,,,,17.0,,7.0,25.0,9.0,117.5,,
6,"Miles, Paige",So,S,5-11,47,0,47,22.0,,2,1,7,0.14300000000000002,179.0,5.0,3.0,54.0,,,1.0,,7.5,7.0,
9,"Solis, Emily",So,DS,5-10,35,0,35,16.0,,0,0,0,,18.0,7.0,10.0,136.0,10.0,,,,7.0,,
16,"Carter, Melissa",So,MB,6-1,19,0,19,14.0,,15,4,32,0.344,1.0,1.0,3.0,4.0,,2.0,6.0,2.0,21.0,,
15,"Montag, Amanda",Fr,OH,5-10,14,0,14,8.0,,12,10,41,0.049,,,,4.0,,,3.0,1.0,13.5,,
19,"Rozmus, Olivia",So,OH,6-1,4,0,4,4.0,,4,2,8,0.25,,,,,,,,,4.0,,
21,"Hruby, Sofia",Jr,MB,6-2,4,0,4,4.0,,4,1,8,0.375,,,,,,1.0,1.0,,5.5,,
22,"LaPlaca, Natalie",So,DS,5-3,3,0,3,3.0,,0,0,0,,,1.0,2.0,1.0,1.0,,,,1.0,,
-,TEAM,-,-,-,-,-,12,12.0,,0,0,0,,,,,,11.0,,,,,,
-,Totals,-,-,-,-,-,114,,,1538,497,4196,0.248,1444.0,162.0,194.0,1862.0,120.0,93.0,316.0,60.0,1951.0,30.0,
-,Opponent Totals,-,-,-,-,-,114,,,1398,662,4267,0.172,1297.0,120.0,184.0,1832.0,162.0,55.0,259.0,57.0,1702.5,55.0,
