0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,Idaho St.,W 3 - 0,3,1,18,2,35,0.457,,3,2,3,1,2,2,,24.0,,
08/27/2016,Gonzaga,L 2 - 3,5,1,19,9,43,0.233,,1,1,24,1,,2,1,21.0,,
08/27/2016,Butler,W 3 - 1,4,1,20,6,40,0.350,2,,,18,,,1,,20.5,,
09/02/2016,@ Missouri,W 3 - 2,5,1,25,8,48,0.354,,2,1,18,1,1,1,,28.5,,
09/02/2016,"Rice @ Columbia, Mo.",W 3 - 0,3,1,12,5,37,0.189,1,2,1,14,,,,,14.0,,
09/03/2016,"Illinois St. @ Columbia, Mo.",L 2 - 3,3,1,0,4,8,-0.500,1,,,10,1,,1,,0.5,,
09/09/2016,"Texas St. @ Portland, Ore.",W 3 - 0,3,1,14,4,31,0.323,,2,,5,4,,3,,17.5,,
09/10/2016,"CSU Bakersfield @ Portland, OR",W 3 - 1,4,1,17,2,34,0.441,1,2,1,11,,1,3,1,21.5,,
09/10/2016,@ Portland,W 3 - 0,3,1,21,6,39,0.385,,5,,15,,,2,,27.0,,
09/15/2016,@ BYU,W 3 - 2,5,1,31/,15,73,0.219,,,1,10,,,2,,32.0,1,
09/17/2016,Utah St.,W 3 - 0,3,1,17,4,41,0.317,1,,2,16,,1,2,,19.0,,
09/21/2016,@ Colorado,W 3 - 2,5,1,27,14,65,0.200,,2,2,16,1,2,2,,32.0,,
09/24/2016,Arizona St.,W 3 - 2,5,1,22,7,61,0.246,3,1,2,12,,,2,,24.0,,
09/30/2016,UCLA,L 0 - 3,3,1,11,5,31,0.194,1,,1,9,3,,2,,12.0,,
10/01/2016,Southern California,L 2 - 3,5,1,25,9,59,0.271,2,1,1,12,,,1,,26.5,,
10/07/2016,@ California,W 3 - 0,3,1,15,8,35,0.200,,1,2,7,,,1,1,16.5,,
10/09/2016,@ Stanford,W 3 - 1,4,1,20,11,51,0.176,,4,,15,,,2,1,25.0,,
10/14/2016,@ Washington,L 0 - 3,3,1,11,6,36,0.139,,,3,10,3,,,,11.0,,
10/16/2016,@ Washington St.,W 3 - 2,5,1,18,8,52,0.192,1,,3,10,2,,2,1,19.0,,
10/21/2016,Oregon,L 2 - 3,5,1,16,16,51,,1,,1,13,,,1,,16.5,,
10/22/2016,Oregon St.,W 3 - 2,5,1,26,7,52,0.365,1,2,4,10,1,,1,1,28.5,,
10/28/2016,@ Southern California,W 3 - 1,4,1,25,6,48,0.396,,,3,25,1,,2,,26.0,,
10/29/2016,@ UCLA,L 0 - 3,3,1,20,3,41,0.415,1,1,2,17,,,2,1,22.0,,
11/04/2016,California,W 3 - 0,3,1,16,4,38,0.316,1,,2,6,,1,1,1,17.5,,
11/05/2016,Stanford,L 0 - 3,3,1,12,9,41,0.073,,1,1,7,,,,,13.0,1,
11/09/2016,@ Oregon,W 3 - 1,4,1,15,7,46,0.174,1,2,1,23,,,1,1,17.5,,
11/10/2016,@ Oregon St.,W 3 - 0,3,1,16,7,36,0.250,1,1,1,7,2,1,2,,19.0,,
11/17/2016,Washington St.,W 3 - 2,5,1,23,7,46,0.348,1,,1,9,2,,1,,23.5,,
11/20/2016,Washington,L 1 - 3,4,1,20,10,48,0.208,2,,1,17,1,,1,,20.5,,
11/23/2016,@ Arizona,L 1 - 3,4,1,16,6,54,0.185,1,,2,16,,,,1,16.0,,
11/25/2016,Colorado,L 2 - 3,5,1,23,12,62,0.177,4,,1,9,,,,2,23.0,,
12/02/2016,"UNLV @ Provo, Utah",L 1 - 3,4,1,21,8,46,0.283,,1,1,13,,1,1,,23.5,,
