,Date,TeamA,TeamB,Result,S,Team A Kills,Team A Errors,Team A Total Attacks,Team A Hit Pct,Team A Assists,Team A Aces,Team A SErr,Team A Digs,Team A RErr,Team A Block Solos,Team A Block Assists,Team A BErr,Team A PTS,Team B Kills,Team B Errors,Team B Total Attacks,Team B Hit Pct,Team B Assists,Team B Aces,Team B SErr,Team B Digs,Team B RErr,Team B Block Solos,Team B Block Assists,Team B BErr,Team B PTS
1048,9202019,Campbell,UMBC,1,3.0,45,15,119,0.252,37,7,2,50,4,0,12,3,58.0,39,18,116,0.181,34,4,6,49,7,0,2,3,44.0
1049,9212019,Campbell,Oakland,0,4.0,46,26,156,0.128,43,3,5,71,10,2,26,0,64.0,55,28,164,0.165,49,10,9,73,3,2,14,2,74.0
1050,9212019,Campbell,Colorado,0,3.0,26,21,86,0.058,24,2,6,32,4,1,4,1,31.0,41,10,92,0.337,37,4,6,36,2,1,13,0,52.5
1051,9252019,Campbell,East Carolina,0,3.0,34,14,98,0.204,31,6,6,36,5,1,2,0,42.0,49,10,99,0.394,41,5,7,45,6,0,6,0,57.0
1052,9282019,Campbell,Hampton,1,4.0,58,24,146,0.233,56,6,4,64,6,2,4,0,68.0,53,19,152,0.224,47,7,6,50,6,7,8,3,71.0
1053,10042019,Campbell,Radford,1,4.0,61,24,146,0.253,56,7,6,65,5,0,22,1,79.0,41,28,143,0.091,39,5,4,47,7,0,16,3,54.0
1054,10052019,Campbell,High Point,0,3.0,21,13,99,0.081,19,4,6,44,9,0,14,0,32.0,40,13,108,0.25,37,9,8,58,4,1,10,0,55.0
1055,10112019,Campbell,USC Upstate,1,5.0,64,30,151,0.225,58,12,4,61,8,1,7,3,80.5,53,12,138,0.297,52,8,8,52,12,1,22,3,73.0
1056,10122019,Campbell,UNC Asheville,1,3.0,47,20,122,0.221,45,7,6,50,3,1,8,1,59.0,36,18,110,0.16399999999999998,35,3,7,45,7,2,10,0,46.0
1057,10182019,Campbell,Charleston So.,1,3.0,38,18,98,0.204,36,6,5,41,2,1,20,0,55.0,23,21,89,0.022,22,2,5,30,6,2,10,1,32.0
1058,10192019,Campbell,Presbyterian,0,4.0,45,31,143,0.098,42,6,5,62,4,2,14,2,60.0,49,16,139,0.237,46,4,9,57,6,2,12,1,61.0
1059,10262019,Campbell,Hampton,1,3.0,38,13,101,0.248,35,10,2,49,3,1,11,1,54.5,30,17,107,0.121,28,5,5,42,10,1,10,0,41.0
1060,11012019,Campbell,Gardner-Webb,1,4.0,53,22,139,0.223,48,4,7,58,6,0,22,0,68.0,52,28,154,0.156,44,6,9,53,4,3,8,1,65.0
1061,11022019,Campbell,Winthrop,0,5.0,73,31,210,0.2,67,6,10,95,11,2,14,2,88.0,59,20,191,0.204,55,11,5,92,6,5,12,1,81.0
1062,11082019,Campbell,High Point,0,3.0,25,19,88,0.068,24,4,6,38,7,0,8,2,33.0,39,12,94,0.287,38,7,8,41,4,2,16,1,56.0
1063,11092019,Campbell,Radford,0,3.0,36,24,108,0.111,31,4,6,44,7,2,4,3,44.0,34,15,96,0.198,34,7,6,39,4,2,30,1,58.0
1064,11152019,Campbell,UNC Asheville,1,5.0,67,31,200,0.18,56,8,11,97,6,4,16,0,87.0,51,21,182,0.165,48,6,9,89,8,7,12,0,70.0
1065,11162019,Campbell,USC Upstate,1,3.0,46,12,93,0.366,39,7,6,42,5,0,12,0,59.0,28,18,94,0.106,27,5,3,32,7,2,12,0,41.0
1066,11222019,Campbell,Charleston So.,1,3.0,46,14,91,0.35200000000000004,42,6,5,41,5,1,8,1,57.0,29,18,93,0.118,25,5,1,27,6,1,6,1,38.0
1067,11232019,Campbell,High Point,1,5.0,62,23,156,0.25,50,6,4,58,6,2,18,0,79.0,66,21,153,0.294,61,7,13,64,6,1,18,0,83.0
1068,11242019,Campbell,Winthrop,0,3.0,40,21,117,0.162,39,4,5,56,3,3,6,1,50.0,43,12,123,0.252,41,3,10,49,4,2,6,1,51.0
1069,8302019,Canisius,Sacramento St.,0,3.0,26,19,103,0.068,25,1,2,45,7,1,8,2,32.0,45,19,120,0.217,40,7,3,50,1,0,14,1,59.0
1070,8302019,Canisius,Nevada,1,5.0,58,20,186,0.204,52,2,8,88,7,2,20,3,72.0,67,26,197,0.208,65,7,9,92,2,1,6,2,78.0
1071,8312019,Canisius,CSU Bakersfield,1,5.0,57,19,152,0.25,53,12,10,83,10,2,17,0,79.5,56,28,180,0.156,53,10,8,66,12,1,23,1,78.5
1072,9062019,Canisius,Howard,0,3.0,35,18,89,0.191,34,4,2,27,5,1,4,0,42.0,49,8,92,0.446,47,5,7,30,4,2,6,2,59.0
1073,9072019,Canisius,Columbia,0,3.0,39,15,127,0.189,35,1,5,54,3,3,8,1,47.0,50,24,137,0.19,46,3,1,59,1,0,0,0,53.0
1074,9132019,Canisius,Loyola Maryland,0,4.0,48,24,175,0.13699999999999998,41,3,9,75,4,1,16,1,60.0,54,26,169,0.166,52,4,5,91,3,1,14,1,66.0
1075,9132019,Canisius,UMBC,0,4.0,52,17,140,0.25,47,6,3,55,10,1,10,1,64.0,63,16,146,0.322,57,10,9,62,6,0,12,6,79.0
1076,9142019,Canisius,Charlotte,0,5.0,62,30,210,0.152,59,4,5,106,3,2,8,0,72.0,64,14,195,0.256,62,3,8,107,4,1,28,4,82.0
1077,9202019,Canisius,Cornell,0,3.0,24,19,97,0.052000000000000005,23,2,2,38,8,1,10,1,32.0,40,13,101,0.267,40,8,10,46,2,0,14,2,55.0
1078,9212019,Canisius,Buffalo,0,5.0,60,16,156,0.282,59,5,9,64,11,0,14,2,72.0,70,23,165,0.285,69,11,11,68,5,0,16,1,89.0
1079,9242019,Canisius,Niagara,1,4.0,58,16,158,0.266,49,4,8,84,4,0,6,2,65.0,50,22,170,0.165,48,4,7,73,3,0,8,1,58.0
1080,9282019,Canisius,Iona,1,4.0,51,20,157,0.197,49,8,9,63,6,0,10,3,64.0,50,27,151,0.152,40,5,3,70,8,2,4,2,59.0
1081,9292019,Canisius,Manhattan,1,3.0,49,16,119,0.277,45,7,12,58,6,0,6,2,59.0,31,13,111,0.162,28,6,5,46,7,4,2,4,42.0
1082,10052019,Canisius,Saint Peter's,1,3.0,45,13,112,0.28600000000000003,39,3,5,51,2,0,10,1,53.0,24,12,104,0.115,20,2,6,37,3,0,4,1,28.0
1083,10062019,Canisius,Rider,1,5.0,59,20,156,0.25,53,9,4,71,9,0,10,4,73.0,64,23,172,0.238,60,9,8,66,9,1,19,4,83.5
1084,10122019,Canisius,Marist,1,5.0,57,19,192,0.198,53,10,9,94,3,1,23,2,79.5,68,25,196,0.219,66,3,11,102,10,0,18,3,80.0
1085,10132019,Canisius,Siena,0,5.0,54,29,190,0.132,50,7,7,82,8,3,30,0,79.0,61,34,193,0.14,55,8,2,94,7,1,24,0,82.0
1086,10192019,Canisius,Quinnipiac,0,4.0,35,24,151,0.073,32,4,6,68,5,2,16,0,49.0,57,27,173,0.173,52,5,10,81,4,0,18,0,71.0
1087,10202019,Canisius,Fairfield,0,3.0,29,12,99,0.172,26,3,5,48,11,0,12,2,38.0,46,18,123,0.228,43,11,8,51,3,0,8,2,61.0
1088,10262019,Canisius,Manhattan,1,3.0,32,14,101,0.17800000000000002,31,15,4,48,2,1,14,0,55.0,25,19,98,0.061,23,2,6,46,15,1,6,0,31.0
1089,10272019,Canisius,Iona,1,3.0,42,18,131,0.183,39,6,4,75,4,1,10,0,54.0,35,24,141,0.078,34,4,4,66,6,0,10,1,44.0
1090,11022019,Canisius,Rider,0,4.0,42,21,171,0.123,42,4,9,70,6,1,16,1,55.0,65,33,177,0.181,63,6,8,101,4,3,12,2,80.0
1091,11032019,Canisius,Saint Peter's,1,4.0,62,17,184,0.245,54,2,7,97,5,2,22,0,77.0,52,27,194,0.129,50,5,5,93,2,2,6,0,62.0
1092,11072019,Canisius,Niagara,0,4.0,55,26,168,0.173,50,6,5,78,9,0,12,2,67.0,62,16,160,0.287,56,9,3,82,6,0,20,1,81.0
1093,11092019,Canisius,Siena,0,5.0,51,24,166,0.163,46,6,8,71,6,2,26,4,72.0,64,36,182,0.154,61,6,11,84,6,3,12,0,79.0
1094,11102019,Canisius,Marist,1,5.0,65,22,173,0.249,59,10,10,83,10,0,16,2,83.0,58,22,173,0.208,55,10,5,78,10,0,6,1,71.0
1095,11162019,Canisius,Fairfield,1,5.0,60,17,190,0.226,56,9,9,82,6,1,16,3,78.0,69,34,199,0.17600000000000002,68,6,4,101,9,2,12,4,83.0
1096,11172019,Canisius,Quinnipiac,1,3.0,46,6,93,0.43,45,2,5,44,3,0,16,1,56.0,36,21,110,0.136,36,3,3,36,2,0,2,3,40.0
1097,11232019,Canisius,Quinnipiac,0,5.0,52,26,187,0.139,44,6,7,85,6,1,42,6,80.0,63,37,206,0.126,62,6,3,101,6,3,13,0,78.5
1098,8302019,Central Ark.,Rider,1,5.0,57,26,142,0.218,53,9,9,63,6,0,10,3,71.0,45,18,136,0.199,41,6,8,51,9,0,14,2,58.0
1099,8302019,Central Ark.,Central Conn. St.,1,5.0,68,21,158,0.297,65,2,6,69,6,1,19,2,80.5,65,22,165,0.261,59,6,9,58,2,1,14,1,79.0
1100,8312019,Central Ark.,Sacred Heart,1,4.0,55,25,146,0.205,54,5,11,62,6,3,20,4,73.0,46,33,157,0.083,44,6,4,54,5,0,8,3,56.0
1101,8312019,Central Ark.,Georgetown,1,3.0,38,12,77,0.338,36,5,6,30,1,1,16,2,52.0,30,20,88,0.114,30,1,10,26,5,0,8,0,35.0
1102,9052019,Central Ark.,Omaha,0,4.0,31,28,119,0.025,30,4,4,50,9,2,8,2,41.0,49,22,127,0.213,47,9,13,51,4,5,18,1,72.0
1103,9062019,Central Ark.,Clemson,0,3.0,47,19,121,0.231,45,6,7,44,3,0,4,4,55.0,50,13,109,0.339,46,3,6,45,6,1,10,1,59.0
1104,9072019,Central Ark.,Kansas St.,0,4.0,52,27,161,0.155,45,7,2,76,4,0,10,1,64.0,63,15,160,0.3,55,4,8,68,7,4,12,4,77.0
1105,9132019,Central Ark.,Ole Miss,0,5.0,56,22,166,0.205,53,4,6,77,9,1,12,0,67.0,62,23,168,0.232,58,9,11,71,4,1,24,0,84.0
1106,9142019,Central Ark.,Oral Roberts,1,5.0,72,30,169,0.249,68,8,10,68,8,0,8,1,84.0,54,20,147,0.231,51,8,6,58,8,2,18,2,73.0
1107,9142019,Central Ark.,Little Rock,0,4.0,56,29,156,0.173,53,4,13,57,4,2,8,0,66.0,46,19,125,0.21600000000000005,44,4,5,61,4,0,22,3,61.0
1108,9202019,Central Ark.,Presbyterian,0,4.0,41,23,128,0.141,37,5,6,59,8,6,10,2,57.0,53,27,144,0.181,48,8,7,60,5,8,4,1,71.0
1109,9202019,Central Ark.,SIUE,1,5.0,55,41,195,0.07200000000000001,51,9,7,87,7,2,8,1,70.0,51,26,174,0.14400000000000002,45,7,9,86,9,3,24,0,73.0
1110,9212019,Central Ark.,Purdue Fort Wayne,0,5.0,72,34,207,0.184,63,6,4,82,8,1,14,1,86.0,66,17,175,0.28,63,8,6,81,6,0,30,1,89.0
1111,9262019,Central Ark.,Houston Baptist,0,4.0,51,23,149,0.188,46,3,13,58,10,1,14,5,62.0,50,22,139,0.201,49,10,9,61,3,1,14,4,68.0
1112,9282019,Central Ark.,Sam Houston St.,0,5.0,60,27,154,0.214,57,9,11,58,7,2,20,0,81.0,61,26,154,0.227,57,7,8,61,9,1,18,1,78.0
1113,10032019,Central Ark.,UIW,1,5.0,63,26,147,0.252,51,10,14,54,2,3,8,0,80.0,51,20,141,0.22,47,2,7,42,10,3,14,1,63.0
1114,10052019,Central Ark.,A&M-Corpus Christi,0,4.0,55,24,141,0.22,53,3,11,52,7,1,8,0,63.0,51,19,135,0.237,46,7,10,45,3,2,14,0,67.0
1115,10082019,Central Ark.,McNeese,1,5.0,63,29,165,0.206,62,3,8,79,7,2,8,2,72.0,60,18,160,0.263,56,7,15,66,3,1,18,3,77.0
1116,10122019,Central Ark.,New Orleans,0,4.0,56,21,146,0.24,50,3,7,67,11,2,12,2,67.0,54,26,157,0.17800000000000002,46,11,7,59,3,3,6,1,71.0
1117,10152019,Central Ark.,Northwestern St.,0,4.0,64,22,162,0.259,63,2,11,73,6,1,0,2,67.0,56,13,146,0.295,54,6,13,58,2,0,19,4,71.5
1118,10172019,Central Ark.,Lamar University,1,3.0,47,9,106,0.358,45,3,11,55,4,0,10,0,55.0,28,20,112,0.071,27,4,1,46,3,1,0,0,33.0
1119,10242019,Central Ark.,SFA,0,3.0,38,26,100,0.12,37,2,11,35,5,2,0,1,42.0,33,9,80,0.3,30,5,5,28,2,4,16,4,50.0
1120,10262019,Central Ark.,Abilene Christian,1,3.0,50,11,104,0.375,44,5,4,43,2,1,10,0,61.0,30,15,90,0.16699999999999998,26,2,4,33,5,0,11,2,37.5
1121,10312019,Central Ark.,Nicholls St.,1,3.0,46,10,97,0.371,43,5,4,48,3,2,12,0,59.0,38,15,100,0.23,36,3,9,37,4,1,2,0,43.0
1122,11022019,Central Ark.,Southeastern La.,1,5.0,60,28,180,0.17800000000000002,56,4,3,68,2,3,14,3,74.0,60,26,175,0.194,57,2,11,64,4,5,10,3,72.0
1123,11072019,Central Ark.,Houston Baptist,1,5.0,66,24,202,0.208,63,4,5,93,4,1,20,2,81.0,66,26,197,0.203,61,4,8,91,4,1,20,0,81.0
1124,11092019,Central Ark.,Sam Houston St.,1,5.0,65,28,190,0.195,60,5,9,68,4,2,24,1,84.0,60,20,177,0.226,55,4,5,65,5,4,24,3,80.0
1125,11142019,Central Ark.,UIW,1,3.0,52,18,115,0.29600000000000004,47,2,6,52,2,2,4,0,58.0,31,14,101,0.168,29,2,5,38,2,0,12,3,39.0
1126,11162019,Central Ark.,A&M-Corpus Christi,1,4.0,62,23,156,0.25,61,6,8,65,4,2,12,6,76.0,59,20,151,0.258,58,4,9,63,6,1,14,1,71.0
1127,11222019,Central Ark.,A&M-Corpus Christi,0,3.0,35,20,122,0.123,34,2,4,56,3,1,8,3,42.0,46,15,120,0.258,42,3,3,62,2,3,6,1,55.0
1128,8302019,Central Conn. St.,Central Ark.,0,5.0,65,22,165,0.261,59,6,9,58,2,1,14,1,79.0,68,21,158,0.297,65,2,6,69,6,1,19,2,80.5
1129,8312019,Central Conn. St.,Rider,1,3.0,31,7,94,0.255,28,8,4,48,3,1,10,0,45.0,23,29,105,-0.057,22,3,2,48,8,0,6,1,29.0
1130,8312019,Central Conn. St.,Georgetown,0,3.0,27,24,104,0.029,25,3,5,49,5,0,6,0,33.0,39,13,108,0.241,35,5,13,44,3,1,16,0,53.0
1131,9062019,Central Conn. St.,Boston College,0,4.0,47,20,151,0.179,45,3,8,76,5,1,19,0,60.5,61,23,168,0.226,56,5,7,72,3,0,26,2,79.0
1132,9062019,Central Conn. St.,Iona,1,3.0,41,7,98,0.34700000000000003,40,4,3,55,1,1,8,0,50.0,31,23,112,0.071,28,1,5,43,4,3,2,0,36.0
1133,9072019,Central Conn. St.,UConn,0,4.0,40,30,142,0.07,38,1,7,48,6,2,10,2,48.0,52,17,122,0.287,49,6,6,62,1,1,22,3,70.0
1134,9132019,Central Conn. St.,Saint Peter's,1,3.0,49,15,123,0.276,44,5,10,58,3,2,4,1,58.0,21,14,100,0.07,19,3,4,48,5,4,2,0,29.0
1135,9142019,Central Conn. St.,Bucknell,0,5.0,63,22,178,0.23,59,3,9,72,5,5,10,2,76.0,69,21,175,0.274,66,5,3,80,3,6,8,0,84.0
1136,9142019,Central Conn. St.,Rhode Island,0,4.0,42,17,153,0.163,39,4,6,69,5,9,6,0,58.0,57,22,168,0.208,51,6,11,76,4,5,2,0,69.0
1137,9202019,Central Conn. St.,Lafayette,0,4.0,56,18,143,0.266,56,11,7,62,6,1,22,0,79.0,54,20,142,0.239,53,6,1,62,11,1,18,0,70.0
1138,9212019,Central Conn. St.,UMES,1,4.0,47,14,128,0.258,45,6,10,58,6,0,20,1,63.0,45,21,135,0.17800000000000002,37,6,13,56,6,1,14,2,59.0
1139,9212019,Central Conn. St.,Hartford,0,4.0,35,12,106,0.217,33,6,5,37,5,1,8,2,46.0,57,9,112,0.429,55,5,6,53,6,1,13,1,69.5
1140,9272019,Central Conn. St.,LIU,0,5.0,56,17,170,0.229,55,5,9,80,7,2,12,1,69.0,66,28,184,0.207,63,7,15,87,5,5,8,2,82.0
1141,9282019,Central Conn. St.,Fairleigh Dickinson,1,3.0,52,14,125,0.304,50,2,8,62,1,2,4,0,58.0,27,15,113,0.106,27,1,4,51,2,2,2,0,31.0
1142,10052019,Central Conn. St.,St. Francis Brooklyn,1,3.0,42,14,105,0.267,41,6,7,47,2,3,8,1,55.0,26,21,98,0.051,23,2,6,37,6,6,2,0,35.0
1143,10112019,Central Conn. St.,Sacred Heart,0,4.0,45,22,159,0.145,40,3,7,69,6,4,22,0,63.0,63,29,171,0.199,53,6,5,85,3,4,18,3,82.0
1144,10152019,Central Conn. St.,Bryant,0,5.0,66,21,164,0.274,59,1,6,74,5,2,8,2,73.0,64,22,176,0.239,57,5,8,65,1,1,21,4,80.5
1145,10182019,Central Conn. St.,Robert Morris,0,4.0,54,20,157,0.217,49,5,4,75,3,5,4,0,66.0,62,13,159,0.308,57,3,8,77,5,4,20,2,79.0
1146,10252019,Central Conn. St.,LIU,1,5.0,60,21,182,0.214,56,3,6,88,9,1,22,3,75.0,62,28,187,0.182,61,9,9,88,3,2,12,2,79.0
1147,10262019,Central Conn. St.,Fairleigh Dickinson,1,3.0,48,16,117,0.274,46,7,6,63,1,0,4,1,57.0,30,15,114,0.132,25,1,4,43,7,0,10,1,36.0
1148,11022019,Central Conn. St.,St. Francis Brooklyn,1,4.0,64,19,191,0.236,63,4,10,94,2,0,12,0,74.0,47,23,171,0.14,42,2,6,90,4,0,19,2,58.5
1149,11082019,Central Conn. St.,Robert Morris,0,5.0,52,26,177,0.147,52,4,2,77,4,1,16,2,65.0,66,25,180,0.228,62,4,12,84,4,1,26,3,84.0
1150,11132019,Central Conn. St.,Sacred Heart,0,4.0,54,26,176,0.159,51,3,5,72,4,5,12,2,68.0,60,20,166,0.241,59,4,2,83,3,7,14,3,78.0
1151,11152019,Central Conn. St.,Bryant,1,4.0,61,24,176,0.21,58,4,2,83,2,3,20,0,78.0,57,31,182,0.14300000000000002,54,2,1,81,4,5,16,0,72.0
1152,11222019,Central Conn. St.,Robert Morris,1,5.0,69,29,209,0.191,68,2,5,108,5,0,20,2,81.0,65,25,213,0.188,62,5,11,96,2,0,26,2,83.0
1153,11232019,Central Conn. St.,Sacred Heart,0,3.0,31,17,124,0.113,28,1,1,42,7,2,14,1,41.0,47,16,115,0.27,46,7,3,65,1,1,14,1,62.0
1154,8302019,Central Mich.,UMES,1,4.0,42,17,99,0.253,41,13,12,40,10,0,12,5,0.0,34,26,107,0.075,33,10,11,33,13,0,12,4,0.0
1155,8312019,Central Mich.,Saint Peter's,1,3.0,51,19,135,0.237,47,3,4,66,5,2,4,0,0.0,18,14,106,0.038,18,5,3,45,3,1,6,0,0.0
1156,8312019,Central Mich.,NJIT,1,3.0,46,13,109,0.303,44,12,9,51,1,3,4,2,0.0,27,12,97,0.155,25,1,4,42,12,1,4,0,0.0
1157,9062019,Central Mich.,Eastern Ill.,1,3.0,42,11,103,0.301,39,3,7,50,7,2,6,1,50.0,33,20,111,0.117,31,7,5,43,3,1,4,1,43.0
1158,9062019,Central Mich.,North Dakota St.,1,5.0,59,25,179,0.19,53,7,5,73,5,0,6,4,69.0,65,20,173,0.26,62,5,5,86,7,4,14,2,81.0
1159,9072019,Central Mich.,UIC,0,3.0,33,19,95,0.147,32,0,3,33,9,4,2,1,38.0,42,17,100,0.25,40,9,3,38,0,1,13,0,58.5
1160,9132019,Central Mich.,DePaul,0,4.0,53,18,145,0.241,50,2,5,47,2,12,0,0,67.0,71,28,163,0.264,67,2,8,59,2,7,0,0,80.0
1161,9142019,Central Mich.,Valparaiso,1,4.0,51,31,181,0.11,51,4,4,92,4,8,2,0,64.0,47,28,191,0.099,43,4,6,81,4,8,8,0,63.0
1162,9142019,Central Mich.,Holy Cross,1,3.0,42,10,107,0.299,40,3,3,49,4,8,4,0,55.0,32,20,111,0.108,31,4,7,41,3,5,0,0,41.0
1163,9202019,Central Mich.,Eastern Ill.,1,5.0,60,30,190,0.158,56,6,10,97,3,0,14,2,73.0,54,27,182,0.14800000000000002,51,3,8,84,6,1,22,4,69.0
1164,9202019,Central Mich.,Robert Morris,1,3.0,51,21,123,0.244,50,3,3,55,3,2,6,2,59.0,33,14,104,0.183,30,3,6,38,3,2,12,2,44.0
1165,9212019,Central Mich.,Youngstown St.,1,3.0,39,12,115,0.235,37,3,5,53,4,2,8,2,48.0,37,23,117,0.12,35,4,6,57,3,0,12,0,47.0
1166,9272019,Central Mich.,Northern Ill.,1,4.0,54,21,132,0.25,51,2,10,53,2,3,14,1,66.0,51,36,156,0.096,44,2,5,50,2,2,12,0,61.0
1167,9282019,Central Mich.,Western Mich.,1,3.0,45,17,119,0.235,41,1,8,62,0,4,12,0,56.0,32,21,124,0.08900000000000001,26,0,6,47,1,3,10,1,40.0
1168,10032019,Central Mich.,Eastern Mich.,1,4.0,56,22,177,0.192,53,4,5,72,3,0,12,0,66.0,55,25,166,0.181,55,3,5,73,4,2,19,0,69.5
1169,10052019,Central Mich.,Kent St.,1,4.0,58,19,165,0.236,55,6,5,81,3,1,6,0,68.0,52,24,165,0.17,50,3,6,79,6,0,8,1,59.0
1170,10112019,Central Mich.,Ball St.,1,4.0,67,24,182,0.236,59,2,6,92,7,1,4,2,72.0,45,24,173,0.121,41,7,6,76,2,3,8,2,59.0
1171,10122019,Central Mich.,Toledo,1,5.0,65,30,198,0.177,61,2,10,111,4,2,20,2,79.0,52,28,202,0.119,49,4,10,87,2,4,18,0,69.0
1172,10182019,Central Mich.,Bowling Green,1,3.0,40,23,136,0.125,40,8,2,72,5,8,6,0,59.0,38,20,139,0.129,35,5,6,61,8,1,12,0,50.0
1173,10252019,Central Mich.,Akron,1,3.0,40,8,97,0.33,37,4,3,45,2,4,8,1,52.0,32,22,103,0.097,31,2,8,45,4,0,6,0,37.0
1174,10262019,Central Mich.,Buffalo,0,5.0,52,29,169,0.136,50,4,4,65,5,0,24,2,68.0,61,31,165,0.182,60,5,10,70,4,6,20,1,82.0
1175,10312019,Central Mich.,Western Mich.,1,4.0,60,14,131,0.35100000000000003,57,8,5,63,3,0,12,0,74.0,51,21,142,0.211,49,3,7,45,8,2,6,1,59.0
1176,11022019,Central Mich.,Northern Ill.,1,3.0,43,7,96,0.375,41,7,6,43,2,3,6,0,56.0,27,22,95,0.053,23,2,2,38,7,2,4,0,33.0
1177,11072019,Central Mich.,Eastern Mich.,0,3.0,41,21,127,0.157,36,2,2,60,4,1,6,0,47.0,49,16,133,0.248,46,4,4,59,2,3,10,0,61.0
1178,11092019,Central Mich.,Ohio,0,3.0,43,25,106,0.17,38,5,4,50,3,2,0,1,50.0,39,7,100,0.32,34,3,7,34,5,4,12,3,52.0
1179,11152019,Central Mich.,Toledo,1,5.0,60,36,203,0.118,56,6,7,97,7,2,6,0,71.0,52,21,178,0.174,49,7,9,90,6,8,8,0,71.0
1180,11162019,Central Mich.,Ball St.,0,4.0,62,28,196,0.173,59,6,4,100,4,1,16,0,77.0,59,22,185,0.2,53,4,2,97,6,9,12,2,78.0
1181,11232019,Central Mich.,Bowling Green,0,4.0,52,36,195,0.08199999999999999,49,8,2,94,2,1,12,1,67.0,56,18,178,0.213,52,2,5,94,8,2,28,2,74.0
1182,12052019,Central Mich.,South Dakota,0,4.0,41,24,162,0.105,37,7,5,64,2,1,10,2,54.0,61,24,160,0.231,56,2,6,84,7,3,24,4,78.0
1183,8302019,Charleston So.,North Florida,0,3.0,33,10,87,0.264,32,2,5,27,8,3,2,2,0.0,48,9,88,0.443,42,9,9,34,2,2,2,0,0.0
1184,8302019,Charleston So.,Duquesne,0,4.0,45,20,124,0.202,44,7,12,46,5,4,6,2,0.0,57,15,125,0.336,51,5,12,53,7,2,6,1,0.0
1185,8312019,Charleston So.,UNCW,0,3.0,30,21,97,0.093,25,2,4,37,10,3,12,0,41.0,39,17,104,0.212,35,10,8,35,2,2,6,0,54.0
1186,9062019,Charleston So.,ETSU,0,3.0,26,18,81,0.099,25,1,4,14,4,1,6,2,31.0,48,12,75,0.48,46,4,10,33,1,1,6,3,56.0
1187,9062019,Charleston So.,Coastal Carolina,0,3.0,32,22,95,0.105,31,2,6,34,11,2,10,3,41.0,36,14,87,0.253,34,10,6,34,3,0,16,1,54.0
1188,9072019,Charleston So.,South Carolina St.,1,3.0,37,16,76,0.276,36,11,7,29,1,1,10,1,54.0,18,17,72,0.014,16,1,7,19,10,1,8,0,24.0
1189,9102019,Charleston So.,N.C. A&T,1,3.0,38,17,103,0.204,36,10,9,42,4,3,6,0,54.0,30,21,99,0.091,26,4,8,40,10,0,12,6,40.0
1190,9132019,Charleston So.,Jacksonville,1,4.0,44,16,117,0.239,40,7,6,47,6,2,10,2,58.0,52,26,144,0.181,46,6,12,44,7,2,2,2,61.0
1191,9132019,Charleston So.,Belmont,1,4.0,58,23,141,0.248,53,8,4,59,6,2,6,1,71.0,52,20,138,0.232,48,6,8,50,8,2,12,1,66.0
1192,9142019,Charleston So.,LIU,1,4.0,51,25,142,0.183,49,2,9,54,4,2,34,6,72.0,45,32,140,0.093,40,4,4,56,2,5,8,3,58.0
1193,9172019,Charleston So.,South Carolina St.,1,3.0,40,14,70,0.371,35,9,2,23,4,0,4,0,51.0,18,18,64,0.0,14,4,6,14,9,1,4,0,25.0
1194,9202019,Charleston So.,Jacksonville St.,1,4.0,57,21,130,0.277,55,2,5,48,3,3,22,0,73.0,54,29,145,0.172,51,3,5,42,2,2,16,0,67.0
1195,9202019,Charleston So.,Col. of Charleston,0,3.0,34,19,102,0.147,33,1,4,40,6,0,10,0,40.0,42,12,99,0.303,41,6,6,41,1,3,20,3,61.0
1196,9212019,Charleston So.,New Orleans,1,3.0,47,11,105,0.343,46,2,3,46,1,2,12,1,57.0,38,20,110,0.16399999999999998,38,1,5,41,2,1,8,4,44.0
1197,9272019,Charleston So.,Gardner-Webb,1,3.0,42,13,87,0.333,42,6,3,46,5,2,8,0,54.0,22,16,95,0.063,22,5,6,24,6,2,16,1,37.0
1198,9282019,Charleston So.,Winthrop,0,4.0,55,30,169,0.14800000000000002,53,2,6,66,7,1,18,3,67.0,62,26,169,0.213,55,7,5,69,2,4,18,1,82.0
1199,10042019,Charleston So.,Presbyterian,0,3.0,35,21,96,0.146,34,4,5,30,4,0,18,0,48.0,44,25,101,0.188,42,4,2,38,4,2,12,3,56.0
1200,10112019,Charleston So.,Radford,1,5.0,64,21,182,0.236,61,7,7,83,8,4,10,0,80.0,57,24,180,0.183,48,8,7,73,7,2,23,0,78.5
1201,10122019,Charleston So.,High Point,0,4.0,24,26,135,-0.015,19,4,6,51,5,4,18,3,41.0,52,29,140,0.16399999999999998,49,5,16,70,4,2,12,2,65.0
1202,10182019,Charleston So.,Campbell,0,3.0,23,21,89,0.022,22,2,5,30,6,2,10,1,32.0,38,18,98,0.204,36,6,5,41,2,1,20,0,55.0
1203,10192019,Charleston So.,Hampton,1,4.0,57,14,126,0.341,55,5,4,52,5,1,12,2,69.0,57,23,140,0.243,51,5,10,46,5,0,10,0,67.0
1204,10252019,Charleston So.,Gardner-Webb,1,3.0,37,5,91,0.35200000000000004,31,7,6,32,6,2,14,2,53.0,34,25,98,0.092,31,6,1,43,7,0,4,0,42.0
1205,10262019,Charleston So.,Winthrop,0,3.0,39,24,127,0.118,36,1,4,52,4,2,10,6,47.0,43,16,115,0.235,37,4,7,55,1,2,22,3,60.0
