Date,TeamA,TeamB,Result,S,Team A Kills,Team A Errors,Team A Total Attacks,Team A Hit Pct,Team A Assists,Team A Aces,Team A SErr,Team A Digs,Team A RErr,Team A Block Solos,Team A Block Assists,Team A BErr,Team A PTS,Team B Kills,Team B Errors,Team B Total Attacks,Team B Hit Pct,Team B Assists,Team B Aces,Team B SErr,Team B Digs,Team B RErr,Team B Block Solos,Team B Block Assists,Team B BErr,Team B PTS
9072019,USC Upstate,Ga. Southern,0,3.0,33.4,20.6,117.0,0.0918,27.0,2.8,5.6,47.4,7.0,2.2,8.8,1.6,23.2,38.333333333333336,19.666666666666668,101.0,0.18633333333333327,35.0,5.333333333333333,5.0,41.66666666666666,6.0,2.333333333333333,10.0,1.0,51.0
9132019,USC Upstate,Norfolk St.,1,5.0,39.285714285714285,22.857142857142854,131.28571428571428,0.10914285714285714,33.714285714285715,4.142857142857143,5.428571428571429,57.0,7.428571428571429,2.2857142857142856,12.0,1.5714285714285714,37.714285714285715,21.5,18.166666666666668,84.66666666666667,0.0405,20.166666666666668,3.0,5.666666666666668,30.66666666666667,8.833333333333334,0.3333333333333333,6.333333333333332,1.1666666666666667,28.0
9142019,USC Upstate,George Washington,0,3.0,38.125,22.125,128.875,0.11,33.25,3.875,5.5,55.125,6.875,2.0,12.0,1.375,37.75,38.625,20.375,116.875,0.16250000000000006,34.0,5.625,5.5,48.75,5.25,1.5,13.125,2.625,38.625
9142019,USC Upstate,East Carolina,0,5.0,40.333333333333336,22.11111111111111,133.22222222222223,0.12155555555555556,35.888888888888886,4.111111111111111,5.5555555555555545,56.111111111111114,7.0,1.8888888888888888,12.111111111111109,1.3333333333333333,41.5,50.125,17.625,127.625,0.256375,45.75,5.75,7.625,57.125,4.875,1.875,10.25,1.625,45.375
9172019,USC Upstate,N.C. A&T,1,4.0,42.0,21.6,132.8,0.14040000000000002,37.3,4.0,6.0,55.9,7.1,1.7,12.9,1.2,44.35,38.6,20.4,115.1,0.1577,34.5,2.5,7.5,45.2,5.1,1.5,7.8,2.0,46.5
9202019,USC Upstate,Alabama A&M,1,4.0,44.54545454545455,21.272727272727273,136.0,0.15581818181818186,39.54545454545455,4.636363636363637,6.0,56.18181818181818,6.8181818181818175,1.818181818181818,12.090909090909092,1.9090909090909087,48.13636363636363,31.818181818181817,12.545454545454545,89.45454545454545,0.1959090909090909,28.0,3.0909090909090913,3.9090909090909087,39.27272727272727,6.454545454545454,1.4545454545454546,9.090909090909092,2.090909090909091,29.0
9282019,USC Upstate,UNC Asheville,0,4.0,44.91666666666666,21.0,136.75,0.16066666666666668,40.0,4.416666666666667,6.083333333333332,55.83333333333334,6.75,1.8333333333333333,12.25,1.75,49.125,37.2,15.8,118.7,0.1822,34.9,3.3,4.6,57.8,4.5,1.9,6.8,0.8,42.0
10042019,USC Upstate,Gardner-Webb,1,3.0,44.846153846153854,21.153846153846157,134.46153846153842,0.1633846153846154,40.230769230769226,4.615384615384615,5.9230769230769225,55.53846153846154,6.538461538461537,1.6923076923076923,12.230769230769232,1.6153846153846154,49.730769230769226,27.923076923076927,20.076923076923077,111.46153846153848,0.0616923076923077,26.538461538461537,4.230769230769232,4.615384615384615,44.153846153846146,7.615384615384616,2.0769230769230766,10.923076923076923,3.0,39.692307692307686
10052019,USC Upstate,Winthrop,0,4.0,44.64285714285715,21.357142857142858,134.5,0.16121428571428573,40.142857142857146,4.785714285714286,5.7857142857142865,54.78571428571429,6.928571428571429,1.5714285714285714,11.785714285714285,1.5,49.89285714285714,50.78571428571429,18.571428571428573,142.64285714285714,0.2315,47.14285714285714,4.5,6.5,65.21428571428571,4.428571428571429,2.4285714285714284,12.142857142857142,1.7857142857142858,63.78571428571429
10082019,USC Upstate,South Carolina St.,0,0.0,41.66666666666666,19.933333333333334,125.53333333333332,0.15046666666666667,37.46666666666667,4.466666666666667,5.4,51.13333333333333,6.466666666666668,1.4666666666666666,11.0,1.4,46.56666666666667,23.5625,19.375,83.8125,0.0371875,21.4375,4.0,6.8125,29.625,8.0625,0.75,5.0625,0.8125,27.46875
