 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Aces","Per Set"
"288","Harvard","90","11-12","1034","537","3122","0.159"
"289","Coppin St.","117","12-20","1267","697","3595","0.159"
"290","Saint Peter's","129","9-25","1351","651","4426","0.158"
"291","Georgia St.","95","7-19","1121","577","3447","0.158"
"292","George Mason","91","10-14","1050","542","3245","0.157"
"293","Tennessee Tech","118","11-19","1404","737","4265","0.156"
"294","Southern U.","111","13-17","1215","641","3683","0.156"
"295","Cal St. Fullerton","100","6-24","1105","569","3498","0.153"
"296","DePaul","98","5-24","1174","628","3574","0.153"
"297","George Washington","102","11-15","1211","631","3810","0.152"
"298","Jacksonville","106","5-24","1162","633","3512","0.151"
"299","Western Ill.","109","3-26","1123","585","3588","0.150"
"300","Binghamton","92","5-20","1028","539","3276","0.149"
"301","IUPUI","108","9-21","1297","641","4402","0.149"
"302","Campbell","95","9-17","1074","590","3250","0.149"
"303","Lafayette","99","5-23","1052","557","3342","0.148"
"304","Utah St.","112","5-24","1155","616","3658","0.147"
"305","William & Mary","89","5-20","981","547","2976","0.146"
"306","Saint Francis (PA)","101","5-22","1190","630","3871","0.145"
"307","Eastern Wash.","105","8-22","1124","585","3760","0.143"
"308","Chicago St.","120","9-24","1467","795","4690","0.143"
"309","Texas Southern","121","11-22","1310","746","3997","0.141"
"310","Southeastern La.","101","2-27","1066","599","3336","0.140"
"311","Eastern Ky.","104","5-23","1152","646","3626","0.140"
"312","Norfolk St.","70","4-17","679","397","2031","0.139"
"313","North Dakota St.","111","9-20","1246","684","4053","0.139"
"314","Alcorn","110","10-20","1119","643","3442","0.138"
"315","Youngstown St.","104","7-22","1223","670","4114","0.134"
"316","Ark.-Pine Bluff","99","8-21","992","538","3388","0.134"
"317","Manhattan","112","5-27","988","540","3344","0.134"
"318","Southern Ill.","106","5-26","1100","599","3750","0.134"
"319","Belmont","103","5-23","1130","640","3670","0.134"
"320","Jackson St.","130","10-24","1412","853","4193","0.133"
"321","Grambling","128","11-24","1333","775","4204","0.133"
"322","Siena","114","4-28","1105","622","3679","0.131"
"323","N.C. Central","91","6-19","936","538","3042","0.131"
"324","Nicholls St.","100","3-26","1034","591","3396","0.130"
"325","Gardner-Webb","111","7-22","1158","676","3729","0.129"
"326","Holy Cross","107","8-21","1163","679","3824","0.127"
"327","UMass Lowell","95","5-21","1048","631","3312","0.126"
"328","Prairie View","111","7-25","1182","754","3861","0.111"
"329","Fairleigh Dickinson","103","2-28","955","572","3501","0.109"
"330","Delaware St.","99","2-27","926","624","3016","0.100"
"331","Savannah St.","81","3-21","710","504","2373","0.087"
"332","NJIT","115","4-28","1158","814","4080","0.084"
"333","South Carolina St.","82","1-25","676","520","2358","0.066"
"334","Mississippi Val.","109","5-26","953","746","3584","0.058"
Reclassifying
"NR","California Baptist","128","21-11","1680","664","4847","0.210"
"NR","North Ala.","90","4-21","870","508","3101","0.117"

NCAA Women's Volleyball
Division IKills Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Kills","Per Set"
"1","Fla. Atlantic","99","21-7","1517","15.32"
"2","UNI","126","24-10","1890","15.00"
"3","Minnesota","107","27-4","1594","14.90"
"4","Stanford","121","34-1","1791","14.80"
"5","Marquette","115","28-7","1691","14.70"
"6","Oregon","126","23-11","1851","14.69"
"7","Rice","118","24-7","1727","14.64"
"8","Pittsburgh","114","30-2","1653","14.50"
"9","Kentucky","109","26-5","1574","14.44"
"10","LMU (CA)","112","21-10","1612","14.39"
"11","Creighton","118","29-5","1689","14.31"
"12","Illinois St.","115","25-8","1645","14.30"
"13","Tennessee","125","26-6","1783","14.26"
"14","BYU","107","31-2","1521","14.21"
"15","Col. of Charleston","135","24-12","1913","14.17"
"16","Illinois","132","32-4","1870","14.17"
"17","Iowa St.","123","21-13","1741","14.15"
"18","Wisconsin","117","25-7","1656","14.15"
"19","Denver","110","27-3","1552","14.11"
"20","Princeton","87","19-6","1227","14.10"
"21","Texas St.","124","27-7","1748","14.10"
"22","Iona","102","20-8","1436","14.08"
"23","Louisville","116","22-9","1629","14.04"
"24","Eastern Mich.","128","21-14","1795","14.02"
"25","Cincinnati","133","26-8","1860","13.98"
"26","Southern California","125","22-11","1743","13.94"
"27","Hofstra","127","25-8","1769","13.93"
"28","UTSA","105","19-8","1462","13.92"
"29","Dayton","118","23-8","1642","13.92"
"","Baylor","118","20-9","1642","13.92"
"31","Penn St.","118","26-8","1641","13.91"
"32","Texas","101","23-5","1404","13.90"
"33","UCF","117","27-4","1623","13.87"
"34","Lipscomb","108","18-12","1498","13.87"
"35","Arizona","125","22-11","1733","13.86"
"36","Appalachian St.","112","22-9","1547","13.81"
"37","Austin Peay","121","27-5","1671","13.81"
"38","Cal Poly","96","25-3","1321","13.76"
"39","Kennesaw St.","120","24-7","1650","13.75"
"40","Bradley","127","24-9","1745","13.74"
"41","Utah","128","19-14","1758","13.73"
"42","ETSU","125","28-7","1712","13.70"
"43","San Diego","112","18-13","1532","13.68"
"44","Yale","81","19-5","1107","13.67"
"45","Green Bay","113","20-11","1544","13.66"
"46","Tulane","143","29-9","1952","13.65"
"47","Purdue Fort Wayne","120","18-14","1638","13.65"
"48","Northern Ky.","121","21-10","1651","13.64"
"49","UIC","118","18-13","1610","13.64"
"50","Florida St.","109","19-10","1485","13.62"
"51","UC Santa Barbara","112","17-12","1520","13.57"
"52","La Salle","107","18-12","1452","13.57"
"53","Canisius","104","17-12","1410","13.56"
"54","UConn","119","15-16","1613","13.55"
"55","Colorado St.","112","23-8","1518","13.55"
"56","Pacific","113","13-16","1531","13.55"
"57","Southern Miss.","127","17-15","1720","13.54"
"58","Bryant","139","22-13","1882","13.54"
"59","Furman","110","13-16","1488","13.53"
"60","FGCU","120","27-7","1623","13.53"
"61","Missouri","119","24-8","1606","13.50"
"62","South Dakota","111","21-10","1498","13.50"
"63","Michigan","122","24-10","1646","13.49"
"64","Pepperdine","111","22-9","1496","13.48"
"65","High Point","104","21-10","1401","13.47"
"66","Hawaii","102","18-9","1373","13.46"
"67","Duke","108","16-12","1453","13.45"
"68","Texas A&M","123","17-13","1654","13.45"
"69","Washington","123","20-13","1653","13.44"
"70","Idaho","123","23-10","1652","13.43"
"71","Central Ark.","121","26-7","1621","13.40"
"72","UMKC","123","21-11","1646","13.38"
"73","Towson","123","17-15","1644","13.37"
"74","Missouri St.","118","17-15","1576","13.36"
"75","Buffalo","113","18-11","1509","13.35"
"76","James Madison","112","22-7","1495","13.35"
"77","TCU","102","15-12","1360","13.33"
"78","Colorado","125","18-14","1666","13.33"
"79","Nebraska","133","29-7","1772","13.32"
"80","Kansas St.","98","15-12","1305","13.32"
"81","Clemson","129","19-15","1717","13.31"
"82","Murray St.","116","22-10","1542","13.29"
"83","Purdue","130","24-9","1727","13.28"
"84","Valparaiso","146","27-11","1938","13.27"
"85","Radford","106","22-7","1406","13.26"
"86","Morehead St.","113","21-10","1497","13.25"
"87","Northern Colo.","111","15-14","1470","13.24"
"88","Samford","136","19-15","1801","13.24"
"89","Stony Brook","106","21-9","1403","13.24"
"90","Omaha","112","17-12","1480","13.21"
"91","Washington St.","130","23-10","1716","13.20"
"","SMU","110","12-16","1452","13.20"
"93","NC State","110","15-13","1451","13.19"
"94","Little Rock","125","19-13","1647","13.18"
"95","Georgia","115","15-14","1515","13.17"
"96","SFA","120","32-3","1580","13.17"
"97","Northern Ariz.","132","26-9","1737","13.16"
"98","UC Davis","107","16-12","1408","13.16"
"99","Idaho St.","125","19-14","1644","13.15"
"100","San Jose St.","103","16-11","1354","13.15"
"101","California","117","15-16","1538","13.15"
"102","Army West Point","119","14-15","1563","13.13"
"103","Ball St.","120","22-10","1576","13.13"
"104","Sacred Heart","99","17-10","1300","13.13"
"105","Winthrop","112","16-14","1470","13.13"
"106","Jacksonville St.","124","18-14","1627","13.12"
"107","Wichita St.","127","14-18","1666","13.12"
"108","Oklahoma","108","17-11","1414","13.09"
"109","Loyola Maryland","119","14-16","1558","13.09"
"110","Liberty","116","15-17","1514","13.05"
"111","Arkansas","103","11-17","1344","13.05"
"112","UTRGV","115","22-9","1500","13.04"
"113","Texas Tech","110","17-13","1433","13.03"
"114","Drake","125","21-15","1628","13.02"
"115","St. John's (NY)","138","23-12","1794","13.00"
"116","North Texas","131","19-17","1702","12.99"
"117","Houston Baptist","127","16-16","1650","12.99"
"118","Ole Miss","124","14-18","1609","12.98"
"","New Mexico St.","124","24-8","1609","12.98"
"120","Fresno St.","130","22-11","1686","12.97"
"121","Alabama","116","20-12","1504","12.97"
"122","Boston College","112","15-15","1452","12.96"
"123","New Hampshire","105","12-15","1361","12.96"
"124","Georgia Tech","125","18-15","1619","12.95"
"125","Long Beach St.","114","16-13","1473","12.92"
"126","LSU","113","12-17","1460","12.92"
"127","Portland","124","20-13","1602","12.92"
"128","Howard","108","20-11","1394","12.91"
"129","Georgetown","111","17-13","1432","12.90"
"130","Arkansas St.","126","19-14","1625","12.90"
"131","Cornell","93","14-10","1199","12.89"
"132","Syracuse","108","19-9","1390","12.87"
"133","Villanova","115","17-14","1480","12.87"
"134","Indiana","120","16-15","1544","12.87"
"135","Western Mich.","116","16-14","1488","12.83"
"136","UC Irvine","105","16-13","1346","12.82"
"137","Mercer","107","16-13","1371","12.81"
"138","Miami (OH)","124","23-9","1588","12.81"
"139","Miami (FL)","94","13-12","1203","12.80"
"140","Delaware","107","9-19","1369","12.79"
"141","Houston","126","17-16","1612","12.79"
"142","Iowa","121","15-16","1547","12.79"
"143","Weber St.","105","18-10","1342","12.78"
"144","Loyola Chicago","108","16-14","1380","12.78"
"145","UNLV","130","22-12","1655","12.73"
"146","Temple","113","8-22","1438","12.73"
"147","Wyoming","119","20-11","1514","12.72"
"148","Milwaukee","114","8-22","1450","12.72"
"149","Air Force","128","17-15","1627","12.71"
"150","UAB","100","13-15","1271","12.71"
"151","Western Ky.","117","20-10","1487","12.71"
"152","FIU","117","19-12","1485","12.69"
"153","Florida","123","26-7","1560","12.68"
"154","South Fla.","129","20-12","1636","12.68"
"155","Saint Mary's (CA)","114","19-10","1445","12.68"
"156","American","121","20-13","1533","12.67"
"157","Virginia Tech","108","14-16","1368","12.67"
"158","Fairfield","107","14-16","1354","12.65"
"159","Navy","118","23-9","1493","12.65"
"160","Notre Dame","106","16-12","1341","12.65"
"161","San Diego St.","125","10-21","1581","12.65"
"162","Utah Valley","141","20-14","1781","12.63"
"163","Northeastern","109","16-14","1375","12.61"
"164","SIUE","105","9-20","1324","12.61"
"","Auburn","105","12-16","1324","12.61"
"166","Sam Houston St.","108","22-8","1361","12.60"
"167","South Carolina","112","20-10","1411","12.60"
"168","Tulsa","114","19-12","1435","12.59"
"169","Seton Hall","105","10-20","1318","12.55"
"170","Boise St.","112","18-11","1405","12.54"
"171","Kansas","109","15-12","1367","12.54"
"172","LIU Brooklyn","91","15-9","1141","12.54"
"173","Colgate","103","14-15","1287","12.50"
"174","Wofford","111","14-16","1386","12.49"
"175","Northwestern","113","16-16","1408","12.46"
"176","Oregon St.","121","11-21","1507","12.45"
"177","Columbia","87","10-14","1083","12.45"
"178","Louisiana","112","15-15","1394","12.45"
"179","UCLA","101","13-14","1257","12.45"
"180","Central Mich.","106","7-21","1319","12.44"
"181","Arizona St.","113","14-18","1405","12.43"
"182","Akron","103","11-16","1280","12.43"
"","UT Arlington","103","16-12","1280","12.43"
"184","Cleveland St.","114","17-12","1415","12.41"
"185","Ohio","117","13-18","1452","12.41"
"186","Maryland","114","18-14","1414","12.40"
"187","Coastal Caro.","93","12-13","1153","12.40"
"188","Troy","116","11-19","1437","12.39"
"189","East Carolina","104","13-16","1288","12.38"
"190","Sacramento St.","120","16-16","1486","12.38"
"191","Hartford","86","11-14","1064","12.37"
"192","Southeast Mo. St.","112","16-14","1385","12.37"
"193","Michigan St.","121","17-16","1493","12.34"
"194","Brown","99","11-13","1220","12.32"
"195","South Alabama","115","13-17","1417","12.32"
"196","Ohio St.","122","12-20","1503","12.32"
"197","Northwestern St.","101","12-15","1244","12.32"
"198","Marshall","108","10-19","1329","12.31"
"199","A&M-Corpus Christi","111","9-21","1365","12.30"
"200","Charlotte","124","16-15","1523","12.28"
"201","UNC Greensboro","103","13-16","1265","12.28"
"202","UT Martin","123","14-17","1509","12.27"
"203","UC Riverside","110","9-19","1349","12.26"
"204","North Florida","122","11-22","1496","12.26"
"205","Seattle U","112","11-19","1373","12.26"
"206","Bowling Green","114","19-12","1397","12.25"
"207","North Dakota","120","14-18","1469","12.24"
"208","UMBC","106","7-19","1296","12.23"
"209","Chicago St.","120","9-24","1467","12.23"
"210","Montana","114","10-21","1392","12.21"
"211","Xavier","105","10-19","1282","12.21"
"212","Virginia","107","8-20","1305","12.20"
"213","Oral Roberts","114","9-19","1390","12.19"
"214","Santa Clara","108","6-24","1315","12.18"
"215","Lehigh","107","19-8","1302","12.17"
"216","Wright St.","114","15-14","1387","12.17"
"217","Oakland","108","10-17","1313","12.16"
"218","Evansville","121","10-21","1471","12.16"
"219","Marist","115","14-15","1397","12.15"
"220","CSUN","108","8-20","1310","12.13"
"221","Morgan St.","102","13-15","1237","12.13"
"222","Saint Louis","98","8-20","1187","12.11"
"223","Abilene Christian","118","13-16","1428","12.10"
"224","North Carolina","96","8-19","1161","12.09"
"225","N.C. A&T","93","14-12","1122","12.06"
"226","Quinnipiac","112","9-21","1351","12.06"
"227","Gonzaga","109","11-18","1314","12.06"
"228","CSU Bakersfield","122","14-16","1470","12.05"
"229","Memphis","114","11-19","1372","12.04"
"230","Providence","105","8-21","1263","12.03"
"231","IUPUI","108","9-21","1297","12.01"
"232","Nevada","113","8-21","1356","12.00"
"233","DePaul","98","5-24","1174","11.98"
"234","Duquesne","102","12-16","1219","11.95"
"235","VCU","105","19-9","1253","11.93"
"236","Central Conn. St.","95","13-13","1132","11.92"
"237","Tennessee Tech","118","11-19","1404","11.90"
"238","Montana St.","113","11-19","1344","11.89"
"239","Elon","105","13-15","1247","11.88"
"240","George Washington","102","11-15","1211","11.87"
"241","Fordham","108","10-17","1282","11.87"
"242","USC Upstate","124","13-19","1470","11.85"
"243","Indiana St.","111","10-20","1315","11.85"
"244","Incarnate Word","101","10-17","1194","11.82"
"245","Georgia St.","95","7-19","1121","11.80"
"246","Alabama A&M","129","22-16","1521","11.79"
"247","Rider","116","19-11","1367","11.78"
"248","Albany (NY)","102","16-11","1202","11.78"
"249","Saint Francis (PA)","101","5-22","1190","11.78"
"250","Hampton","103","8-19","1212","11.77"
"251","Youngstown St.","104","7-22","1223","11.76"
"252","Butler","105","9-21","1233","11.74"
"253","UNCW","104","15-12","1220","11.73"
"254","West Virginia","112","11-19","1313","11.72"
"255","Northern Ill.","122","11-21","1430","11.72"
"256","Southern Utah","112","6-24","1310","11.70"
"257","Middle Tenn.","101","7-21","1180","11.68"
"258","Western Caro.","105","12-16","1226","11.68"
"259","Kent St.","116","13-18","1354","11.67"
"260","Davidson","87","12-13","1015","11.67"
"261","Dartmouth","86","10-15","1003","11.66"
"262","New Orleans","121","12-19","1408","11.64"
"263","Toledo","106","9-18","1233","11.63"
"264","St. Francis Brooklyn","104","10-18","1209","11.63"
"265","New Mexico","122","15-15","1418","11.62"
"266","Robert Morris","116","11-18","1348","11.62"
"267","Grand Canyon","107","11-17","1242","11.61"
"268","Tennessee St.","113","9-19","1311","11.60"
"269","Stetson","107","16-13","1241","11.60"
"270","UNC Asheville","100","16-12","1159","11.59"
"271","McNeese","114","10-22","1319","11.57"
"272","San Francisco","109","9-20","1259","11.55"
"273","South Dakota St.","104","6-23","1200","11.54"
"","George Mason","91","10-14","1050","11.54"
"275","Eastern Ill.","112","10-21","1292","11.54"
"276","Rutgers","114","6-27","1310","11.49"
"277","Harvard","90","11-12","1034","11.49"
"278","Chattanooga","108","10-20","1239","11.47"
"279","Louisiana Tech","106","6-23","1214","11.45"
