 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/19/2015


"Rank","Name","S","W-L","Aces","Per Set"
"159","Western Mich.","131","1819","778","5145","0.202"
"160","William & Mary","115","1478","645","4116","0.202"
"161","UMBC","97","1079","472","2994","0.203"
"162","Princeton","87","1092","465","3085","0.203"
"163","Liberty","108","1420","607","4000","0.203"
"164","Colorado","124","1547","699","4172","0.203"
"165","Bucknell","94","1277","566","3488","0.204"
"166","Iona","114","1480","607","4280","0.204"
"167","Dartmouth","88","1060","436","3057","0.204"
"168","Arkansas","114","1410","624","3848","0.204"
"169","Samford","98","1137","481","3207","0.205"
"170","Stanford","110","1438","637","3915","0.205"
"171","Wichita St.","135","1720","710","4931","0.205"
"172","Eastern Wash.","104","1283","553","3562","0.205"
"173","Furman","108","1327","537","3853","0.205"
"174","Xavier","118","1466","597","4230","0.205"
"175","UNC Asheville","100","1336","580","3679","0.205"
"176","Marshall","121","1515","641","4252","0.206"
"177","Texas Tech","98","1293","542","3641","0.206"
"178","Kent St.","115","1496","617","4261","0.206"
"179","Boise St.","109","1353","566","3812","0.206"
"180","Drake","129","1745","740","4865","0.207"
"181","Brown","96","1238","516","3495","0.207"
"182","IUPUI","117","1553","661","4314","0.207"
"183","Duke","109","1385","534","4115","0.207"
"184","McNeese","129","1638","686","4602","0.207"
"185","Sacred Heart","120","1291","544","3603","0.207"
"186","UCF","121","1486","595","4296","0.207"
"187","Weber St.","101","1288","597","3328","0.208"
"188","Tennessee Tech","120","1579","644","4495","0.208"
"189","Seton Hall","113","1405","570","4014","0.208"
"190","Michigan","123","1631","680","4565","0.208"
"191","UC Davis","114","1469","596","4185","0.209"
"192","Iowa St.","107","1354","541","3895","0.209"
"193","Lamar University","112","1382","602","3727","0.209"
"194","Eastern Ill.","130","1650","680","4632","0.209"
"195","Oakland","118","1541","664","4186","0.210"
"196","Navy","109","1257","508","3574","0.210"
"197","Long Beach St.","114","1466","610","4083","0.210"
"198","Nicholls St.","100","1216","496","3424","0.210"
"199","Tulsa","127","1625","649","4638","0.210"
"200","Rice","124","1550","615","4436","0.211"
"201","Miami (FL)","119","1486","631","4053","0.211"
"202","Saint Francis (PA)","106","1352","526","3911","0.211"
"203","South Alabama","111","1482","616","4094","0.212"
"204","Binghamton","109","1422","593","3916","0.212"
"205","Northwestern St.","106","1296","566","3446","0.212"
"206","UAB","118","1431","609","3880","0.212"
"207","UTEP","121","1765","730","4884","0.212"
"208","Morgan St.","100","1180","518","3122","0.212"
"209","San Francisco","108","1363","572","3727","0.212"
"210","Butler","119","1582","656","4363","0.212"
"211","Kansas St.","107","1462","569","4205","0.212"
"212","Texas A&M","115","1490","640","4000","0.213"
"213","Col. of Charleston","129","1677","682","4682","0.213"
"214","Pacific","113","1339","562","3656","0.213"
"215","South Carolina","114","1462","611","3998","0.213"
"216","Baylor","109","1372","584","3699","0.213"
"217","Jacksonville","113","1497","593","4242","0.213"
"218","NC State","119","1491","647","3960","0.213"
"219","Southeastern La.","117","1377","541","3916","0.213"
"220","Boston College","122","1573","659","4267","0.214"
"221","Stony Brook","114","1359","546","3795","0.214"
"222","Pepperdine","115","1549","613","4358","0.215"
"223","Northeastern","123","1516","620","4171","0.215"
"224","Utah Valley","101","1358","617","3443","0.215"
"225","New Orleans","126","1482","616","4023","0.215"
"226","Holy Cross","107","1448","612","3878","0.216"
"227","Southeast Mo. St.","115","1603","656","4390","0.216"
"228","Central Mich.","117","1498","632","4009","0.216"
"229","Grambling","111","1214","523","3198","0.216"
"230","Portland","114","1661","674","4564","0.216"
"231","Western Caro.","131","1842","759","5004","0.216"
"232","Utah","118","1540","627","4213","0.217"
"233","Oregon","112","1429","562","3995","0.217"
"234","Northern Colo.","116","1508","601","4179","0.217"
"235","Jackson St.","129","1460","604","3942","0.217"
"236","Lehigh","111","1373","535","3858","0.217"
"237","Alabama A&M","136","1681","704","4464","0.219"
"238","Fresno St.","119","1504","600","4128","0.219"
"239","North Texas","127","1633","654","4462","0.219"
"240","Delaware","113","1532","604","4223","0.220"
"241","La Salle","111","1329","566","3472","0.220"
"242","SIUE","106","1328","542","3575","0.220"
"243","Toledo","113","1465","578","4034","0.220"
"244","LSU","108","1429","573","3891","0.220"
"245","Tulane","125","1657","674","4464","0.220"
"246","Eastern Ky.","119","1545","630","4152","0.220"
"247","Gonzaga","119","1544","625","4162","0.221"
"248","Virginia","116","1455","600","3868","0.221"
"249","East Carolina","119","1583","613","4383","0.221"
"250","Duquesne","113","1447","572","3948","0.222"
"251","Quinnipiac","115","1513","649","3894","0.222"
"252","Northwestern","107","1355","539","3663","0.223"
"253","Bowling Green","112","1482","598","3957","0.223"
"254","Youngstown St.","114","1531","604","4116","0.225"
"255","Louisiana Tech","106","1358","546","3596","0.226"
"","Mississippi Val.","114","1375","570","3565","0.226"
"257","Nevada","107","1349","539","3587","0.226"
"258","Canisius","112","1461","546","4040","0.226"
"259","NJIT","105","1244","471","3406","0.227"
"260","VCU","118","1452","610","3705","0.227"
"261","St. John's (NY)","121","1557","618","4131","0.227"
"262","Hampton","88","1101","471","2768","0.228"
"263","Air Force","126","1574","673","3955","0.228"
"264","Louisiana","105","1386","547","3681","0.228"
"265","Idaho","114","1546","610","4105","0.228"
"266","Cornell","95","1171","430","3249","0.228"
"267","Oral Roberts","118","1399","548","3725","0.228"
"268","George Mason","110","1387","582","3518","0.229"
"269","Charlotte","99","1371","547","3597","0.229"
"270","Coppin St.","87","1112","440","2932","0.229"
"271","Saint Peter's","100","1361","528","3629","0.230"
"272","South Fla.","116","1562","567","4332","0.230"
"273","Alabama","126","1532","590","4100","0.230"
"274","UC Riverside","107","1369","503","3768","0.230"
"275","Indiana","116","1377","535","3662","0.230"
"276","San Diego St.","109","1353","523","3602","0.230"
"277","Fordham","112","1429","578","3692","0.230"
"278","Buffalo","107","1434","568","3757","0.231"
"279","North Dakota St.","120","1566","590","4223","0.231"
"280","The Citadel","132","1759","666","4728","0.231"
"281","UC Santa Barbara","99","1301","492","3498","0.231"
"282","Austin Peay","120","1562","588","4207","0.232"
"283","DePaul","122","1580","634","4081","0.232"
"284","Georgetown","116","1381","505","3778","0.232"
"285","St. Francis Brooklyn","106","1311","500","3457","0.235"
"286","Oklahoma","108","1434","571","3676","0.235"
"287","Norfolk St.","90","1075","416","2787","0.236"
"288","Akron","111","1382","530","3565","0.239"
"289","Iowa","115","1520","573","3960","0.239"
"290","N.C. Central","98","1242","474","3211","0.239"
"291","Prairie View","113","1381","532","3549","0.239"
"292","UIC","117","1524","578","3947","0.240"
"293","South Dakota","117","1599","572","4282","0.240"
"294","UT Martin","125","1715","634","4504","0.240"
"295","Utah St.","114","1616","642","4058","0.240"
"296","Portland St.","104","1339","499","3484","0.241"
"297","Notre Dame","121","1677","655","4237","0.241"
"298","Jacksonville St.","119","1624","607","4210","0.242"
"299","Montana","108","1371","509","3565","0.242"
"300","Milwaukee","116","1580","561","4184","0.244"
"301","Florida A&M","97","1208","449","3085","0.246"
"302","UC Irvine","106","1438","531","3677","0.247"
"303","Middle Tenn.","109","1451","549","3640","0.248"
"304","Loyola Maryland","108","1382","519","3480","0.248"
"305","Purdue Fort Wayne","119","1661","592","4310","0.248"
"306","Maryland","122","1582","593","3963","0.250"
"307","Evansville","119","1687","602","4346","0.250"
"308","Georgia","98","1315","508","3217","0.251"
"309","Ark.-Pine Bluff","110","1381","513","3456","0.251"
"310","Montana St.","89","1197","437","3017","0.252"
"311","Oregon St.","108","1587","581","3969","0.253"
"312","CSU Bakersfield","105","1315","459","3376","0.254"
"313","Wake Forest","121","1603","576","4035","0.255"
"314","California","111","1545","535","3950","0.256"
"315","Bradley","106","1395","479","3577","0.256"
"316","Clemson","112","1592","539","4089","0.258"
"317","West Virginia","100","1294","470","3166","0.260"
"318","CSUN","103","1361","453","3461","0.262"
"319","Providence","112","1478","481","3759","0.265"
"320","Delaware St.","97","1276","452","3086","0.267"
"321","Presbyterian","96","1276","423","3148","0.271"
"322","Western Ill.","109","1456","500","3527","0.271"
"323","South Dakota St.","110","1527","507","3756","0.272"
"324","Hartford","97","1230","407","2991","0.275"
"325","Saint Mary's (CA)","99","1498","482","3683","0.276"
"326","Cal St. Fullerton","99","1450","485","3469","0.278"
"327","Rutgers","109","1538","471","3767","0.283"
"328","Chicago St.","89","1231","381","2880","0.295"
"329","Savannah St.","94","1123","348","2589","0.299"
Reclassifying
"NR","Abilene Christian","111","1497","611","4069","0.218"
"NR","Northern Ky.","116","1556","620","4271","0.219"
"NR","Incarnate Word","99","1225","490","3324","0.221"
"NR","Grand Canyon","97","1366","524","3518","0.239"
"NR","UMass Lowell","111","1424","546","3590","0.245"

NCAA Women's Volleyball
Division ITeam Digs
Through Games 12/19/2015


"Rank","Name","S","W-L","Digs"
"1","UNI","133","19-15","2368"
"2","Rider","130","16-17","2301"
"3","Valparaiso","127","27-8","2244"
"4","Western Mich.","131","15-18","2234"
"5","Missouri St.","135","24-11","2227"
"6","Creighton","134","27-9","2221"
"7","A&M-Corpus Christi","126","31-5","2205"
"8","Marquette","124","22-12","2192"
"9","Manhattan","127","20-14","2186"
"10","Omaha","124","19-13","2177"
"","Wichita St.","135","27-9","2177"
"12","Southern Miss.","139","24-11","2167"
"13","Charleston So.","124","10-23","2140"
"14","North Dakota","126","21-13","2136"
"15","Southern California","130","33-3","2134"
"16","Chattanooga","121","26-6","2133"
"17","Robert Morris","120","19-13","2096"
"18","Western Caro.","131","12-22","2088"
"19","Arizona","124","19-14","2086"
"20","Ohio","117","25-8","2083"
"21","High Point","118","21-10","2079"
"22","Tulsa","127","15-17","2074"
"23","SMU","119","27-6","2069"
"","Drake","129","15-20","2069"
"25","Illinois St.","119","22-10","2068"
"26","Bryant","124","19-14","2066"
"27","SFA","128","20-14","2063"
"28","UCLA","123","25-8","2055"
"29","Col. of Charleston","129","20-13","2051"
"30","Nebraska","129","32-4","2049"
"31","Marist","118","21-10","2044"
"32","UTEP","121","9-23","2034"
"33","The Citadel","132","7-28","2033"
"34","Indiana St.","132","17-16","2031"
"","Eastern Ill.","130","16-15","2031"
"36","Towson","125","26-6","2028"
"37","Eastern Mich.","116","14-16","2025"
"38","Memphis","122","19-14","2005"
"","USC Upstate","112","15-15","2005"
"40","UNC Greensboro","115","22-11","2002"
"41","Minnesota","129","30-5","1999"
"42","Tennessee Tech","120","10-21","1992"
"43","Southern Ill.","130","23-10","1978"
"44","Louisville","117","25-7","1975"
"45","Ohio St.","131","25-10","1973"
"46","South Fla.","116","11-21","1969"
"47","Cleveland St.","130","26-7","1968"
"48","Fairfield","117","21-10","1967"
"49","Houston","123","19-13","1965"
"","Rice","124","21-10","1965"
"51","Wofford","127","16-18","1963"
"52","McNeese","129","15-18","1956"
"53","Michigan","123","20-13","1947"
"54","UCF","121","15-17","1945"
"55","Wright St.","113","15-16","1942"
"56","UTSA","122","24-9","1940"
"57","East Carolina","119","12-19","1928"
"58","Denver","128","27-8","1926"
"59","Portland","114","16-15","1923"
"60","Georgia Tech","120","18-14","1917"
"","Duke","109","17-13","1917"
"62","Miami (OH)","114","21-10","1916"
"63","Kent St.","115","20-10","1915"
"64","Cincinnati","117","21-10","1911"
"65","Sacramento St.","122","26-7","1910"
"66","Gardner-Webb","119","9-22","1900"
"67","Iona","114","10-20","1893"
"68","Pepperdine","115","17-14","1890"
"","Auburn","121","18-12","1890"
"70","Siena","108","16-13","1888"
"71","Sam Houston St.","116","14-18","1881"
"72","Xavier","118","18-12","1880"
"73","Kansas St.","107","17-12","1879"
"74","Radford","119","14-15","1877"
"75","Villanova","122","25-9","1875"
"76","Green Bay","108","17-13","1874"
"77","Hofstra","127","21-11","1872"
"78","North Texas","127","20-13","1871"
"","Western Ky.","125","32-4","1871"
"80","Illinois","122","21-13","1859"
"81","Troy","125","14-18","1858"
"82","Northern Ariz.","121","28-5","1855"
"83","Syracuse","120","23-8","1850"
"84","North Dakota St.","120","19-12","1847"
"85","North Florida","118","21-11","1842"
"86","Southeast Mo. St.","115","10-20","1841"
"","American","116","28-7","1841"
"88","Appalachian St.","111","22-8","1840"
"89","Marshall","121","16-14","1839"
"90","Ball St.","124","15-17","1837"
"","UT Martin","125","9-24","1837"
"92","Tulane","125","10-22","1836"
"93","FGCU","121","21-11","1835"
"94","IUPUI","117","21-10","1833"
"95","South Dakota","117","15-16","1826"
"96","Austin Peay","120","10-22","1824"
"97","Jacksonville","113","12-16","1822"
"98","Purdue Fort Wayne","119","7-25","1821"
"99","Pittsburgh","117","23-9","1813"
"100","Kansas","113","30-3","1811"
"101","Army West Point","114","21-10","1807"
"102","North Carolina","110","21-10","1806"
"103","Wisconsin","117","26-7","1804"
"104","Delaware","113","12-17","1801"
"105","Loyola Chicago","118","20-12","1800"
"106","Niagara","110","13-17","1799"
"107","Temple","115","24-8","1798"
"108","Tennessee","118","21-12","1797"
"109","Northern Colo.","116","14-16","1793"
"110","Houston Baptist","126","17-17","1788"
"","Evansville","119","8-24","1788"
"","Fresno St.","119","14-18","1788"
"113","Dayton","123","27-6","1785"
"114","Furman","108","21-9","1783"
"115","Belmont","122","17-15","1782"
"116","Northeastern","123","6-25","1781"
"117","New Mexico St.","126","28-6","1780"
"118","UC Davis","114","15-15","1779"
"119","Campbell","112","14-17","1777"
"120","Toledo","113","6-23","1773"
"","UConn","119","16-15","1773"
"122","UNCW","116","24-8","1770"
"123","Butler","119","12-19","1769"
"124","Winthrop","122","14-18","1768"
"125","Liberty","108","14-14","1765"
"126","Seton Hall","113","14-16","1763"
"127","Saint Francis (PA)","106","6-23","1760"
"","Utah","118","10-21","1760"
"129","Boston College","122","12-20","1758"
"130","Tennessee St.","118","16-14","1757"
"131","Missouri","128","27-6","1755"
"132","Idaho St.","118","23-10","1753"
"","Southeastern La.","117","13-18","1753"
"134","Milwaukee","116","9-21","1751"
"135","South Alabama","111","13-15","1750"
"136","Youngstown St.","114","10-21","1747"
"137","LMU (CA)","125","24-9","1743"
"138","Iowa St.","107","19-11","1742"
"139","Murray St.","101","27-3","1740"
"140","Long Beach St.","114","25-6","1738"
"141","Jacksonville St.","119","14-20","1737"
"142","Alabama A&M","136","13-25","1734"
"143","Virginia Tech","122","19-13","1733"
"144","Florida St.","122","25-8","1728"
"145","Arkansas St.","106","28-2","1727"
"146","Alabama","126","17-15","1726"
"147","William & Mary","115","10-20","1723"
"","Oregon","112","16-14","1723"
"149","Ole Miss","125","22-11","1718"
"150","George Washington","122","21-11","1717"
"151","Purdue","122","23-10","1715"
"152","UMKC","106","15-13","1707"
"153","Lipscomb","120","23-9","1706"
"154","Eastern Ky.","119","10-23","1702"
"","Canisius","112","11-19","1702"
"156","Washington","116","31-3","1700"
"157","LSU","108","9-20","1698"
"158","Oakland","118","18-13","1697"
"159","Clemson","112","6-26","1694"
"","Duquesne","113","14-15","1694"
"161","San Diego","114","22-10","1691"
"162","Fla. Atlantic","101","18-11","1689"
"163","Idaho","114","14-16","1682"
"164","Santa Clara","113","22-9","1681"
"165","Ga. Southern","106","10-19","1676"
"166","UC Riverside","107","10-19","1674"
"167","New Hampshire","106","21-9","1672"
"168","South Carolina","114","13-18","1671"
"169","Kentucky","112","21-10","1670"
"170","Albany (NY)","98","17-9","1666"
"","Arizona St.","115","19-13","1666"
"172","Michigan St.","119","19-14","1664"
"","New Mexico","116","17-14","1664"
"174","Miami (FL)","119","21-10","1662"
"","Texas","114","30-3","1662"
"176","Howard","116","18-14","1659"
"177","Gonzaga","119","16-15","1658"
"178","Lehigh","111","19-13","1657"
"","Bowling Green","112","7-22","1657"
"180","Notre Dame","121","7-25","1653"
"","BYU","113","28-4","1653"
"182","New Orleans","126","19-16","1648"
"183","Wake Forest","121","12-20","1644"
"","Wyoming","116","23-7","1644"
"185","Texas St.","111","19-12","1643"
"186","Iowa","115","12-21","1642"
"187","Fairleigh Dickinson","110","10-19","1636"
"","Florida","117","25-7","1636"
"189","James Madison","112","22-8","1633"
"190","San Jose St.","115","13-18","1630"
"191","Cal Poly","100","19-8","1627"
"","UTRGV","107","12-19","1627"
"193","California","111","9-22","1623"
"","Binghamton","109","9-19","1623"
"195","Coastal Caro.","102","25-5","1622"
"196","Central Mich.","117","11-18","1617"
"197","Stony Brook","114","12-19","1614"
"","Boise St.","109","23-7","1614"
"199","Washington St.","114","16-16","1613"
"200","St. John's (NY)","121","18-15","1612"
"201","Georgetown","116","10-21","1611"
"202","Texas A&M","115","24-7","1610"
"","Elon","110","7-23","1610"
"","UNLV","113","16-14","1610"
"205","La.-Monroe","111","14-18","1609"
"206","Southern Utah","102","15-15","1607"
"207","Texas Southern","117","16-19","1606"
"208","Rhode Island","118","20-9","1605"
"209","Colorado","124","19-13","1601"
"210","Mercer","112","10-19","1600"
"211","UIC","117","12-19","1598"
"212","Harvard","99","15-11","1597"
"213","Utah St.","114","6-26","1596"
"214","Little Rock","102","14-14","1592"
"215","UT Arlington","108","19-10","1591"
"","Lafayette","98","11-16","1591"
"217","ETSU","112","19-12","1590"
"218","Penn St.","115","28-6","1589"
"","Saint Louis","120","22-10","1589"
"","Bethune-Cookman","104","15-16","1589"
"221","UAB","118","9-23","1586"
"222","Georgia St.","102","7-19","1577"
"223","DePaul","122","16-15","1576"
"224","Alabama St.","132","21-15","1570"
"225","Oral Roberts","118","14-16","1561"
"","Oregon St.","108","6-24","1561"
"227","Holy Cross","107","7-22","1560"
"228","South Dakota St.","110","5-27","1559"
"","Penn","95","13-13","1559"
"230","Southern U.","111","10-21","1554"
"231","Texas Tech","98","14-16","1550"
"","Providence","112","10-22","1550"
"","Navy","109","9-20","1550"
"234","Arkansas","114","17-13","1549"
"235","Kennesaw St.","103","19-9","1542"
"236","Yale","95","15-9","1541"
"237","Virginia","116","18-13","1538"
"238","Brown","96","10-16","1537"
"239","Northwestern","107","14-17","1534"
"240","FIU","104","15-13","1532"
"241","Maryland","122","15-19","1530"
"242","Northern Ill.","105","19-11","1527"
"243","Stanford","110","23-7","1524"
"244","Colorado St.","102","26-4","1523"
"245","Columbia","88","7-16","1520"
"246","Hawaii","109","29-2","1519"
"","UNC Asheville","100","15-12","1519"
"","Bradley","106","6-24","1519"
"249","Pacific","113","17-13","1514"
"","NC State","119","16-16","1514"
"","Buffalo","107","7-22","1514"
"252","Louisiana","105","6-23","1513"
"","Nicholls St.","100","9-19","1513"
"254","TCU","102","19-10","1512"
"255","UC Irvine","106","13-15","1511"
"256","Jackson St.","129","15-22","1507"
"","Central Conn. St.","96","11-16","1507"
"258","Sacred Heart","120","15-14","1505"
"259","Air Force","126","12-21","1493"
"","Rutgers","109","4-28","1493"
"","Colgate","98","12-16","1493"
"262","UMES","103","22-7","1492"
"263","Morehead St.","118","10-21","1491"
"264","Saint Peter's","100","4-24","1490"
"265","NJIT","105","6-25","1489"
"266","Indiana","116","16-16","1487"
"267","Stetson","109","11-18","1485"
"268","San Francisco","108","17-14","1483"
"269","UC Santa Barbara","99","7-20","1481"
"270","Nevada","107","12-18","1478"
"271","Eastern Wash.","104","14-14","1475"
"272","Baylor","109","17-13","1473"
"273","Louisiana Tech","106","10-20","1468"
"274","Fordham","112","8-23","1464"
"275","Quinnipiac","115","3-28","1461"
"276","San Diego St.","109","12-19","1460"
"277","SIUE","106","8-18","1459"
"278","CSUN","103","8-20","1458"
"279","Montana","108","8-20","1448"
"","Prairie View","113","9-25","1448"
"281","Saint Mary's (CA)","99","6-22","1445"
"","Lamar University","112","14-16","1445"
"283","St. Francis Brooklyn","106","7-23","1444"
"","Cornell","95","6-18","1444"
"285","LIU Brooklyn","97","14-14","1443"
"286","Charlotte","99","8-19","1440"
"287","Portland St.","104","9-19","1421"
"288","VCU","118","14-17","1420"
"289","Bucknell","94","14-12","1414"
"290","Mississippi Val.","114","3-30","1408"
"291","Oklahoma","108","12-16","1403"
"292","Samford","98","15-12","1401"
"293","Akron","111","8-21","1393"
"294","Loyola Maryland","108","6-25","1391"
"295","CSU Bakersfield","105","13-15","1389"
"296","Mississippi St.","111","17-15","1388"
"297","Middle Tenn.","109","8-22","1380"
"298","Northwestern St.","106","7-22","1377"
"","Alcorn","107","12-22","1377"
"300","Princeton","87","15-9","1366"
"301","Western Ill.","109","3-28","1361"
"302","La Salle","111","6-25","1359"
"303","Central Ark.","104","16-13","1358"
"304","Ark.-Pine Bluff","110","7-27","1350"
"305","Dartmouth","88","12-11","1343"
"306","Davidson","101","12-16","1334"
"307","George Mason","110","10-19","1318"
"308","Cal St. Fullerton","99","0-28","1298"
"309","N.C. Central","98","5-24","1282"
"310","Seattle U","107","18-11","1263"
"311","Presbyterian","96","4-24","1253"
"312","Florida A&M","97","8-21","1249"
"313","UMBC","97","12-14","1247"
"","Grambling","111","9-25","1247"
"315","Weber St.","101","6-22","1234"
"316","Utah Valley","101","14-14","1232"
"317","Georgia","98","5-25","1204"
"318","Morgan St.","100","13-15","1203"
"319","Montana St.","89","3-21","1182"
"320","West Virginia","100","5-24","1171"
"321","Delaware St.","97","3-25","1157"
"322","Norfolk St.","90","4-21","1155"
"323","Coppin St.","87","9-15","1135"
"324","Hartford","97","2-27","1131"
"325","Chicago St.","89","1-27","1060"
"326","N.C. A&T","75","7-14","1011"
"327","Hampton","88","3-22","986"
"328","Savannah St.","94","0-31","979"
"329","South Carolina St.","78","4-19","977"
Reclassifying
"NR","Northern Ky.","116","14-16","1813"
"NR","Abilene Christian","111","9-20","1662"
"NR","Incarnate Word","99","8-17","1408"
"NR","Grand Canyon","97","7-21","1369"
"NR","UMass Lowell","111","4-27","1353"

NCAA Women's Volleyball
Division ITeam Kills
Through Games 12/19/2015


"Rank","Name","S","W-L","Kills"
"1","Southern California","130","33-3","1893"
"2","Wichita St.","135","27-9","1889"
"3","Creighton","134","27-9","1878"
"4","Nebraska","129","32-4","1873"
"5","Minnesota","129","30-5","1850"
"6","Towson","125","26-6","1841"
"7","Missouri St.","135","24-11","1839"
"8","Ohio St.","131","25-10","1809"
"9","Southern Miss.","139","24-11","1808"
"10","Valparaiso","127","27-8","1805"
"11","New Mexico St.","126","28-6","1797"
"12","Cleveland St.","130","26-7","1781"
"","Western Ky.","125","32-4","1781"
"14","UNI","133","19-15","1777"
"15","Rice","124","21-10","1768"
"16","Col. of Charleston","129","20-13","1765"
"17","Alabama","126","17-15","1762"
"18","Southern Ill.","130","23-10","1760"
"19","LMU (CA)","125","24-9","1757"
"20","North Texas","127","20-13","1734"
"21","Arizona","124","19-14","1729"
"22","Michigan","123","20-13","1724"
"23","Louisville","117","25-7","1722"
"24","Lipscomb","120","23-9","1720"
"","Hofstra","127","21-11","1720"
"26","Sacramento St.","122","26-7","1718"
"27","UCLA","123","25-8","1714"
"28","Dayton","123","27-6","1712"
"29","Chattanooga","121","26-6","1710"
"30","SMU","119","27-6","1709"
"31","Illinois St.","119","22-10","1706"
"","Kansas","113","30-3","1706"
"33","Eastern Ill.","130","16-15","1698"
"34","Marquette","124","22-12","1697"
"35","Purdue","122","23-10","1696"
"36","Pittsburgh","117","23-9","1694"
"37","Denver","128","27-8","1689"
"38","A&M-Corpus Christi","126","31-5","1683"
"39","Wisconsin","117","26-7","1673"
"40","Missouri","128","27-6","1672"
"41","Villanova","122","25-9","1666"
"42","Florida","117","25-7","1663"
"43","Washington","116","31-3","1661"
"44","Indiana St.","132","17-16","1660"
"45","Temple","115","24-8","1658"
"46","San Diego","114","22-10","1654"
"","Ole Miss","125","22-11","1654"
"","Florida St.","122","25-8","1654"
"49","UCF","121","15-17","1646"
"","Western Mich.","131","15-18","1646"
"51","Colorado","124","19-13","1641"
"","Omaha","124","19-13","1641"
"","Illinois","122","21-13","1641"
"54","Georgia Tech","120","18-14","1637"
"","Michigan St.","119","19-14","1637"
"56","Texas","114","30-3","1636"
"57","Boise St.","109","23-7","1632"
"58","North Dakota","126","21-13","1628"
"59","Appalachian St.","111","22-8","1627"
"","Loyola Chicago","118","20-12","1627"
"61","UTSA","122","24-9","1626"
"62","Texas A&M","115","24-7","1620"
"","Idaho St.","118","23-10","1620"
"64","IUPUI","117","21-10","1619"
"65","Fresno St.","119","14-18","1617"
"66","George Washington","122","21-11","1613"
"","Wofford","127","16-18","1613"
"68","Tulsa","127","15-17","1612"
"69","Gonzaga","119","16-15","1607"
"70","BYU","113","28-4","1604"
"71","Bryant","124","19-14","1602"
"72","Virginia Tech","122","19-13","1599"
"73","Army West Point","114","21-10","1597"
"74","Belmont","122","17-15","1596"
"","Northern Ariz.","121","28-5","1596"
"","Long Beach St.","114","25-6","1596"
"77","Oregon","112","16-14","1592"
"","Oakland","118","18-13","1592"
"79","Xavier","118","18-12","1590"
"80","Sacred Heart","120","15-14","1588"
"","Auburn","121","18-12","1588"
"82","North Florida","118","21-11","1587"
"","Cincinnati","117","21-10","1587"
"84","Miami (FL)","119","21-10","1586"
"","Houston","123","19-13","1586"
"86","McNeese","129","15-18","1581"
"87","Marist","118","21-10","1578"
"","Fairfield","117","21-10","1578"
"89","Air Force","126","12-21","1576"
"","Duke","109","17-13","1576"
"91","Rhode Island","118","20-9","1575"
"92","Hawaii","109","29-2","1572"
"","South Dakota","117","15-16","1572"
"94","SFA","128","20-14","1571"
"95","Winthrop","122","14-18","1569"
"96","New Orleans","126","19-16","1564"
"97","UNC Greensboro","115","22-11","1563"
"","Ohio","117","25-8","1563"
"","Saint Louis","120","22-10","1563"
"100","Penn St.","115","28-6","1558"
"101","NC State","119","16-16","1554"
"102","North Dakota St.","120","19-12","1550"
"","Ball St.","124","15-17","1550"
"","Pacific","113","17-13","1550"
"105","Radford","119","14-15","1548"
"106","Northern Colo.","116","14-16","1547"
"","Kent St.","115","20-10","1547"
"108","Rider","130","16-17","1545"
"109","Furman","108","21-9","1542"
"110","American","116","28-7","1541"
"111","Santa Clara","113","22-9","1538"
"112","Virginia","116","18-13","1537"
"113","The Citadel","132","7-28","1536"
"","Jackson St.","129","15-22","1536"
"115","FGCU","121","21-11","1535"
"","St. John's (NY)","121","18-15","1535"
"","Syracuse","120","23-8","1535"
"118","Houston Baptist","126","17-17","1533"
"","Stanford","110","23-7","1533"
"120","High Point","118","21-10","1532"
"121","Kentucky","112","21-10","1529"
"122","Boston College","122","12-20","1525"
"123","DePaul","122","16-15","1524"
"","UConn","119","16-15","1524"
"125","Manhattan","127","20-14","1517"
"126","Maryland","122","15-19","1516"
"127","Pepperdine","115","17-14","1515"
"","Oral Roberts","118","14-16","1515"
"129","Indiana","116","16-16","1514"
"","UIC","117","12-19","1514"
"131","Kansas St.","107","17-12","1510"
"132","South Fla.","116","11-21","1508"
"133","North Carolina","110","21-10","1502"
"134","UC Davis","114","15-15","1498"
"","Iowa","115","12-21","1498"
"136","Marshall","121","16-14","1497"
"137","Butler","119","12-19","1495"
"","Memphis","122","19-14","1495"
"","Arkansas","114","17-13","1495"
"","Eastern Mich.","116","14-16","1495"
"141","Lehigh","111","19-13","1494"
"","Alabama St.","132","21-15","1494"
"143","Iowa St.","107","19-11","1491"
"144","Miami (OH)","114","21-10","1490"
"","Drake","129","15-20","1490"
"146","Milwaukee","116","9-21","1489"
"147","Georgetown","116","10-21","1487"
"148","Wright St.","113","15-16","1484"
"149","Arkansas St.","106","28-2","1483"
"","Wake Forest","121","12-20","1483"
"151","Murray St.","101","27-3","1481"
"152","James Madison","112","22-8","1479"
"153","Idaho","114","14-16","1475"
"154","New Mexico","116","17-14","1473"
"155","Purdue Fort Wayne","119","7-25","1471"
"156","Tennessee","118","21-12","1470"
"157","Stony Brook","114","12-19","1466"
"158","South Carolina","114","13-18","1464"
"","Alabama A&M","136","13-25","1464"
"160","Robert Morris","120","19-13","1463"
"","Sam Houston St.","116","14-18","1463"
"162","Green Bay","108","17-13","1460"
"163","Troy","125","14-18","1457"
"164","Utah","118","10-21","1456"
"165","Central Mich.","117","11-18","1452"
